part,trial,k,subset,err_sh,err_el,err_wr
P07,trial_16_L_unaffected,3,134,43.21642287544467,44.58243169426103,23.61689187804533
P07,trial_16_L_unaffected,3,234,50.88009724355803,47.89768721516898,23.56673669809674
P07,trial_16_L_unaffected,4,0123,30.595999521403016,47.30583601326676,22.287724886100765
P07,trial_16_L_unaffected,4,0124,38.07459089545878,50.05937076555011,19.3615239606763
P07,trial_16_L_unaffected,4,0134,37.04311669715599,43.626378271010516,21.773191048371398
P07,trial_16_L_unaffected,4,0234,36.15106647180936,44.45250757135535,21.792870024922294
P07,trial_16_L_unaffected,4,1234,43.907911287286744,46.45776027899333,22.015926881924678
P07,trial_16_L_unaffected,5,01234,36.51288114833222,46.02501744637579,20.234172714744595
P07,trial_17_L_unaffected,2,01,32.50746645180033,60.89145692088362,31.284789083420897
P07,trial_17_L_unaffected,2,02,28.767164978328434,51.54077761311507,28.308936076020824
P07,trial_17_L_unaffected,2,03,31.083926705889994,42.40183570969507,30.26757102460234
P07,trial_17_L_unaffected,2,04,76.075741515662,47.53598956448515,29.89342891546287
P07,trial_17_L_unaffected,2,12,38.57090121516428,51.5950974022358,26.07087129490581
P07,trial_17_L_unaffected,2,13,38.32183967065826,46.30103442636592,30.141491458663317
P07,trial_17_L_unaffected,2,14,50.826394852627075,51.981738456770756,23.45099607068488
P07,trial_17_L_unaffected,2,23,51.53949931531952,67.93267925461545,43.188584252940096
P07,trial_17_L_unaffected,2,24,52.30227504177718,51.90907437919301,22.18982916653107
P07,trial_17_L_unaffected,2,34,50.9082721987523,48.99562467004336,30.344330912482192
P07,trial_17_L_unaffected,3,012,32.06048836629399,55.32138788473003,27.860277629393433
P07,trial_17_L_unaffected,3,013,32.21266340304969,46.043140162740464,26.18748458293979
P07,trial_17_L_unaffected,3,014,44.26710069977782,51.78860581781332,20.659859036273236
P07,trial_17_L_unaffected,3,023,30.888989249821826,48.03730635939971,27.085885286722966
P07,trial_17_L_unaffected,3,024,38.50603049350382,49.38980044792194,21.484959310688136
P07,trial_17_L_unaffected,3,034,36.69235499283497,41.17153044218316,26.319165988243864
P07,trial_17_L_unaffected,3,123,37.910191830159285,48.805334412514235,27.060666305266462
P07,trial_17_L_unaffected,3,124,46.60662181481212,50.68370069142062,21.313022041176474
P07,trial_17_L_unaffected,3,134,43.40986081047417,45.85739142514726,26.580194870932154
P07,trial_17_L_unaffected,3,234,50.654869646712996,48.71159621092024,25.12642809768452
P07,trial_17_L_unaffected,4,0123,32.16436750018162,48.66479722751886,24.897884289126033
P07,trial_17_L_unaffected,4,0124,38.78566813666709,50.9162253835899,20.392825648517448
P07,trial_17_L_unaffected,4,0134,37.779167917253766,45.175346270708246,24.18966575632176
P07,trial_17_L_unaffected,4,0234,37.23636956408938,46.151965703322006,23.750934983837947
P07,trial_17_L_unaffected,4,1234,44.0966171945196,47.51533602665211,24.14808908985801
P07,trial_17_L_unaffected,5,01234,37.412483612591544,47.32007888251964,22.682220363307344
P07,trial_18_L_unaffected,2,01,31.470979895101387,60.32210299332826,34.134501638708194
P07,trial_18_L_unaffected,2,02,28.267327864782303,52.54210709930292,32.13048880864802
P07,trial_18_L_unaffected,2,03,32.40841137250299,41.31211492477865,32.143958121230426
P07,trial_18_L_unaffected,2,04,81.59255539751022,45.3825773966522,33.02720845300905
P07,trial_18_L_unaffected,2,12,36.453600529935635,53.24259958889234,28.451605957021723
P07,trial_18_L_unaffected,2,13,38.518209338562556,46.45877131482106,27.90375035504793
P07,trial_18_L_unaffected,2,14,50.40617160805825,51.58546005887197,24.962567870264564
P07,trial_18_L_unaffected,2,23,47.549235817548656,67.08153814740551,36.53314639173762
P07,trial_18_L_unaffected,2,24,51.028955235866086,54.026330548803536,24.365511440558375
P07,trial_18_L_unaffected,2,34,50.48145791942722,48.19955280475266,29.253095816225667
P07,trial_18_L_unaffected,3,012,31.052864297986304,55.462526366116286,30.66260367139368
P07,trial_18_L_unaffected,3,013,32.396813121701776,45.529740320779446,27.678819709243335
P07,trial_18_L_unaffected,3,014,44.120875823336675,50.46695174956881,23.396501045005003
