part,trial,k,subset,err_sh,err_el,err_wr
P07,trial_67_R_affected,2,23,36.758400115837745,54.470228834229694,35.44451624174384
P07,trial_67_R_affected,2,24,32.619186610051614,53.550497627646514,21.73334232602024
P07,trial_67_R_affected,2,34,38.83654646905764,55.96529069571416,19.754148650778856
P07,trial_67_R_affected,3,012,43.31839576650212,54.132607022735776,26.930466470794485
P07,trial_67_R_affected,3,013,42.14569679328202,50.00828942373372,27.922416666590667
P07,trial_67_R_affected,3,014,49.70750990580038,42.99270809121648,27.73023771827147
P07,trial_67_R_affected,3,023,41.17648371606702,53.37612147177426,23.16510887680158
P07,trial_67_R_affected,3,024,35.0663242467887,51.80955166944457,21.180811416398
P07,trial_67_R_affected,3,034,36.54966789467842,50.646528219705154,19.475782645622704
P07,trial_67_R_affected,3,123,45.35287423282951,53.638426409308714,34.78220788466841
P07,trial_67_R_affected,3,124,37.40897338027879,49.31979256442701,23.6677258097261
P07,trial_67_R_affected,3,134,37.070233253207604,48.13996123997242,24.11535922964407
P07,trial_67_R_affected,3,234,33.2062187957066,54.50746302279156,18.425283418433757
P07,trial_67_R_affected,4,0123,42.57973100416219,52.32542394577643,26.89973671976666
P07,trial_67_R_affected,4,0124,38.3316666498882,49.19878607149749,23.21077316943891
P07,trial_67_R_affected,4,0134,38.91076311890201,47.81200149124267,23.47970951371801
P07,trial_67_R_affected,4,0234,34.608124464679385,52.281114612113576,18.865387805452944
P07,trial_67_R_affected,4,1234,35.282623062513146,50.75325035834697,22.616496139483928
P07,trial_67_R_affected,5,01234,37.03959540992888,50.28456491274881,22.207402282724914
P07,trial_68_R_affected,2,01,43.4942015590453,49.27765927444961,32.89743378483318
P07,trial_68_R_affected,2,02,41.579728338568806,57.09395033906553,28.2183339185729
P07,trial_68_R_affected,2,03,41.3566299139519,49.578391958237475,27.79147877950573
P07,trial_68_R_affected,2,04,75.88742298647114,44.17240024768597,33.90101779715512
P07,trial_68_R_affected,2,12,52.59311039435391,63.942148726941156,46.53496510556252
P07,trial_68_R_affected,2,13,45.5381827703803,50.07825842468523,37.51548672280958
P07,trial_68_R_affected,2,14,50.26163000147364,43.65786746565425,30.104480958796415
P07,trial_68_R_affected,2,23,37.771559880991795,54.49850624528445,40.06585791360831
P07,trial_68_R_affected,2,24,34.06213951658104,54.45930269683936,24.631853904974413
P07,trial_68_R_affected,2,34,37.82133311267688,54.46594932630637,22.750248272441045
P07,trial_68_R_affected,3,012,43.125018275295595,55.38726578220708,30.294394672876983
P07,trial_68_R_affected,3,013,42.47294805483418,49.21417720575402,30.632113102171104
P07,trial_68_R_affected,3,014,50.8023668743813,44.3167558185498,29.559595267882262
P07,trial_68_R_affected,3,023,41.352938298700074,53.02007182545496,26.253984899924273
P07,trial_68_R_affected,3,024,36.5373089810797,52.5096963511002,24.70358913884564
P07,trial_68_R_affected,3,034,37.4691834275836,49.30222536685794,23.547941357562106
P07,trial_68_R_affected,3,123,45.52086217642778,53.295631240761644,36.0807255871721
P07,trial_68_R_affected,3,124,38.931141849391075,50.81267361050374,26.49486233371079
P07,trial_68_R_affected,3,134,38.30086977978693,47.86245700033115,26.651039424521247
P07,trial_68_R_affected,3,234,33.923010046290194,54.2791144713396,21.655471236608406
P07,trial_68_R_affected,4,0123,42.753703049334916,52.280570921261585,29.491939246630977
P07,trial_68_R_affected,4,0124,39.660244681624235,50.36814328079466,26.35813060153944
P07,trial_68_R_affected,4,0134,40.03704338841114,47.4702027472676,26.38523221977076
P07,trial_68_R_affected,4,0234,35.806763672382274,51.92670581721683,22.443832074627633
P07,trial_68_R_affected,4,1234,36.69181453969586,50.987715593376684,25.39186253765981
P07,trial_68_R_affected,5,01234,38.190600520909626,50.40259690744957,25.247615020537186
P07,trial_69_R_affected,2,01,46.10377205947249,51.85720752601299,38.25898265076347
P07,trial_69_R_affected,2,02,42.47923494988374,56.89264458046735,30.820586988783603
P07,trial_69_R_affected,2,03,41.30739483628926,50.91688069564348,29.20233405759874
P07,trial_69_R_affected,2,04,72.83259950351156,47.57837206064764,33.71559348112055
P07,trial_69_R_affected,2,12,55.333073959741654,66.08019993340366,54.42641395594888
P07,trial_69_R_affected,2,13,46.17044026321311,52.113364200230365,42.439633278230176
P07,trial_69_R_affected,2,14,50.932899784250964,45.03389001732016,33.08835702077658
P07,trial_69_R_affected,2,23,36.101862478145456,53.69323891603125,37.934360842845045
P07,trial_69_R_affected,2,24,34.447154117422215,54.49005933482337,24.54761226793466
P07,trial_69_R_affected,2,34,37.3021718275837,54.35599120863006,23.39986977199817
P07,trial_69_R_affected,3,012,44.80896948752996,55.59791451632375,34.479080732940446
P07,trial_69_R_affected,3,013,43.15100969925591,50.587719715338324,34.0059831561823
P07,trial_69_R_affected,3,014,51.48129009771437,45.8687721865655,33.235009500350316
P07,trial_69_R_affected,3,023,41.61390419270858,53.53399864699738,28.156034662558813
P07,trial_69_R_affected,3,024,37.121329211237956,53.27441047651907,25.831677897683868
P07,trial_69_R_affected,3,034,37.719667773171885,50.62119282975396,24.72837690886741
P07,trial_69_R_affected,3,123,46.356806123539116,54.524569901109224,40.76529635557911
P07,trial_69_R_affected,3,124,39.8668692662007,51.56830448569386,29.004162768525557
P07,trial_69_R_affected,3,134,38.910825198673585,48.82199089681606,29.19299964819421
P07,trial_69_R_affected,3,234,34.218320625125195,54.16804223124674,22.372334883081333
P07,trial_69_R_affected,4,0123,43.55281942056522,52.99678244142816,32.77198364747876
P07,trial_69_R_affected,4,0124,40.741981014380734,51.19981133559316,29.008226065582345
P07,trial_69_R_affected,4,0134,40.663429186307056,48.70660282126442,28.9546465973333
P07,trial_69_R_affected,4,0234,36.28299185644906,52.58161944842539,23.851738436078957
P07,trial_69_R_affected,4,1234,37.35876664228777,51.57249484524529,27.79647782972485
P07,trial_69_R_affected,5,01234,38.967319322223275,51.19344197095681,27.687394233722642
P07,trial_6_L_unaffected,2,01,35.34759285926972,59.36301766488009,24.787960907795938
P07,trial_6_L_unaffected,2,02,30.550333781974317,53.581295840299425,25.720834630067888
P07,trial_6_L_unaffected,2,03,31.73715630140273,40.72197217032648,25.741038309222034
P07,trial_6_L_unaffected,2,04,73.2026986145308,49.51066007257558,36.51796338332271
P07,trial_6_L_unaffected,2,12,37.72952555330841,53.39454708100945,25.257926651027738
P07,trial_6_L_unaffected,2,13,39.4903188936798,44.30440344902421,24.930708086259365
P07,trial_6_L_unaffected,2,14,50.66708004550898,53.27091260743692,19.658201994318414
P07,trial_6_L_unaffected,2,23,46.60028892639516,66.08907571883871,39.284071700192065
P07,trial_6_L_unaffected,2,24,52.18308032542341,55.154937867383815,21.997253079511275
P07,trial_6_L_unaffected,2,34,52.14901130960431,50.126944914001804,24.767499388069123
P07,trial_6_L_unaffected,3,012,33.73705075091253,55.384767483098734,22.721181956536935
P07,trial_6_L_unaffected,3,013,33.53128452216757,44.03848636547043,20.616442728107796
P07,trial_6_L_unaffected,3,014,44.29946314949749,51.897531079671595,16.248742861724615
P07,trial_6_L_unaffected,3,023,31.874224520860967,47.78759922116531,23.82501064983537
P07,trial_6_L_unaffected,3,024,39.356765428962056,51.54814221420102,20.148263775720565
P07,trial_6_L_unaffected,3,034,37.94548558247798,41.48830303602565,22.440961641194672
P07,trial_6_L_unaffected,3,123,39.307824847800816,47.95254600746038,23.628509738104427
P07,trial_6_L_unaffected,3,124,47.69515543397376,52.9639871481319,19.017177116623728
P07,trial_6_L_unaffected,3,134,44.45050203184919,46.34484652608819,21.516190158474203
P07,trial_6_L_unaffected,3,234,51.0567057869145,50.794283018148896,22.732367155329957
P07,trial_6_L_unaffected,4,0123,33.730483202644244,48.03896626059858,20.452971623982663
P07,trial_6_L_unaffected,4,0124,40.21551797553262,52.228352365735866,16.91965769406821
P07,trial_6_L_unaffected,4,0134,38.85077862568813,44.85146660538889,19.22145448486816
P07,trial_6_L_unaffected,4,0234,38.58191321881501,47.282055820217664,20.940773043322988
P07,trial_6_L_unaffected,4,1234,45.28548109359632,48.84827886804488,20.564765817255207
P07,trial_6_L_unaffected,5,01234,38.9110372446241,47.91471822682934,18.756161728795796
P07,trial_70_R_affected,2,01,46.76731380628311,47.30829446881287,36.70744301587341
P07,trial_70_R_affected,2,02,44.14618891854912,60.642481341031946,27.668502988548003
P07,trial_70_R_affected,2,03,42.25169943103176,51.31409346301081,28.0844237956065
P07,trial_70_R_affected,2,04,73.47257032639476,45.95254631488263,34.69121845458741
P07,trial_70_R_affected,2,12,55.086984564075614,65.2240964946615,55.23808710929397
P07,trial_70_R_affected,2,13,45.32802678776835,48.44233620640479,40.74775948177108
P07,trial_70_R_affected,2,14,49.96290035951682,42.09097560336131,33.4594587924594
P07,trial_70_R_affected,2,23,35.51688751103383,57.01531351273602,28.736520952862392
P07,trial_70_R_affected,2,24,33.31208452714711,56.69798080710513,22.169820998484884
P07,trial_70_R_affected,2,34,35.67030773998543,55.74473572173278,21.959700418482452
P07,trial_70_R_affected,3,012,45.5610235809837,56.3141733535273,32.658310225620475
P07,trial_70_R_affected,3,013,43.51965018436379,48.51869331965677,32.46474497831157
P07,trial_70_R_affected,3,014,51.31092730975784,43.36530931175136,32.82011574767029
P07,trial_70_R_affected,3,023,42.502156180392916,55.50994978033134,26.60085083032599
P07,trial_70_R_affected,3,024,37.18843809225499,55.159903209557825,23.154527889638885
P07,trial_70_R_affected,3,034,37.61760227238317,51.17206165012636,23.547153962823863
P07,trial_70_R_affected,3,123,45.56794471956593,53.21982921718423,39.48127157995768
P07,trial_70_R_affected,3,124,38.50394967561658,51.18207812606043,27.706958931919136
P07,trial_70_R_affected,3,134,37.67657823186979,47.14794803413799,28.28540020055737
P07,trial_70_R_affected,3,234,32.98472459606394,56.08653498632768,20.828386524502413
P07,trial_70_R_affected,4,0123,43.914306375075356,52.84836060616843,31.511975691405553
P07,trial_70_R_affected,4,0124,40.343689893572716,51.137987812701915,27.624639483326053
P07,trial_70_R_affected,4,0134,40.40131152229235,47.34282363362974,27.96535104649643
P07,trial_70_R_affected,4,0234,36.29191111972433,54.1567346645251,22.480801957656208
P07,trial_70_R_affected,4,1234,36.191084184322,51.351089705734154,26.631046842301185
P07,trial_70_R_affected,5,01234,38.67696072682036,51.16637347158087,26.61990295349673
P07,trial_71_R_affected,2,01,44.22470888843607,49.60747983900268,33.03507160154059
P07,trial_71_R_affected,2,02,42.66881229587323,60.98454008954402,28.30527256593768
P07,trial_71_R_affected,2,03,41.37417360815175,49.897182197640646,26.110520871587525
P07,trial_71_R_affected,2,04,73.03448268210062,44.61588444749991,33.320739686224684
P07,trial_71_R_affected,2,12,54.58725825921161,72.35316400984011,49.49203134032622
P07,trial_71_R_affected,2,13,45.67255104290369,51.11877800082043,36.518488038861754
P07,trial_71_R_affected,2,14,49.1369109245128,43.750886490659525,30.311195500184002
P07,trial_71_R_affected,2,23,36.703472382840445,56.738387416556826,36.806644475154314
P07,trial_71_R_affected,2,24,34.428044801064694,56.270585758936576,24.225184560450128
P07,trial_71_R_affected,2,34,37.9723516187027,54.40698232844939,20.805779798032
P07,trial_71_R_affected,3,012,44.26792957539937,58.8140013555312,30.574309778991886
P07,trial_71_R_affected,3,013,42.58510874324625,49.85314612449969,29.83365751670581
P07,trial_71_R_affected,3,014,49.493007402351104,44.592410676562544,29.34996486071963
P07,trial_71_R_affected,3,023,42.159143422557996,54.99911370566558,25.132235508735548
P07,trial_71_R_affected,3,024,37.17852913742754,54.484114643119746,24.38895121559764
P07,trial_71_R_affected,3,034,37.71298880710718,49.63916777599951,21.964452865618373
P07,trial_71_R_affected,3,123,46.22258081881006,56.02543089518328,35.09851839298848
P07,trial_71_R_affected,3,124,39.45743118072304,52.54846429873231,26.412577154025882
P07,trial_71_R_affected,3,134,38.56686065256616,48.19927443575491,26.33580396742437
P07,trial_71_R_affected,3,234,34.57564458694346,55.53065892753238,20.519297773544128
P07,trial_71_R_affected,4,0123,43.44372174118375,54.23425941549372,28.702938627114076
P07,trial_71_R_affected,4,0124,40.05816861359545,52.13083842197463,26.137248326793678
P07,trial_71_R_affected,4,0134,39.916491880796436,47.88273638121767,25.90232681689951
P07,trial_71_R_affected,4,0234,36.715755405302055,53.31741968725074,21.342892224749296
P07,trial_71_R_affected,4,1234,37.47341156916403,52.33403013784015,24.65413839861442
P07,trial_71_R_affected,5,01234,38.77808914777057,51.7425777770077,24.533061467701767
P07,trial_72_R_affected,2,01,43.50371773560367,49.26645260772824,30.58160984087386
P07,trial_72_R_affected,2,02,44.09629719665173,56.65657628251221,25.212224429735315
P07,trial_72_R_affected,2,03,42.39396184083114,50.95742648691289,26.36170684888693
P07,trial_72_R_affected,2,04,79.07616993107135,45.254594080998025,37.93614347839503
P07,trial_72_R_affected,2,12,55.64706813168868,63.0465545852924,45.78440654549661
P07,trial_72_R_affected,2,13,43.915647408598936,51.550688005212955,36.14609286046815
P07,trial_72_R_affected,2,14,48.21150142602119,44.26476838949888,31.22370640226822
P07,trial_72_R_affected,2,23,33.30549804722278,54.592655354273944,33.52152167134764
P07,trial_72_R_affected,2,24,31.750308333788727,54.57451571578471,23.94905154330198
P07,trial_72_R_affected,2,34,35.70655867026232,57.85987577689118,22.41899246880878
P07,trial_72_R_affected,3,012,45.57326890612632,54.92329970792552,27.55821117389561
P07,trial_72_R_affected,3,013,42.5889229815415,50.44507922424316,29.05558829545156
P07,trial_72_R_affected,3,014,48.83231479782874,44.98750430008196,29.342852138588
P07,trial_72_R_affected,3,023,42.15926790426104,53.55126245777032,25.00530691184019
P07,trial_72_R_affected,3,024,36.054755201763804,52.66707675979268,22.923735904047312
P07,trial_72_R_affected,3,034,38.057659093787066,51.407129998332586,22.880790944551414
P07,trial_72_R_affected,3,123,44.361614300295365,54.129816387342274,34.866373805616355
P07,trial_72_R_affected,3,124,37.489830129000346,51.12978405774853,25.889313637246744
P07,trial_72_R_affected,3,134,37.29015264023645,49.38087143337396,26.808056346155745
P07,trial_72_R_affected,3,234,32.07019803342933,55.45796313809005,22.121920261871594
P07,trial_72_R_affected,4,0123,43.370757638780084,52.870107223692415,27.951932352576446
P07,trial_72_R_affected,4,0124,39.01249163463339,50.626874916537915,24.767277974937056
P07,trial_72_R_affected,4,0134,39.538644033815984,48.85732193479887,25.763412830876142
P07,trial_72_R_affected,4,0234,35.45888958375401,52.929064805868755,21.942298346813818
P07,trial_72_R_affected,4,1234,35.42378605362897,51.965292148975344,25.423878941358783
P07,trial_72_R_affected,5,01234,37.753790166415165,51.27339753504787,24.46343178790161
P07,trial_73_R_affected,2,01,42.39658014874137,51.88372242675261,34.73958140798218
P07,trial_73_R_affected,2,02,41.94670765775194,61.72138045747883,26.851127377216688
P07,trial_73_R_affected,2,03,41.335156890433566,53.94669038190216,26.00966562997039
P07,trial_73_R_affected,2,04,76.81201852264962,45.81901073463638,32.081958999093644
P07,trial_73_R_affected,2,12,52.11768158389936,70.98704352964053,50.549705506332444
P07,trial_73_R_affected,2,13,43.08673998133085,54.83409110781172,39.38643143000735
P07,trial_73_R_affected,2,14,47.42983717302953,44.651212735667286,30.78548111541781
P07,trial_73_R_affected,2,23,35.0151676302851,58.909502067174046,34.78224106382982
P07,trial_73_R_affected,2,24,32.962924732931725,57.70405047660246,20.974218740769007
P07,trial_73_R_affected,2,34,36.906502871726985,57.67824622369809,21.484382186614813
P07,trial_73_R_affected,3,012,42.77515607142211,59.8016944544581,30.46835237008574
P07,trial_73_R_affected,3,013,41.35937125738621,53.08357201420392,30.42211755408618
P07,trial_73_R_affected,3,014,48.03682569265605,45.7562638337332,30.198071928343825
P07,trial_73_R_affected,3,023,41.376956988999055,57.45093848130891,25.11281411307885
P07,trial_73_R_affected,3,024,34.93927232980153,55.82651964367607,22.063709500390225
P07,trial_73_R_affected,3,034,36.91778521786018,52.840093963670384,21.927512714901816
P07,trial_73_R_affected,3,123,43.445030280062696,58.498561626815395,38.4838788651935
P07,trial_73_R_affected,3,124,36.44886756651643,53.24245001624995,25.26684354964187
P07,trial_73_R_affected,3,134,36.19499153248579,50.433987569967705,26.11518222203203
P07,trial_73_R_affected,3,234,33.423187403924146,57.84626015069411,18.6794482166957
P07,trial_73_R_affected,4,0123,41.95814399662053,56.56483572155443,29.500957578653363
P07,trial_73_R_affected,4,0124,37.30001104094307,53.14231211498089,25.069557100067374
P07,trial_73_R_affected,4,0134,38.236376029553746,50.270813947035904,25.663427479829434
P07,trial_73_R_affected,4,0234,35.01217332507798,55.634947563361514,20.592930993226606
P07,trial_73_R_affected,4,1234,34.83558300982341,54.10188077130127,24.511621774720677
P07,trial_73_R_affected,5,01234,36.5750040290282,53.68743134894215,24.24213535879177
P07,trial_74_R_affected,2,01,46.998156644896746,49.764256941996884,30.977524786067796
P07,trial_74_R_affected,2,02,46.765594032836724,58.967691672030135,27.782744221572738
P07,trial_74_R_affected,2,03,45.54688976704671,51.030495916554194,25.641693984478167
P07,trial_74_R_affected,2,04,88.92465109540284,46.947839281730325,37.820578301571416
P07,trial_74_R_affected,2,12,54.08782930180984,67.51115405527139,49.6039051297657
P07,trial_74_R_affected,2,13,43.678281192936915,51.54658072353442,33.7540540792953
P07,trial_74_R_affected,2,14,51.29207654479073,45.34453857324326,28.925505468692972
P07,trial_74_R_affected,2,23,35.26512397098043,57.06761336146162,30.800131730640377
P07,trial_74_R_affected,2,24,35.903931788061165,57.51297645744624,22.80148274882039
P07,trial_74_R_affected,2,34,38.56922606028698,57.12375425217037,20.48208699820896
P07,trial_74_R_affected,3,012,47.00409674197537,57.03124547475443,29.44380966159132
P07,trial_74_R_affected,3,013,44.541796618312716,50.44830990508513,27.9359202583507
P07,trial_74_R_affected,3,014,52.593866650199224,46.32390706435459,27.984768738391026
P07,trial_74_R_affected,3,023,44.3845738277864,54.78933028498474,25.005832021990802
P07,trial_74_R_affected,3,024,38.53639094217126,55.365509771505685,23.418439753374887
P07,trial_74_R_affected,3,034,40.69861050452422,51.77602691803677,21.202518091421155
P07,trial_74_R_affected,3,123,43.62530660454196,55.385173150345146,33.1877170753101
P07,trial_74_R_affected,3,124,38.82457262820546,53.204323348526565,25.131674434686612
P07,trial_74_R_affected,3,134,37.81119437377312,49.65904709615809,24.168053425677932
P07,trial_74_R_affected,3,234,35.002660194125134,57.05543123710891,20.218683549921394
P07,trial_74_R_affected,4,0123,44.649184485876695,53.86839498392911,27.547401626570313
P07,trial_74_R_affected,4,0124,40.47587006204808,52.65869410947001,24.682369816350402
P07,trial_74_R_affected,4,0134,41.3137533079445,49.309372076140946,24.02023966110555
P07,trial_74_R_affected,4,0234,37.13170951363944,54.39372506001161,21.176764373058038
P07,trial_74_R_affected,4,1234,35.85381861379551,53.18720820904692,23.430954375045133
P07,trial_74_R_affected,5,01234,38.765539654395326,52.46939741009158,23.360400849131437
P07,trial_75_R_affected,2,01,42.84109130188457,49.06555173438296,32.02429480280344
P07,trial_75_R_affected,2,02,43.95712491264405,61.640189307086494,27.944792916047348
P07,trial_75_R_affected,2,03,41.91537777722002,50.41139179849503,24.83716863470792
P07,trial_75_R_affected,2,04,77.15625514520782,41.83386389980049,32.02789204557461
P07,trial_75_R_affected,2,12,52.098632544942575,73.16316228604158,50.47925979258959
P07,trial_75_R_affected,2,13,42.00097698903357,52.15356665873802,35.14736769682486
P07,trial_75_R_affected,2,14,47.18665640164288,42.6600662976751,29.987363735647453
P07,trial_75_R_affected,2,23,34.72939693330632,58.521795426023914,34.680191486700124
P07,trial_75_R_affected,2,24,33.78247882458771,57.34221985163667,24.425283229372422
P07,trial_75_R_affected,2,34,37.44114371034848,55.69716617818309,19.764385750437896
P07,trial_75_R_affected,3,012,43.631223004028406,59.39924422434281,29.648546208724433
P07,trial_75_R_affected,3,013,41.154418809799395,50.27128768695249,28.447709701202175
P07,trial_75_R_affected,3,014,48.05510267627598,43.5373185141811,29.003487170325226
P07,trial_75_R_affected,3,023,42.36101214987945,55.71934740823918,24.973787591419008
P07,trial_75_R_affected,3,024,36.05954103000244,55.1375575440913,24.1414779258799
P07,trial_75_R_affected,3,034,37.337699479363586,50.023096295184516,20.78493272309266
P07,trial_75_R_affected,3,123,43.154958379504976,57.33519778048818,34.538831809060746
P07,trial_75_R_affected,3,124,36.56124651415906,52.7062337381025,25.47247054643927
P07,trial_75_R_affected,3,134,35.48437822173399,48.27998524238165,24.722272480360598
P07,trial_75_R_affected,3,234,33.61501821621125,56.70161294489623,20.94788549556616
P07,trial_75_R_affected,4,0123,42.27246828503287,54.97652362031243,27.90220053618536
P07,trial_75_R_affected,4,0124,37.72607324996304,52.31720103905136,25.065819051391244
P07,trial_75_R_affected,4,0134,38.07110055370433,47.84697952738447,24.510628527896458
P07,trial_75_R_affected,4,0234,35.4487842920015,54.09172817644475,21.37512214282484
P07,trial_75_R_affected,4,1234,34.455464053224624,52.85330630814111,23.99074486826171
P07,trial_75_R_affected,5,01234,36.65481199830426,52.18414525067115,23.74097662063242
P07,trial_76_R_affected,2,01,44.51503347553744,48.25241319294339,32.42007603592141
P07,trial_76_R_affected,2,02,44.83084436263492,58.81816071899133,25.568973344742925
P07,trial_76_R_affected,2,03,43.05132356128646,52.77809711519396,23.625936233031833
P07,trial_76_R_affected,2,04,84.27783118256386,45.35155007000912,35.90247029324725
P07,trial_76_R_affected,2,12,53.46385994192804,66.00149432729921,47.89249664103521
P07,trial_76_R_affected,2,13,43.550822633341134,51.999023155702815,35.794356625895006
P07,trial_76_R_affected,2,14,49.25743926398961,42.87167886734917,30.497478564342813
P07,trial_76_R_affected,2,23,34.830129577709066,56.08637222013383,31.97075594281142
P07,trial_76_R_affected,2,24,33.119707359954184,55.801049601309685,23.481675531991936
P07,trial_76_R_affected,2,34,38.44560547104548,58.159083929250436,20.356723692174057
P07,trial_76_R_affected,3,012,45.085099799983055,56.395808950909206,28.723818839588276
P07,trial_76_R_affected,3,013,42.482993989961386,50.98399353005108,27.94559481768871
P07,trial_76_R_affected,3,014,50.237650962178314,44.01104972838412,29.2181706833563
P07,trial_76_R_affected,3,023,43.12676555349458,55.37455484676313,23.29838033627716
P07,trial_76_R_affected,3,024,35.93098383834983,54.120841129912904,22.90452181033419
P07,trial_76_R_affected,3,034,37.29278133200757,52.71516888546611,20.794302439894942
P07,trial_76_R_affected,3,123,44.194612881548686,55.39936079898826,35.03544871898038
P07,trial_76_R_affected,3,124,36.75483076591399,51.44213180451765,25.277168849769062
P07,trial_76_R_affected,3,134,35.590117142867996,49.282763973736465,24.92934193913836
P07,trial_76_R_affected,3,234,33.30266479983524,56.53289784024755,20.428070966363617
P07,trial_76_R_affected,4,0123,43.38706828835112,54.07396544451692,27.299516814924747
P07,trial_76_R_affected,4,0124,38.23378437724891,51.188815652060725,24.611273858531728
P07,trial_76_R_affected,4,0134,38.57601948212323,49.10708190631865,24.334179597520222
P07,trial_76_R_affected,4,0234,34.981602667275794,54.36066960792908,20.545920247780593
P07,trial_76_R_affected,4,1234,34.092528808537956,52.53216369227773,23.821797463665973
P07,trial_76_R_affected,5,01234,36.7552037545948,52.06879995354669,23.298917149179513
P07,trial_77_R_affected,2,01,41.7851384539602,49.92247998167293,37.511593004079415
P07,trial_77_R_affected,2,02,44.02665346580008,59.746455699731065,32.69752713552517
P07,trial_77_R_affected,2,03,41.30838219452454,53.267177501516926,31.095351067014768
P07,trial_77_R_affected,2,04,80.21750143620243,47.781010491339565,41.61197001003737
P07,trial_77_R_affected,2,12,51.03583047502529,66.5342911763972,50.06189031695533
P07,trial_77_R_affected,2,13,40.495571885092275,52.1013667842594,38.79351323513277
P07,trial_77_R_affected,2,14,46.32112710435649,44.79030233589593,35.78358112329577
P07,trial_77_R_affected,2,23,35.33910976841078,56.06392639805238,35.10361157634311
P07,trial_77_R_affected,2,24,34.863136120044494,56.084182593662895,29.74176414614962
P07,trial_77_R_affected,2,34,39.23266730557699,57.35975771057342,27.203660246054987
P07,trial_77_R_affected,3,012,43.48314675948787,56.89927972196408,34.72308206558274
P07,trial_77_R_affected,3,013,40.16405208626227,51.42719434976302,33.87010982407131
P07,trial_77_R_affected,3,014,46.8463688579554,45.91471367134065,34.98772194158385
P07,trial_77_R_affected,3,023,41.92488847441493,56.025262353042564,31.408198640359398
P07,trial_77_R_affected,3,024,36.25138418963469,55.08698556345841,29.832490805772874
P07,trial_77_R_affected,3,034,36.87333302915968,53.0421967909164,28.197547456052483
P07,trial_77_R_affected,3,123,41.82213959185311,55.57614001288181,39.015330546448105
P07,trial_77_R_affected,3,124,36.74309453887684,52.75723297355605,32.20240920824
P07,trial_77_R_affected,3,134,35.27385497038439,49.772961662443024,30.992696108391378
P07,trial_77_R_affected,3,234,34.783536019303874,56.10991258537039,27.475179573044056
P07,trial_77_R_affected,4,0123,41.5686399161855,54.524165072954204,33.87030936826702
P07,trial_77_R_affected,4,0124,37.52976955685412,52.42783962119828,31.366815514173144
P07,trial_77_R_affected,4,0134,37.345414698835874,49.84666723517277,30.790587130038997
P07,trial_77_R_affected,4,0234,35.15285629209882,54.729235466126994,28.442797406033947
P07,trial_77_R_affected,4,1234,34.496166714348355,52.9714738212011,30.778037296468845
P07,trial_77_R_affected,5,01234,36.204443411662254,52.7116585204841,30.48750775381549
P07,trial_78_R_affected,2,01,44.50537708897392,48.81057640811766,31.303508196968977
P07,trial_78_R_affected,2,02,42.28338275117279,59.42605331699366,25.847357974764112
P07,trial_78_R_affected,2,03,40.84608065617634,48.53874400568055,22.83420636708379
P07,trial_78_R_affected,2,04,73.41149762466951,38.24800915546229,27.723043718968903
P07,trial_78_R_affected,2,12,52.42620612224538,67.67796553503293,47.53036359925366
P07,trial_78_R_affected,2,13,42.95051920471921,50.39600862019522,36.58207698388619
P07,trial_78_R_affected,2,14,47.40091617952069,41.92321897247163,28.63649388708053
P07,trial_78_R_affected,2,23,35.23220117644129,56.081467317333725,31.52786200010914
P07,trial_78_R_affected,2,24,33.15345940407371,55.0112837426468,20.187928061870334
P07,trial_78_R_affected,2,34,36.033222811520126,53.844520113052205,16.219338190803498
P07,trial_78_R_affected,3,012,43.400066266307235,57.13522506589228,29.167619422656912
P07,trial_78_R_affected,3,013,41.39889575197207,48.75492004137951,28.069485388815433
P07,trial_78_R_affected,3,014,48.47790519946331,42.32108583806733,27.67902284625094
P07,trial_78_R_affected,3,023,41.17221752453832,53.80663616879519,23.033120155018793
P07,trial_78_R_affected,3,024,35.83738213777083,52.913369545329495,20.751979958373624
P07,trial_78_R_affected,3,034,37.097666013000435,47.92090011129681,17.7796607943743
P07,trial_78_R_affected,3,123,43.75494473808874,54.95420932403114,35.64387986177453
P07,trial_78_R_affected,3,124,37.21454563357508,50.987205607948596,23.545182117820367
P07,trial_78_R_affected,3,134,36.2430027014591,47.00436417963991,22.88079548986324
P07,trial_78_R_affected,3,234,32.838722433556065,54.53986502423068,17.19476987304925
P07,trial_78_R_affected,4,0123,42.08736322746001,53.096534671463566,27.522425390844948
P07,trial_78_R_affected,4,0124,38.33750244253188,50.55253487920348,23.529046341953464
P07,trial_78_R_affected,4,0134,38.60905840498532,46.369931101702065,22.78561145601788
P07,trial_78_R_affected,4,0234,35.15026243253115,52.090424377123,18.301130940914934
P07,trial_78_R_affected,4,1234,35.00280935541326,51.15383206203971,22.091723542197176
P07,trial_78_R_affected,5,01234,37.027259902786135,50.474477231886084,22.072986520004505
P07,trial_79_R_affected,2,01,45.15420570193252,53.41710822972562,32.3704691910602
P07,trial_79_R_affected,2,02,41.816651317055346,60.30507159973431,25.800571846218695
P07,trial_79_R_affected,2,03,40.210478075214105,48.82631426596272,23.537967532939184
P07,trial_79_R_affected,2,04,70.75738330280969,40.1546678453809,27.313402734952742
P07,trial_79_R_affected,2,12,53.27019462715179,73.0972323385275,45.9382628565016
P07,trial_79_R_affected,2,13,43.666224814212484,52.74109175783944,36.1336214928878
