part,trial,side,flex_mmc_max,automq_flex,ij_mmc,automq_ij,flex_omc_sag_max,ij_omc_sag
P10,14,R,41.379668729413524,41.94738821288874,0.9779459856071957,0.9737476588698933,48.57911547152913,0.9930736423315973
P10,15,R,41.86728720813921,43.63008196763773,0.977664756539294,0.9757139560548573,49.38460320135923,0.9920996854712913
P10,16,R,41.459440179852436,44.71455043936492,0.9493756442413019,0.9592069219498969,49.607873447704314,0.9815600257151907
P10,17,R,46.071080883226365,49.20597277187588,0.9578669313625764,0.9690628742973871,49.2354528117872,0.9910111942384402
P10,18,R,43.930395045387414,46.27006750899816,0.9789858780789504,0.9724282254387453,47.71720839872957,0.99374899220729
P10,19,R,46.54759268432283,48.6114453849231,0.9793561349631787,0.9795191675529482,48.174374356535985,0.9906923808609752
P10,1,R,44.83211895418982,47.33194587708311,0.9711990750743799,0.9636351251304601,50.538915811956684,0.9897872878773992
P10,23,R,48.042117698768834,44.092091166075875,0.9772713508514473,0.9533191035631835,48.85246340953043,0.9844928579738251
P10,24,R,38.990599144882474,44.64494239798631,0.9855713243922346,0.9509829463932359,47.51527893221148,0.9813548428494875
P10,25,R,37.67342170733508,45.57450016420486,0.9721927929268881,0.9627426937699155,46.40967923436907,0.9874448405747717
P10,26,R,41.467677839760505,49.376000795739,0.9778511899525367,0.972927256943385,47.15751707971729,0.9912267375764775
P10,27,R,42.42849423214114,49.649829743475294,0.9833456713406603,0.9720040705609877,46.978825934320746,0.9911434728743205
P10,28,R,42.13189371988971,53.178006304939146,0.9856144349353935,0.98322058678393,47.80377253519011,0.9918240385167537
P10,2,R,42.932270930014035,50.132006477937786,0.9741146677913107,0.971490285071303,50.39483613756829,0.9936934835714497
P10,31,R,39.78614183969566,40.82994420091734,0.9084498699763592,0.9881201069771323,49.30178471612916,0.9785945775214201
P10,32,R,43.93428471981555,41.09423862460192,0.965676980018403,0.9816040624222823,48.59695338085954,0.9920648276887922
P10,33,R,43.392886427932105,40.399841716754835,0.9933549255436575,0.9892209663309516,48.46693180950477,0.9923406030848679
P10,34,R,42.10520500352461,41.09037519160982,0.9950384505248757,0.9730937228395831,48.08769152773674,0.9835882663202682
P10,35,R,42.853219476018076,42.07395754610625,0.9863470434000373,0.989459422673634,47.72366369190056,0.9917863926261109
P10,36,R,43.52644859966007,41.171184175757126,0.9429609199124933,0.991143666321213,47.52898063729793,0.9821623508607598
P10,37,R,42.477444201817825,41.7515715947827,0.9152651012439903,0.9868494083015599,47.04684537328752,0.9943020673317768
P10,38,R,43.48030362201591,46.99560535840008,0.9939713082492508,0.9805118498148947,46.76473284862014,0.9962930982854863
P10,39,R,44.281591963181455,47.75086833446683,0.9929829495746634,0.9819099580342102,46.65199441182606,0.9976142205336904
P10,3,R,41.491464873428384,44.744852882863356,0.9626239546324523,0.9657909000099237,49.90235299032196,0.9897111025164148
P10,44,L,47.77443933445511,43.28817507688623,0.9930175841697358,0.9897189263170478,53.139165792807546,0.9910544554687923
P10,45,L,48.24674658258723,42.79685247932777,0.9726328851198569,0.9857318065855584,53.16551766494901,0.9963474620122387
P10,46,L,51.030055371779476,43.449703243096096,0.9946578645876094,0.9884102193759867,51.813685084416306,0.9950875023603734
P10,47,L,52.525285003825175,44.91610367033069,0.985046238020364,0.978517131866604,53.224565528894104,0.9956822671467612
P10,48,L,52.245142475325984,44.44526827571695,0.9899664795006546,0.9859621902326642,53.7731362230102,0.9969796963319767
P10,49,L,50.66550996036113,47.03055906271231,0.9635362964266526,0.9808254094819546,54.51069738158114,0.9962672283470093
P10,4,R,46.96645375006702,52.507359666385746,0.9702723966550382,0.9617676843311267,49.951604671815154,0.990777233833183
P10,50,L,52.86163759516181,46.77294185736976,0.9947117257657182,0.9882936210790944,53.90627314817952,0.9991232126110567
P10,51,L,54.38848462819992,47.689302959901134,0.9915311015004121,0.9845043960733241,52.69258585849815,0.9985779775734303
P10,52,L,52.42998595029664,45.823384725272525,0.9902045658997347,0.9746819763912608,54.5367693829683,0.9959144666786391
P10,53,L,53.408704355959046,48.66063787934294,0.9903047173359156,0.9836638890781804,53.845588371399025,0.9984267771720803
P10,54,L,53.5481558278241,47.96206474966934,0.9929239217359742,0.9863075316444113,54.15730960829912,0.9975887235640707
P10,55,L,51.23183166141287,47.51977279668415,0.9749784815504317,0.9682573396647476,52.3748006013611,0.9874840247203828
P10,56,L,51.92710803173228,48.281599875170215,0.9860793676925872,0.9800444932089541,54.14492209158372,0.9960594123585971
P10,57,L,54.212368401784296,49.6882766003007,0.9848205010069833,0.9765917775289757,53.16868784914973,0.9938510689466646
P10,58,L,55.76175417062499,49.71057287039717,0.9889539380461334,0.9753057238430707,53.18336317277554,0.9918680836100116
P10,59,L,52.961304554861705,47.157590003072045,0.9954692108594039,0.9874640328385234,53.22093155940804,0.9994200343278664
P10,5,R,54.64496976397072,60.85341489342399,0.9707106125834915,0.9789076893821865,53.46194944562136,0.9941327404311705
P10,60,L,45.068311209100415,44.90039995847438,0.9909565061083483,0.9836983856494577,54.6403481418852,0.9962119536345464
P10,61,L,45.757059321446114,44.578267693466515,0.9925209826124262,0.9826575648416029,53.14450112332961,0.996299148356294
P10,62,L,46.87129979094642,44.57686267952287,0.9975577435001793,0.9857963907895372,53.37622647092533,0.996443326120378
P10,63,L,46.27174663445525,43.80545395856578,0.9888452232220315,0.9846881147341807,51.81540970202707,0.996701864359331
P10,64,L,45.093269013036355,43.50062250203647,0.9932561497540174,0.9852815988491048,53.3755069779659,0.9982391925983158
