part,trial,side,flexM,abdM,automq_flex,automq_abd,ijM,automq_ij,flexO,abdO,ijO
P08,9,R,20.145947706218983,25.72652633317086,43.2903121461092,37.33242649229131,0.67901389428922,0.9765814408990242,36.13739051095841,34.92299154813707,0.9733916789342925
P10,10,R,47.091290946103044,43.8073727450831,51.19228179970184,47.91459352713728,0.9604518161460328,0.968310193808139,48.8913687510669,45.76052023537845,0.9898174473901922
P10,11,R,50.596359455831866,47.415719983727826,54.25648315441311,49.386689038304546,0.9686364367592868,0.9725951302155555,49.70051920823794,45.70471006971884,0.9950237789048382
P10,12,R,43.55986466787314,36.188083369541744,42.550420854777144,42.34466344415093,0.973013784251003,0.9605910515918298,50.869851816106014,41.02770465136323,0.9754785287532021
P10,13,R,43.992833074978705,37.50098726871575,42.75492421347988,42.28360388871736,0.965229417226175,0.9547593387472828,49.3695513943614,41.718021924443484,0.9848083379922066
P10,14,R,43.645150382624905,35.77765016158157,41.94738821288874,40.39292620458761,0.9809340039060321,0.9737476588698933,49.504401135785,41.07193507290404,0.9926362500625305
P10,15,R,44.38281013782316,39.185284478466485,43.63008196763773,42.09489062954345,0.9818122331431075,0.9757139560548573,50.588102168293226,42.656585707248546,0.9917070485594677
P10,16,R,42.16627615199659,38.177896935473065,44.71455043936492,44.59617024099794,0.9604818217678388,0.9592069219498969,51.115004886397266,43.567256489175634,0.9809762729656536
P10,17,R,46.44615802001771,42.931630617622815,49.20597277187588,47.5226666764367,0.9612971097111018,0.9690628742973871,50.71247928058724,46.25477922202674,0.9904848733846469
P10,18,R,44.51918994484665,40.24130810003449,46.27006750899816,44.653344462647595,0.9839767492936933,0.9724282254387453,49.04662085823346,44.48391266428668,0.9934807292116179
P10,19,R,47.4307883065987,43.32185890515922,48.6114453849231,47.0230020875787,0.9850161761101558,0.9795191675529482,49.462950861876344,46.26377378445039,0.9898869560226456
P10,1,R,47.202168059140995,37.13889333377373,47.33194587708311,42.99062584744619,0.9698356177474069,0.9636351251304601,52.00898280951138,41.141139561344595,0.9891720440582081
P10,23,R,51.31309449260313,52.69897833042643,44.092091166075875,43.267763918214555,0.9704901998280911,0.9533191035631835,50.89258211594333,42.73999102289044,0.9827469909157421
P10,24,R,41.82345914601524,38.569377402455565,44.64494239798631,42.839517070580385,0.9782483587246706,0.9509829463932359,48.20826442949638,41.7934805096754,0.9805368068638294
P10,25,R,40.35627903319657,36.14640206668763,45.57450016420486,41.830350231777544,0.9668353509600264,0.9627426937699155,47.868854066366744,41.39488503688958,0.9867127565807171
