part,trial,side,n_cam,cov_maxang,cov_meanang,reproj_med,pose_sh,pose_el,pose_wr,err_interjoint_coordination,err_max_elbow_angle,err_max_shoulder_abduction,err_max_shoulder_flexion,err_max_trunk_displacement,err_number_of_movement_units,err_peak_elbow_angular_velocity,err_peak_velocity,err_time_to_first_peak_velocity,err_time_to_first_peak_velocity_percent,err_time_to_peak_velocity,err_time_to_peak_velocity_percent,err_total_movement_time
P14,trial_34_R_unaffected,right,4,143.53089904785156,79.95027923583984,9.212274312969921,52.81962282541675,76.84455250413616,30.500485015937908,0.007055957148266012,2.067558626053156,3.8745577760054957,16.831510338380042,27.546721091307248,0.0,2.3546733549282806,76.54480241629983,0.12333333333333307,0.7264957264957204,0.12333333333333307,0.7264957264957204,0.0
P14,trial_35_R_unaffected,right,4,141.82122802734375,79.43248748779297,8.845193487289293,51.963368769867756,76.36930665138225,32.04581704235589,0.015789822214600346,1.8926425864916325,7.948687666009917,15.84384548592569,3.727562387089449,1.0,8.110561859851657,56.35807740562973,0.13000000000000012,0.3256003256003268,0.16333333333333333,3.3781033781033756,0.0033333333333329662
P14,trial_36_R_unaffected,right,4,149.7602996826172,82.45076751708984,9.812229070817427,52.37010065025978,77.73744052029035,31.44628849608465,0.008734498942406632,0.9956819079533119,5.491346649518121,14.235893669305042,24.042178784651504,0.0,3.8640056173704806,14.821719004221904,0.17333333333333312,2.027027027027028,0.18999999999999995,3.378378378378379,0.006666666666666821
P14,trial_37_R_unaffected,right,4,135.7957305908203,76.92711639404297,9.172863136731792,52.48854163947736,76.52474118015955,31.83558167490303,0.010139648348341579,2.105351972387055,4.997981432226666,16.674788490668575,30.408927989851993,1.0,3.24876657828311,64.73465147047716,0.1333333333333333,1.609313473720249,0.1333333333333333,1.609313473720249,0.0033333333333329662
P14,trial_38_R_unaffected,right,4,142.3046875,80.76497650146484,8.733240793500324,54.47640604771211,73.75927743429878,33.196590462055774,0.011852131078839867,0.462343827301936,4.523322514464127,17.822643328573776,19.691560906791782,3.0,4.636644540931783,6.433340287581132,0.09666666666666668,1.6666666666666643,0.09666666666666668,1.6666666666666643,0.41666666666666696
P14,trial_39_R_unaffected,right,4,138.2552490234375,78.67804718017578,8.862037080361432,55.906742082629776,75.83621523898668,34.114982472706046,0.011869478918457133,2.5109717872795727,9.819627679209258,14.434643553078786,28.771201093359025,0.0,1.4750368814242165,22.073169362519252,0.08666666666666667,4.912280701754391,0.036666666666666625,10.17543859649123,0.006666666666666821
P14,trial_3_R_unaffected,right,4,140.3217010498047,78.92176818847656,8.845226561181109,54.66383385677804,79.66357275242044,37.585671180285416,0.015531576230841226,4.184589642260875,4.95252557551159,13.038307964238271,14.566458411847545,1.0,19.10617819742569,23.323369518875552,0.1299999999999999,1.9966996699670005,0.1466666666666665,0.33003300330033625,0.006666666666666821
P14,trial_40_R_unaffected,right,4,141.97299194335938,80.57172393798828,9.603238602297825,53.20595680950416,75.60741483917704,32.269254279971186,0.3071881267156684,1.982692207058605,8.958548655333495,21.597980544286166,30.167878053098597,1.0,3.8163435595769926,68.8957606062254,0.33000000000000007,17.868297761582507,0.1166666666666667,1.015096304008324,0.0
P14,trial_41_R_unaffected,right,4,142.46990966796875,81.40730285644531,9.197801573241946,52.77364781212886,76.13011218854271,36.46199113763712,0.3239525910505143,0.2159933654500179,12.166891038522731,21.654941695899257,3.0806966868263146,1.0,12.185058108513672,51.03681090422424,0.09333333333333349,4.242424242424235,0.07666666666666666,2.575757575757578,0.006666666666666821
P14,trial_42_R_unaffected,right,4,135.1417694091797,77.31730651855469,9.482178092623784,57.143029054889375,79.98806455330076,34.53090021016472,0.30949029249543447,0.23599898254460072,8.99695748776935,26.475827236727383,25.18830489768343,1.0,4.189621763030516,1.3122623333758838,0.11666666666666647,0.21514051364798092,0.11666666666666647,0.21514051364798092,0.0033333333333329662
P14,trial_43_R_unaffected,right,4,134.3763885498047,76.90697479248047,9.274301162146292,53.454134763148,77.49135303725033,31.287348825125136,0.07830329761204236,1.551614673440298,11.712323795867075,21.550078602786627,10.127198210514116,0.0,14.217410707830282,50.00692704682194,0.16999999999999993,5.837438423645317,0.20333333333333337,8.694581280788178,0.0033333333333329662
P14,trial_44_R_unaffected,right,4,133.10336303710938,77.6656723022461,9.859614781768958,58.177317300270246,78.64171782760538,34.83426294489428,0.2779959465817865,0.7833137842568476,11.055856684788647,25.81166928848658,20.5337155191109,0.0,15.93940131556721,98.08609790330081,0.11999999999999988,1.8518518518518476,0.11999999999999988,1.8518518518518476,0.009999999999999787
P14,trial_45_R_unaffected,right,4,136.3825225830078,79.5372314453125,9.42538287317547,56.34262268524961,73.9127259409988,32.55754449511753,,,,,,,,,,,,,
P14,trial_46_R_unaffected,right,4,134.16387939453125,77.89033508300781,9.43683713540329,59.53800470311505,74.48866801324219,28.838759806143212,0.07150472671890029,0.0069229822734087065,15.68214295114463,22.516718081467836,17.435195263679283,1.0,1.202563967244572,21.89373048326388,0.1233333333333333,1.2707722385141693,0.1233333333333333,1.2707722385141693,0.013333333333333641
P14,trial_47_R_unaffected,right,4,138.11729431152344,79.58446502685547,9.146344723998217,59.28709699131394,76.21141919852063,30.04215534006227,0.1975332660017305,4.2411338553548745,17.686616436702423,22.513721371019358,0.07297401908375178,0.0,7.058037942080219,30.114841970129817,0.15333333333333332,4.2105263157894655,0.13666666666666671,2.4561403508771846,0.0033333333333338544
P14,trial_48_L_affected,left,4,140.8757781982422,79.7497329711914,11.660951624263008,41.846098843244874,78.90636976726505,37.54767129661931,0.008348670848060458,7.869501819839314,1.387243982303687,6.031018068778039,4.884934454612846,0.0,10.765532183659872,117.3332310750236,0.17666666666666675,3.501864898466632,0.19333333333333313,4.8176543721508445,0.0033333333333329662
