part,trial,side,mmc_flex,mmc_hipC_shLive,mmc_hipC_actLive,omc_vert,omc_trunk,omc_trunkc,lean
P07,59,R,70.1065719908238,64.2471973917618,75.3997083905721,74.86737059575576,62.106606605061465,69.57751797087305,7.471260381468221
P07,60,R,57.54014426090034,53.722801152342406,69.01302745705455,70.78228481363497,58.894760834179486,65.3494993318417,6.876403276148016
P07,61,R,54.98661307908574,49.60228325316804,63.80474468828335,68.8881063193129,56.56235499283291,64.27458886027426,6.4277203436103
P07,62,R,66.07439556722832,60.86993119541965,75.73239645578266,76.61295034480008,63.72082959658892,71.98370354530493,6.850049011482066
P07,63,R,42.4065345224306,41.85500854568026,52.94333794333633,56.57240711627025,47.70219065501136,51.72046661331524,5.970249241951491
P07,64,R,39.7291834105423,37.79986363456815,53.58684776537157,56.839451287543405,47.97890520827756,50.964054320183685,5.386157520055254
P07,65,R,65.10283778274241,61.68146687220863,77.0655797204879,77.66924610481632,65.62484545000326,72.2108325369949,8.040288904583743
P07,66,R,62.36294041197282,58.91346269064688,74.76000121062809,75.99197455396278,64.18309934531752,70.5740956898888,7.609983298952594
P07,67,R,63.8662745324001,61.32273016829747,77.42780922610574,75.77567155243565,65.55625648782767,71.17347742098033,6.855419948940535
P07,68,R,84.5230232713243,78.79682833168548,91.32543211099691,83.75896596851594,72.79490253914277,78.85983065749446,7.491843474161628
P07,69,R,85.7326764332665,79.87306943969593,93.34198463353557,84.95494019401865,73.7601788151397,80.5168414217239,6.189629452505913
P07,72,R,55.59283829100396,53.68873181132027,68.25417869743326,67.88173274694641,58.299122191894114,64.09433143170618,6.729078486437282
P07,73,R,61.25629401145001,57.950629587984274,73.6274165478153,74.57561552637289,64.06604343888337,70.04206682241086,6.389723407012672
P07,74,R,68.94287821848998,65.52470793887656,81.33362775252492,78.24080801520726,67.34042141325516,72.43616841450704,8.194284060684264
P07,76,R,66.9978209164241,63.47864108067471,77.34782128294904,76.48248654218295,64.19739164628689,71.61082326736286,8.018202404994051
P07,78,R,64.92329570130289,61.38895649645152,75.75953227522906,74.74952425334101,63.509476704256315,70.43886932586936,7.849166625747474
P07,79,R,60.172062362544516,56.05305533525316,72.2177158114568,72.31397707196375,61.19935018221952,68.32143361240213,8.324053429620834
P07,7,L,46.55128346832089,48.31503701727797,56.60550206505194,52.32865708317165,46.09085027856317,46.37282846408005,5.917126248266485
P07,80,R,63.51933804204369,57.080269650856344,72.05038412697405,71.6243554676691,60.76717738554406,67.30949641212075,6.423537086704291
P07,81,R,72.79375668684511,68.54420021470348,84.63155212400063,80.66608378516246,68.3243320061947,76.01768532837036,7.097778789747417
P07,82,R,63.671118002176925,59.41161569334584,74.84221363491032,77.68697814525997,64.62567017446251,72.00862648869456,8.3508871675348
P07,83,R,70.21178522187732,67.32787152950954,82.59597144282759,77.67008106202277,66.91776229021292,72.47003716414036,7.632947743835124
P07,8,L,55.68205113211523,52.67296720318031,58.949856522326996,55.28165826262596,47.9223928751504,49.053228558953364,6.070708094950122
P07,9,L,58.22791517749581,54.95642450787471,61.186914300599305,57.15485303106335,49.94475887812191,50.630512711991564,6.219933396910535
P08,10,R,35.34385292039545,35.853182654857605,46.86847419543753,46.85641737296764,39.87001041455696,40.09530575465178,6.980394342439972
P08,13,R,34.651275069813664,36.10285734655584,47.711543682070186,44.24652945727155,37.49382151948146,37.48195579144659,7.204429737978752
P08,14,R,35.93261632186706,36.76328453165139,47.70741355817867,43.36153674051601,37.18687768527769,36.67387329109151,6.956295610972538
P08,15,R,29.971096886843075,32.21587592301614,45.255750856652995,46.984938859902385,39.99665297473414,40.16705958131938,7.44078811945462
P08,16,R,35.216338715145056,36.78216196426867,47.949346330897264,44.50048086106698,38.39517527991747,37.59938053529043,7.07112445117629
P08,19,R,25.16599661248005,26.465325170011294,44.95441101066842,43.82085269251531,36.951474832889595,36.528635722111524,7.37684814757209
P08,20,R,39.3232325620243,40.33050644949142,47.465583397251734,43.84619782302348,37.23921491360717,36.66389027830616,7.342617135839814
P08,21,R,25.08109077333487,26.912409991029943,42.52340047223823,42.78868461750633,35.87908200616977,35.818393384849315,7.2597755238626345
P08,22,R,35.35774253431974,36.42009720781958,48.003195816851395,43.225262928872304,36.63505789740161,36.16014513191888,7.271726938025756
P08,23,R,35.397968190326836,35.44660697646457,48.14366885381855,43.991920749339045,37.53415937708381,37.13418673972887,7.243685067110933
P08,24,R,36.40712502057382,37.943465715175606,49.412574039071174,44.521655559785785,37.415064710213116,36.57323665538733,8.008067430410215
P08,25,R,24.517459710053576,26.5456486431798,42.15124659282973,42.638855349481084,35.86582907847788,35.78336591154817,7.3718492038014265
P08,26,R,24.120035401120617,25.51276105984176,40.16458147489848,42.72010918071969,36.44690485957463,36.27691556433221,6.742987822211142
P08,27,R,26.483032649143343,27.35472059950808,46.25822242277822,44.03343666569346,37.911112194166144,37.58763425855074,6.8712112659544
P08,29,R,36.29267957843292,36.30916698686307,46.29294502524226,43.83877393187695,37.21346297462587,36.69810475287612,7.164185135189412
P08,30,R,28.59625897544026,28.07938887043633,43.85428351976271,45.40983989511836,38.274299580003145,38.54123414824541,7.091392851878773
P08,32,R,37.435539560109596,37.85423897431903,46.52100210397298,44.09216422070985,37.4092379641699,37.31975494354699,6.829872747506947
P08,33,R,38.97729169600323,39.37345910466356,48.187412439920145,43.69156981015726,37.26581759352989,37.060524600825225,6.690771855000082
