part,cond,amq_std,our_std,lean_std,amq_vs_lean,our_vs_lean
P10,unaffected,4.385614542944531,7.867887221141536,3.536515976968508,0.6727706295704459,-0.8779185062409656
P10,unaffected,3.462430059650262,8.201096213095509,3.824226804283906,0.5277608817981723,-0.834589453898802
P10,unaffected,3.356873717835268,7.118603985292309,3.8253724599162466,0.7909653009020078,-0.9452169724855436
P10,unaffected,3.6343577654954915,7.203895163532614,3.1947846666550497,0.6391680960020335,-0.8206568118056337
P10,unaffected,4.282964417667884,7.9795853138499755,3.625268930137447,0.749142474804443,-0.8939974854549825
P10,unaffected,4.269682760271217,7.882679818924591,3.3474025390528657,0.7133020759382845,-0.8639768982501558
P10,unaffected,4.479031757364991,7.966666402901776,2.8889346043919413,0.7107189914339784,-0.8603830877428355
P10,unaffected,4.576733315544589,9.894413259856623,4.356517180075385,0.7741359666287064,-0.9240881571177333
P10,unaffected,4.399954828038636,8.296684291270527,4.134740910212194,0.782110555564729,-0.9362389506257004
P10,unaffected,5.064457997820541,8.410743651302706,4.008773638628732,0.8383782227752691,-0.9363823985443693
P10,unaffected,4.312332553112248,7.9091080328266905,4.189958289087142,0.785184945701618,-0.9374037182830367
P10,unaffected,3.624340102779315,6.96585514956812,3.52157391918312,0.7504098626709035,-0.9258086004867224
P10,unaffected,4.140983074275993,7.362174934942911,3.4655192131929544,0.8299417521105135,-0.9462963822550706
P10,unaffected,3.864797824991495,7.179727858184292,3.949097130038708,0.8686726621699098,-0.9532226040314535
P10,unaffected,4.250691945353561,7.541106073431601,3.7098906795245328,0.7795042373013918,-0.9204177592175563
P10,unaffected,4.9514158874165295,8.3046284574254,3.455356367824955,0.8652173794575606,-0.9489974274626043
P10,unaffected,4.757228506903872,7.824709903833297,3.2653133948751343,0.8492617272208874,-0.9340710769305984
P10,unaffected,4.4340371891967605,8.001554280370831,3.7555592513241502,0.7497365266197381,-0.9036227044979941
P10,unaffected,3.8618217025266395,7.340708100780424,3.1441130558008656,0.7890014098582587,-0.9179226687971117
P10,unaffected,4.6977543842098095,7.764856379136174,3.1653825960261,0.7912472812269883,-0.914362139140298
P10,affected,5.057057422190157,7.185259772230308,3.764365937682949,0.7918669840159271,-0.9272019119899335
P10,affected,5.454457297566356,7.559405943247601,3.777955593190073,0.7295744616453741,-0.8674773075918193
