src,part,trial,drink_outside_hold,short_hold,short_drink,hold_touches_start,hold_touches_end,no_rest_pre,no_rest_post,cup_nan_frac,hand_nan_frac,no_track
mmc_c3kf_wr2,P13,trial_51_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_53_R_affected,False,False,False,False,False,False,False,0.0022988505747126436,0.0022988505747126436,
mmc,P13,trial_53_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_53_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_53_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_53_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_54_R_affected,False,False,False,False,False,False,False,0.002320185614849188,0.002320185614849188,
mmc,P13,trial_54_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_54_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_54_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_54_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_57_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc,P13,trial_57_R_affected,False,False,False,False,False,False,True,0.0,0.0,
mmc_c3kf,P13,trial_57_R_affected,False,False,False,False,False,False,True,0.0,0.0,
mmc_c3kf_wr,P13,trial_57_R_affected,False,False,False,False,False,False,True,0.0,0.0,
mmc_c3kf_wr2,P13,trial_57_R_affected,False,False,False,False,False,False,True,0.0,0.0,
omc,P13,trial_58_R_affected,True,False,False,False,False,False,False,0.0022988505747126436,0.0022988505747126436,
mmc,P13,trial_58_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_58_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_58_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_58_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_59_R_affected,True,False,False,False,False,False,False,0.00199203187250996,0.00199203187250996,
mmc,P13,trial_59_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_59_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_59_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_59_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_5_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc,P13,trial_5_L_unaffected,True,False,True,False,False,False,False,0.006756756756756757,0.0,
mmc_c3kf,P13,trial_5_L_unaffected,,,,,,,,,,True
mmc_c3kf_wr,P13,trial_5_L_unaffected,,,,,,,,,,True
mmc_c3kf_wr2,P13,trial_5_L_unaffected,,,,,,,,,,True
omc,P13,trial_60_R_affected,False,False,False,False,False,False,False,0.0021551724137931034,0.0021551724137931034,
mmc,P13,trial_60_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_60_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_60_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_60_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_61_R_affected,True,False,False,False,False,False,False,0.0044943820224719105,0.0044943820224719105,
mmc,P13,trial_61_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_61_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_61_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_61_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_62_R_affected,True,False,False,False,False,False,False,0.002070393374741201,0.002070393374741201,
mmc,P13,trial_62_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_62_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_62_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_62_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_63_R_affected,True,False,False,False,False,False,False,0.002183406113537118,0.002183406113537118,
mmc,P13,trial_63_R_affected,False,False,False,False,False,False,False,0.13100436681222707,0.0,
mmc_c3kf,P13,trial_63_R_affected,False,False,False,False,False,False,False,0.13100436681222707,0.0,
mmc_c3kf_wr,P13,trial_63_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_63_R_affected,False,False,False,False,False,False,False,0.13100436681222707,0.0,
omc,P13,trial_64_R_affected,True,False,False,False,False,False,False,0.0021231422505307855,0.0021231422505307855,
mmc,P13,trial_64_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_64_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_64_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_64_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_66_R_affected,False,False,False,False,False,False,False,0.004464285714285714,0.004464285714285714,
mmc,P13,trial_66_R_affected,False,False,False,False,False,False,False,0.09375,0.0,
mmc_c3kf,P13,trial_66_R_affected,False,False,False,False,False,False,False,0.09375,0.0,
mmc_c3kf_wr,P13,trial_66_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_66_R_affected,False,False,False,False,False,False,False,0.09375,0.0,
omc,P13,trial_67_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P13,trial_67_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_67_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_67_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_67_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_68_R_affected,True,False,True,False,False,False,False,0.002044989775051125,0.002044989775051125,
mmc,P13,trial_68_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_68_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_68_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_68_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_69_R_affected,True,False,True,False,False,False,False,0.002583979328165375,0.002583979328165375,
mmc,P13,trial_69_R_affected,False,False,False,False,False,False,True,0.03875968992248062,0.0,
mmc_c3kf,P13,trial_69_R_affected,False,False,False,False,False,False,True,0.03875968992248062,0.0,
mmc_c3kf_wr,P13,trial_69_R_affected,False,False,False,False,False,False,True,0.0,0.0,
mmc_c3kf_wr2,P13,trial_69_R_affected,False,False,False,False,False,False,True,0.03875968992248062,0.0,
omc,P13,trial_6_L_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P13,trial_6_L_unaffected,True,False,False,False,False,False,False,0.05011389521640091,0.0,
mmc_c3kf,P13,trial_6_L_unaffected,True,False,True,False,False,False,False,0.6469248291571754,0.0,
mmc_c3kf_wr,P13,trial_6_L_unaffected,False,False,False,False,True,False,True,0.0,0.0,
mmc_c3kf_wr2,P13,trial_6_L_unaffected,True,False,True,False,False,False,False,0.6469248291571754,0.0,
omc,P13,trial_70_R_affected,False,False,False,False,False,False,False,0.002369668246445498,0.002369668246445498,
mmc,P13,trial_70_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P13,trial_70_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P13,trial_70_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_70_R_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P13,trial_71_R_affected,True,False,True,False,False,False,False,0.004739336492890996,0.004739336492890996,
mmc,P13,trial_71_R_affected,False,False,False,False,False,False,False,0.16350710900473933,0.0,
mmc_c3kf,P13,trial_71_R_affected,False,False,False,False,False,False,False,0.16350710900473933,0.0,
mmc_c3kf_wr,P13,trial_71_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_71_R_affected,False,False,False,False,False,False,False,0.16350710900473933,0.0,
omc,P13,trial_73_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc,P13,trial_73_R_affected,False,False,False,False,False,False,False,0.0498812351543943,0.0,
mmc_c3kf,P13,trial_73_R_affected,False,False,False,False,False,False,False,0.0498812351543943,0.0,
mmc_c3kf_wr,P13,trial_73_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_73_R_affected,False,False,False,False,False,False,False,0.0498812351543943,0.0,
omc,P13,trial_74_R_affected,True,False,True,False,False,False,False,0.006818181818181818,0.006818181818181818,
mmc,P13,trial_74_R_affected,False,False,False,False,False,False,False,0.15681818181818183,0.0,
mmc_c3kf,P13,trial_74_R_affected,False,False,False,False,False,False,False,0.15681818181818183,0.0,
mmc_c3kf_wr,P13,trial_74_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_74_R_affected,False,False,False,False,False,False,False,0.15681818181818183,0.0,
omc,P13,trial_75_R_affected,False,False,False,False,False,False,True,0.0022675736961451248,0.0022675736961451248,
mmc,P13,trial_75_R_affected,False,False,False,False,False,False,True,0.20408163265306123,0.0,
mmc_c3kf,P13,trial_75_R_affected,False,False,False,False,False,False,True,0.20408163265306123,0.0,
mmc_c3kf_wr,P13,trial_75_R_affected,False,False,False,True,False,True,True,0.0,0.0,
mmc_c3kf_wr2,P13,trial_75_R_affected,False,False,False,False,False,False,True,0.20408163265306123,0.0,
omc,P13,trial_76_R_affected,True,False,False,False,False,False,False,0.0024154589371980675,0.0024154589371980675,
mmc,P13,trial_76_R_affected,False,False,False,False,False,False,False,0.2246376811594203,0.0,
mmc_c3kf,P13,trial_76_R_affected,False,False,False,False,False,False,False,0.2246376811594203,0.0,
mmc_c3kf_wr,P13,trial_76_R_affected,False,False,False,True,False,True,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_76_R_affected,False,False,False,False,False,False,False,0.2246376811594203,0.0,
omc,P13,trial_77_R_affected,True,False,False,False,False,False,False,0.004750593824228029,0.004750593824228029,
mmc,P13,trial_77_R_affected,False,False,False,False,False,False,False,0.0498812351543943,0.0,
mmc_c3kf,P13,trial_77_R_affected,False,False,False,False,False,False,False,0.0498812351543943,0.0,
mmc_c3kf_wr,P13,trial_77_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_77_R_affected,False,False,False,False,False,False,False,0.0498812351543943,0.0,
omc,P13,trial_78_R_affected,True,False,True,False,False,False,False,0.002242152466367713,0.002242152466367713,
mmc,P13,trial_78_R_affected,False,False,False,False,False,False,False,0.20179372197309417,0.0,
mmc_c3kf,P13,trial_78_R_affected,False,False,False,False,False,False,False,0.20179372197309417,0.0,
mmc_c3kf_wr,P13,trial_78_R_affected,False,False,False,True,False,True,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_78_R_affected,False,False,False,False,False,False,False,0.20179372197309417,0.0,
omc,P13,trial_79_R_affected,True,False,False,False,True,False,True,0.005449591280653951,0.005449591280653951,
mmc,P13,trial_79_R_affected,False,False,False,False,False,False,True,0.28610354223433243,0.0,
mmc_c3kf,P13,trial_79_R_affected,False,False,False,False,False,False,True,0.28610354223433243,0.0,
mmc_c3kf_wr,P13,trial_79_R_affected,True,False,False,False,False,False,True,0.0,0.0,
mmc_c3kf_wr2,P13,trial_79_R_affected,False,False,False,False,False,False,True,0.28610354223433243,0.0,
omc,P13,trial_7_L_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P13,trial_7_L_unaffected,True,False,True,False,False,False,False,0.06297229219143577,0.0,
mmc_c3kf,P13,trial_7_L_unaffected,,,,,,,,,,True
mmc_c3kf_wr,P13,trial_7_L_unaffected,,,,,,,,,,True
mmc_c3kf_wr2,P13,trial_7_L_unaffected,,,,,,,,,,True
omc,P13,trial_80_R_affected,True,False,False,False,False,False,False,0.004008016032064128,0.004008016032064128,
mmc,P13,trial_80_R_affected,False,False,False,False,False,False,False,0.1683366733466934,0.0,
mmc_c3kf,P13,trial_80_R_affected,False,False,False,False,False,False,False,0.1683366733466934,0.0,
mmc_c3kf_wr,P13,trial_80_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P13,trial_80_R_affected,False,False,False,False,False,False,False,0.1683366733466934,0.0,
omc,P13,trial_8_L_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P13,trial_8_L_unaffected,True,False,True,False,False,False,False,0.10160427807486631,0.0,
mmc_c3kf,P13,trial_8_L_unaffected,True,False,True,False,False,False,False,0.6871657754010695,0.0,
mmc_c3kf_wr,P13,trial_8_L_unaffected,False,False,False,False,True,False,True,0.0,0.0,
mmc_c3kf_wr2,P13,trial_8_L_unaffected,True,False,True,False,False,False,False,0.6871657754010695,0.0,
omc,P13,trial_9_L_unaffected,True,False,True,False,False,False,False,0.0024752475247524753,0.0024752475247524753,
mmc,P13,trial_9_L_unaffected,True,False,False,False,False,False,False,0.019801980198019802,0.0,
mmc_c3kf,P13,trial_9_L_unaffected,True,False,True,False,False,False,False,0.6806930693069307,0.0,
mmc_c3kf_wr,P13,trial_9_L_unaffected,False,False,False,False,True,False,True,0.0,0.0,
mmc_c3kf_wr2,P13,trial_9_L_unaffected,True,False,True,False,False,False,False,0.6806930693069307,0.0,
omc,P14,trial_10_R_unaffected,False,False,False,False,False,False,False,0.013108614232209739,0.013108614232209739,
mmc,P14,trial_10_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P14,trial_10_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P14,trial_10_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_10_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P14,trial_11_R_unaffected,True,False,False,False,False,False,False,0.01436265709156194,0.01436265709156194,
mmc,P14,trial_11_R_unaffected,False,False,False,False,False,False,False,0.0,0.01615798922800718,
mmc_c3kf,P14,trial_11_R_unaffected,False,False,False,False,False,False,False,0.0,0.01615798922800718,
mmc_c3kf_wr,P14,trial_11_R_unaffected,False,False,False,False,False,False,False,0.0,0.01615798922800718,
mmc_c3kf_wr2,P14,trial_11_R_unaffected,False,False,False,False,False,False,False,0.0,0.01615798922800718,
omc,P14,trial_12_R_unaffected,False,False,False,False,False,False,False,0.015238095238095238,0.015238095238095238,
mmc,P14,trial_12_R_unaffected,False,False,False,False,False,False,False,0.0,0.0038095238095238095,
mmc_c3kf,P14,trial_12_R_unaffected,False,False,False,False,False,False,False,0.0,0.0038095238095238095,
mmc_c3kf_wr,P14,trial_12_R_unaffected,False,False,False,False,False,False,False,0.0,0.0038095238095238095,
mmc_c3kf_wr2,P14,trial_12_R_unaffected,False,False,False,False,False,False,False,0.0,0.0038095238095238095,
omc,P14,trial_13_R_unaffected,False,False,False,False,False,False,False,0.013282732447817837,0.013282732447817837,
mmc,P14,trial_13_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P14,trial_13_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P14,trial_13_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_13_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P14,trial_15_R_unaffected,False,False,False,False,False,False,False,0.015473887814313346,0.015473887814313346,
mmc,P14,trial_15_R_unaffected,True,False,False,False,False,False,False,0.0,0.009671179883945842,
mmc_c3kf,P14,trial_15_R_unaffected,True,False,False,False,False,False,False,0.0,0.009671179883945842,
mmc_c3kf_wr,P14,trial_15_R_unaffected,True,False,False,False,False,False,False,0.0,0.009671179883945842,
mmc_c3kf_wr2,P14,trial_15_R_unaffected,True,False,False,False,False,False,False,0.0,0.009671179883945842,
omc,P14,trial_16_R_unaffected,False,False,False,False,False,False,False,0.013358778625954198,0.013358778625954198,
mmc,P14,trial_16_R_unaffected,False,False,False,False,False,False,False,0.0,0.011450381679389313,
mmc_c3kf,P14,trial_16_R_unaffected,False,False,False,False,False,False,False,0.0,0.011450381679389313,
mmc_c3kf_wr,P14,trial_16_R_unaffected,False,False,False,False,False,False,False,0.0,0.011450381679389313,
mmc_c3kf_wr2,P14,trial_16_R_unaffected,False,False,False,False,False,False,False,0.0,0.011450381679389313,
omc,P14,trial_17_R_unaffected,False,False,False,False,False,False,False,0.015717092337917484,0.015717092337917484,
mmc,P14,trial_17_R_unaffected,False,False,False,False,False,False,False,0.0,0.0019646365422396855,
mmc_c3kf,P14,trial_17_R_unaffected,False,False,False,False,False,False,False,0.0,0.0019646365422396855,
mmc_c3kf_wr,P14,trial_17_R_unaffected,False,False,False,False,False,False,False,0.0,0.0019646365422396855,
mmc_c3kf_wr2,P14,trial_17_R_unaffected,False,False,False,False,False,False,False,0.0,0.0019646365422396855,
omc,P14,trial_18_R_unaffected,False,False,False,False,False,False,False,0.013015184381778741,0.013015184381778741,
mmc,P14,trial_18_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P14,trial_18_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P14,trial_18_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_18_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P14,trial_19_R_unaffected,False,False,False,False,False,False,False,0.015355086372360844,0.015355086372360844,
mmc,P14,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P14,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P14,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P14,trial_1_R_unaffected,False,False,False,False,False,False,False,0.011267605633802818,0.011267605633802818,
mmc,P14,trial_1_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P14,trial_1_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P14,trial_1_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_1_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P14,trial_20_R_unaffected,False,False,False,False,False,False,False,0.016227180527383367,0.016227180527383367,
mmc,P14,trial_20_R_unaffected,True,False,False,False,False,False,False,0.0,0.004056795131845842,
mmc_c3kf,P14,trial_20_R_unaffected,False,False,False,False,False,False,False,0.0,0.004056795131845842,
mmc_c3kf_wr,P14,trial_20_R_unaffected,False,False,False,False,False,False,False,0.0,0.004056795131845842,
mmc_c3kf_wr2,P14,trial_20_R_unaffected,False,False,False,False,False,False,False,0.0,0.004056795131845842,
omc,P14,trial_21_R_unaffected,False,False,False,False,False,False,False,0.014953271028037384,0.014953271028037384,
mmc,P14,trial_21_R_unaffected,False,False,False,False,False,False,False,0.0,0.003738317757009346,
mmc_c3kf,P14,trial_21_R_unaffected,True,False,False,False,False,False,False,0.0,0.003738317757009346,
mmc_c3kf_wr,P14,trial_21_R_unaffected,True,False,False,False,False,False,False,0.0,0.003738317757009346,
mmc_c3kf_wr2,P14,trial_21_R_unaffected,True,False,False,False,False,False,False,0.0,0.003738317757009346,
omc,P14,trial_22_R_unaffected,False,False,False,False,False,False,False,0.014861995753715499,0.014861995753715499,
mmc,P14,trial_22_R_unaffected,True,False,False,False,False,False,False,0.0,0.0021231422505307855,
mmc_c3kf,P14,trial_22_R_unaffected,True,False,False,False,False,False,False,0.0,0.0021231422505307855,
mmc_c3kf_wr,P14,trial_22_R_unaffected,True,False,False,False,False,False,False,0.0,0.0021231422505307855,
mmc_c3kf_wr2,P14,trial_22_R_unaffected,True,False,False,False,False,False,False,0.0,0.0021231422505307855,
omc,P14,trial_23_R_unaffected,False,False,False,False,False,False,False,0.01364522417153996,0.01364522417153996,
mmc,P14,trial_23_R_unaffected,True,False,False,False,False,False,False,0.03508771929824561,0.0,
mmc_c3kf,P14,trial_23_R_unaffected,False,False,False,False,False,False,False,0.03508771929824561,0.0,
mmc_c3kf_wr,P14,trial_23_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_23_R_unaffected,False,False,False,False,False,False,False,0.03508771929824561,0.0,
omc,P14,trial_24_R_unaffected,False,False,False,False,False,False,False,0.010330578512396695,0.010330578512396695,
mmc,P14,trial_24_R_unaffected,False,False,False,False,False,False,False,0.0,0.010330578512396695,
mmc_c3kf,P14,trial_24_R_unaffected,False,False,False,False,False,False,False,0.0,0.010330578512396695,
mmc_c3kf_wr,P14,trial_24_R_unaffected,False,False,False,False,False,False,False,0.0,0.010330578512396695,
mmc_c3kf_wr2,P14,trial_24_R_unaffected,False,False,False,False,False,False,False,0.0,0.010330578512396695,
omc,P14,trial_25_R_unaffected,False,False,False,False,False,False,False,0.011516314779270634,0.011516314779270634,
mmc,P14,trial_25_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P14,trial_25_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P14,trial_25_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_25_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P14,trial_26_R_unaffected,False,False,False,False,False,False,False,0.012474012474012475,0.012474012474012475,
mmc,P14,trial_26_R_unaffected,True,False,False,False,False,False,False,0.0,0.004158004158004158,
mmc_c3kf,P14,trial_26_R_unaffected,True,False,False,False,False,False,False,0.0,0.004158004158004158,
mmc_c3kf_wr,P14,trial_26_R_unaffected,True,False,False,False,False,False,False,0.0,0.004158004158004158,
mmc_c3kf_wr2,P14,trial_26_R_unaffected,True,False,False,False,False,False,False,0.0,0.004158004158004158,
omc,P14,trial_27_R_unaffected,False,False,False,False,False,False,False,0.016227180527383367,0.016227180527383367,
mmc,P14,trial_27_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P14,trial_27_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P14,trial_27_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_27_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P14,trial_28_R_unaffected,False,False,False,False,False,False,False,0.014732965009208104,0.014732965009208104,
mmc,P14,trial_28_R_unaffected,False,False,False,False,False,False,False,0.0,0.003683241252302026,
mmc_c3kf,P14,trial_28_R_unaffected,False,False,False,False,False,False,False,0.0,0.003683241252302026,
mmc_c3kf_wr,P14,trial_28_R_unaffected,False,False,False,False,False,False,False,0.0,0.003683241252302026,
mmc_c3kf_wr2,P14,trial_28_R_unaffected,False,False,False,False,False,False,False,0.0,0.003683241252302026,
omc,P14,trial_29_R_unaffected,False,False,False,False,False,False,False,0.011884550084889643,0.011884550084889643,
mmc,P14,trial_29_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P14,trial_29_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P14,trial_29_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_29_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P14,trial_2_R_unaffected,False,False,False,False,False,False,False,0.0211864406779661,0.0211864406779661,
mmc,P14,trial_2_R_unaffected,False,False,False,False,False,False,False,0.006355932203389831,0.00423728813559322,
mmc_c3kf,P14,trial_2_R_unaffected,False,False,False,False,False,False,False,0.006355932203389831,0.00423728813559322,
mmc_c3kf_wr,P14,trial_2_R_unaffected,False,False,False,False,False,False,False,0.0,0.00423728813559322,
mmc_c3kf_wr2,P14,trial_2_R_unaffected,False,False,False,False,False,False,False,0.006355932203389831,0.00423728813559322,
omc,P14,trial_30_R_unaffected,False,False,False,False,False,False,False,0.011494252873563218,0.011494252873563218,
mmc,P14,trial_30_R_unaffected,False,False,False,False,False,False,False,0.0,0.004597701149425287,
mmc_c3kf,P14,trial_30_R_unaffected,True,False,False,False,False,False,False,0.0,0.004597701149425287,
mmc_c3kf_wr,P14,trial_30_R_unaffected,True,False,False,False,False,False,False,0.0,0.004597701149425287,
mmc_c3kf_wr2,P14,trial_30_R_unaffected,True,False,False,False,False,False,False,0.0,0.004597701149425287,
omc,P14,trial_31_R_unaffected,False,False,False,False,False,False,False,0.019955654101995565,0.019955654101995565,
mmc,P14,trial_31_R_unaffected,True,False,False,False,False,False,False,0.019955654101995565,0.0,
mmc_c3kf,P14,trial_31_R_unaffected,True,False,False,False,False,False,False,0.019955654101995565,0.0,
mmc_c3kf_wr,P14,trial_31_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_31_R_unaffected,True,False,False,False,False,False,False,0.019955654101995565,0.0,
omc,P14,trial_32_R_unaffected,False,False,False,False,False,False,False,0.016194331983805668,0.016194331983805668,
mmc,P14,trial_32_R_unaffected,True,False,False,False,False,False,False,0.0,0.010121457489878543,
mmc_c3kf,P14,trial_32_R_unaffected,True,False,False,False,False,False,False,0.0,0.010121457489878543,
mmc_c3kf_wr,P14,trial_32_R_unaffected,True,False,False,False,False,False,False,0.0,0.010121457489878543,
mmc_c3kf_wr2,P14,trial_32_R_unaffected,True,False,False,False,False,False,False,0.0,0.010121457489878543,
omc,P14,trial_33_R_unaffected,True,False,False,False,False,False,False,0.01511879049676026,0.01511879049676026,
mmc,P14,trial_33_R_unaffected,False,False,False,False,False,False,False,0.04535637149028078,0.0,
mmc_c3kf,P14,trial_33_R_unaffected,True,False,False,False,False,False,False,0.04535637149028078,0.0,
mmc_c3kf_wr,P14,trial_33_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_33_R_unaffected,True,False,False,False,False,False,False,0.04535637149028078,0.0,
omc,P14,trial_34_R_unaffected,False,False,False,False,False,False,False,0.015904572564612324,0.015904572564612324,
mmc,P14,trial_34_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P14,trial_34_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P14,trial_34_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_34_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P14,trial_35_R_unaffected,False,False,False,False,False,False,False,0.016632016632016633,0.016632016632016633,
mmc,P14,trial_35_R_unaffected,False,False,False,False,False,False,False,0.016632016632016633,0.0,
mmc_c3kf,P14,trial_35_R_unaffected,True,False,True,False,False,False,False,0.012474012474012475,0.0,
mmc_c3kf_wr,P14,trial_35_R_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P14,trial_35_R_unaffected,True,False,True,False,False,False,False,0.012474012474012475,0.0,
omc,P14,trial_36_R_unaffected,False,False,False,False,False,False,False,0.01618705035971223,0.01618705035971223,
mmc,P14,trial_36_R_unaffected,False,False,False,False,False,False,False,0.02697841726618705,0.0,
mmc_c3kf,P14,trial_36_R_unaffected,False,False,False,False,False,False,False,0.02697841726618705,0.0,
