src,part,trial,drink_outside_hold,short_hold,short_drink,hold_touches_start,hold_touches_end,no_rest_pre,no_rest_post,cup_nan_frac,hand_nan_frac,no_track
mmc_c3kf_wr2,P08,trial_76_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_77_L_affected,False,False,False,False,False,False,False,0.0017761989342806395,0.0017761989342806395,
mmc,P08,trial_77_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_77_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_77_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_77_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_78_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_78_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_78_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_78_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_78_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_79_L_affected,False,False,False,False,False,False,False,0.001851851851851852,0.001851851851851852,
mmc,P08,trial_79_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_79_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_79_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_79_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_83_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_83_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_83_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_83_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_83_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_85_L_affected,False,False,False,False,False,False,False,0.001763668430335097,0.001763668430335097,
mmc,P08,trial_85_L_affected,True,False,True,False,False,False,False,0.0,0.003527336860670194,
mmc_c3kf,P08,trial_85_L_affected,True,False,True,False,False,False,False,0.0,0.003527336860670194,
mmc_c3kf_wr,P08,trial_85_L_affected,True,False,True,False,False,False,False,0.0,0.003527336860670194,
mmc_c3kf_wr2,P08,trial_85_L_affected,True,False,True,False,False,False,False,0.0,0.003527336860670194,
omc,P08,trial_86_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_86_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_86_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_86_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_86_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_87_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_87_L_affected,True,False,True,False,False,False,False,0.0,0.0018181818181818182,
mmc_c3kf,P08,trial_87_L_affected,True,False,True,False,False,False,False,0.0,0.0018181818181818182,
mmc_c3kf_wr,P08,trial_87_L_affected,True,False,True,False,False,False,False,0.0,0.0018181818181818182,
mmc_c3kf_wr2,P08,trial_87_L_affected,True,False,True,False,False,False,False,0.0,0.0018181818181818182,
omc,P08,trial_89_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_89_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_89_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_89_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_89_L_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_9_R_unaffected,False,False,False,False,False,False,False,0.0017574692442882249,0.0017574692442882249,
mmc,P08,trial_9_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_9_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_9_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_9_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_10_R_unaffected,False,False,False,False,False,False,False,0.0036429872495446266,0.0036429872495446266,
mmc,P10,trial_10_R_unaffected,False,False,False,False,False,False,False,0.04918032786885246,0.0036429872495446266,
mmc_c3kf,P10,trial_10_R_unaffected,False,False,False,False,False,False,False,0.04918032786885246,0.0036429872495446266,
mmc_c3kf_wr,P10,trial_10_R_unaffected,False,False,False,False,False,False,False,0.0,0.0036429872495446266,
mmc_c3kf_wr2,P10,trial_10_R_unaffected,False,False,False,False,False,False,False,0.04918032786885246,0.0036429872495446266,
omc,P10,trial_11_R_unaffected,False,False,False,False,False,False,False,0.0057692307692307696,0.0057692307692307696,
mmc,P10,trial_11_R_unaffected,False,False,False,False,False,False,False,0.15576923076923077,0.0,
mmc_c3kf,P10,trial_11_R_unaffected,False,False,False,False,False,False,False,0.15576923076923077,0.0,
mmc_c3kf_wr,P10,trial_11_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_11_R_unaffected,False,False,False,False,False,False,False,0.15576923076923077,0.0,
omc,P10,trial_12_R_unaffected,False,False,False,False,False,False,False,0.0020876826722338203,0.0020876826722338203,
mmc,P10,trial_12_R_unaffected,False,False,False,False,False,False,False,0.012526096033402923,0.0041753653444676405,
mmc_c3kf,P10,trial_12_R_unaffected,False,False,False,False,False,False,False,0.012526096033402923,0.0041753653444676405,
mmc_c3kf_wr,P10,trial_12_R_unaffected,False,False,False,False,False,False,False,0.0,0.0041753653444676405,
mmc_c3kf_wr2,P10,trial_12_R_unaffected,False,False,False,False,False,False,False,0.012526096033402923,0.0041753653444676405,
omc,P10,trial_13_R_unaffected,False,False,False,False,False,False,False,0.004273504273504274,0.004273504273504274,
mmc,P10,trial_13_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P10,trial_13_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P10,trial_13_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_13_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_14_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P10,trial_14_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P10,trial_14_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P10,trial_14_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_14_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_15_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P10,trial_15_R_unaffected,False,False,False,False,False,False,False,0.2180746561886051,0.0,
mmc_c3kf,P10,trial_15_R_unaffected,False,False,False,False,False,False,False,0.2180746561886051,0.0,
mmc_c3kf_wr,P10,trial_15_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_15_R_unaffected,False,False,False,False,False,False,False,0.2180746561886051,0.0,
omc,P10,trial_16_R_unaffected,False,False,False,False,False,False,False,0.001953125,0.001953125,
mmc,P10,trial_16_R_unaffected,False,False,False,False,False,False,False,0.0,0.00390625,
mmc_c3kf,P10,trial_16_R_unaffected,False,False,False,False,False,False,False,0.0,0.00390625,
mmc_c3kf_wr,P10,trial_16_R_unaffected,False,False,False,False,False,False,False,0.0,0.00390625,
mmc_c3kf_wr2,P10,trial_16_R_unaffected,False,False,False,False,False,False,False,0.0,0.00390625,
omc,P10,trial_17_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P10,trial_17_R_unaffected,False,False,False,False,False,False,False,0.0,0.001941747572815534,
mmc_c3kf,P10,trial_17_R_unaffected,False,False,False,False,False,False,False,0.0,0.001941747572815534,
mmc_c3kf_wr,P10,trial_17_R_unaffected,False,False,False,False,False,False,False,0.0,0.001941747572815534,
mmc_c3kf_wr2,P10,trial_17_R_unaffected,False,False,False,False,False,False,False,0.0,0.001941747572815534,
omc,P10,trial_18_R_unaffected,False,False,False,False,False,False,False,0.0020964360587002098,0.0020964360587002098,
mmc,P10,trial_18_R_unaffected,False,False,False,False,False,False,False,0.0,0.014675052410901468,
mmc_c3kf,P10,trial_18_R_unaffected,False,False,False,False,False,False,False,0.0,0.014675052410901468,
mmc_c3kf_wr,P10,trial_18_R_unaffected,False,False,False,False,False,False,False,0.0,0.014675052410901468,
mmc_c3kf_wr2,P10,trial_18_R_unaffected,False,False,False,False,False,False,False,0.0,0.014675052410901468,
omc,P10,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P10,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0,0.009615384615384616,
mmc_c3kf,P10,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0,0.009615384615384616,
mmc_c3kf_wr,P10,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0,0.009615384615384616,
mmc_c3kf_wr2,P10,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0,0.009615384615384616,
omc,P10,trial_1_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P10,trial_1_R_unaffected,False,False,False,False,False,False,False,0.0,0.001838235294117647,
mmc_c3kf,P10,trial_1_R_unaffected,False,False,False,False,False,False,False,0.0,0.001838235294117647,
mmc_c3kf_wr,P10,trial_1_R_unaffected,False,False,False,False,False,False,False,0.0,0.001838235294117647,
mmc_c3kf_wr2,P10,trial_1_R_unaffected,False,False,False,False,False,False,False,0.0,0.001838235294117647,
omc,P10,trial_23_R_unaffected,False,False,False,False,False,False,False,0.11802030456852793,0.11802030456852793,
mmc,P10,trial_23_R_unaffected,False,False,False,False,False,False,False,0.0,0.0025380710659898475,
mmc_c3kf,P10,trial_23_R_unaffected,False,False,False,False,False,False,False,0.0,0.0025380710659898475,
mmc_c3kf_wr,P10,trial_23_R_unaffected,False,False,False,False,False,False,False,0.0,0.0025380710659898475,
mmc_c3kf_wr2,P10,trial_23_R_unaffected,False,False,False,False,False,False,False,0.0,0.0025380710659898475,
omc,P10,trial_24_R_unaffected,False,False,False,False,False,False,False,0.13884785819793205,0.13884785819793205,
mmc,P10,trial_24_R_unaffected,False,False,False,False,False,False,False,0.30132939438700146,0.0,
mmc_c3kf,P10,trial_24_R_unaffected,False,False,False,False,False,False,False,0.30132939438700146,0.0,
mmc_c3kf_wr,P10,trial_24_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_24_R_unaffected,False,False,False,False,False,False,False,0.30132939438700146,0.0,
omc,P10,trial_25_R_unaffected,False,False,False,False,False,False,False,0.10035211267605634,0.10035211267605634,
mmc,P10,trial_25_R_unaffected,False,False,False,False,False,False,False,0.20598591549295775,0.0017605633802816902,
mmc_c3kf,P10,trial_25_R_unaffected,False,False,False,False,False,False,False,0.20598591549295775,0.0017605633802816902,
mmc_c3kf_wr,P10,trial_25_R_unaffected,False,False,False,False,False,False,False,0.0,0.0017605633802816902,
mmc_c3kf_wr2,P10,trial_25_R_unaffected,False,False,False,False,False,False,False,0.20598591549295775,0.0017605633802816902,
omc,P10,trial_26_R_unaffected,False,False,False,False,False,False,False,0.003883495145631068,0.003883495145631068,
mmc,P10,trial_26_R_unaffected,False,False,False,False,False,False,False,0.13398058252427184,0.0,
mmc_c3kf,P10,trial_26_R_unaffected,False,False,False,False,False,False,False,0.13398058252427184,0.0,
mmc_c3kf_wr,P10,trial_26_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_26_R_unaffected,False,False,False,False,False,False,False,0.13398058252427184,0.0,
omc,P10,trial_27_R_unaffected,False,False,False,False,False,False,False,0.055666003976143144,0.055666003976143144,
mmc,P10,trial_27_R_unaffected,False,False,False,False,False,False,False,0.03578528827037773,0.005964214711729622,
mmc_c3kf,P10,trial_27_R_unaffected,False,False,False,False,False,False,False,0.03578528827037773,0.005964214711729622,
mmc_c3kf_wr,P10,trial_27_R_unaffected,False,False,False,False,False,False,False,0.0,0.005964214711729622,
mmc_c3kf_wr2,P10,trial_27_R_unaffected,False,False,False,False,False,False,False,0.03578528827037773,0.005964214711729622,
omc,P10,trial_28_R_unaffected,False,False,False,False,True,False,True,0.04430379746835443,0.04430379746835443,
mmc,P10,trial_28_R_unaffected,False,False,False,False,False,False,False,0.0379746835443038,0.006329113924050633,
mmc_c3kf,P10,trial_28_R_unaffected,False,False,False,False,False,False,False,0.0379746835443038,0.006329113924050633,
mmc_c3kf_wr,P10,trial_28_R_unaffected,False,False,False,False,False,False,False,0.0,0.006329113924050633,
mmc_c3kf_wr2,P10,trial_28_R_unaffected,False,False,False,False,False,False,False,0.0379746835443038,0.006329113924050633,
omc,P10,trial_2_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P10,trial_2_R_unaffected,False,False,False,False,False,False,False,0.022429906542056073,0.001869158878504673,
mmc_c3kf,P10,trial_2_R_unaffected,False,False,False,False,False,False,False,0.022429906542056073,0.001869158878504673,
mmc_c3kf_wr,P10,trial_2_R_unaffected,False,False,False,False,False,False,False,0.0,0.001869158878504673,
mmc_c3kf_wr2,P10,trial_2_R_unaffected,False,False,False,False,False,False,False,0.022429906542056073,0.001869158878504673,
omc,P10,trial_31_R_unaffected,False,False,False,False,False,False,False,0.1829971181556196,0.1829971181556196,
mmc,P10,trial_31_R_unaffected,False,False,False,False,False,False,False,0.276657060518732,0.001440922190201729,
mmc_c3kf,P10,trial_31_R_unaffected,False,False,False,False,False,False,False,0.276657060518732,0.001440922190201729,
mmc_c3kf_wr,P10,trial_31_R_unaffected,False,False,False,False,False,False,False,0.0,0.001440922190201729,
mmc_c3kf_wr2,P10,trial_31_R_unaffected,False,False,False,False,False,False,False,0.276657060518732,0.001440922190201729,
omc,P10,trial_32_R_unaffected,False,False,False,False,False,False,False,0.023679417122040074,0.023679417122040074,
mmc,P10,trial_32_R_unaffected,False,False,False,False,False,False,False,0.09836065573770492,0.0,
mmc_c3kf,P10,trial_32_R_unaffected,False,False,False,False,False,False,False,0.09836065573770492,0.0,
mmc_c3kf_wr,P10,trial_32_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_32_R_unaffected,False,False,False,False,False,False,False,0.09836065573770492,0.0,
omc,P10,trial_33_R_unaffected,False,False,False,False,False,False,False,0.046242774566473986,0.046242774566473986,
mmc,P10,trial_33_R_unaffected,False,False,False,False,False,False,False,0.16184971098265896,0.0,
mmc_c3kf,P10,trial_33_R_unaffected,False,False,False,False,False,False,False,0.16184971098265896,0.0,
mmc_c3kf_wr,P10,trial_33_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_33_R_unaffected,False,False,False,False,False,False,False,0.16184971098265896,0.0,
omc,P10,trial_34_R_unaffected,False,False,False,False,False,False,False,0.03347280334728033,0.03347280334728033,
mmc,P10,trial_34_R_unaffected,False,False,False,False,False,False,False,0.16317991631799164,0.008368200836820083,
mmc_c3kf,P10,trial_34_R_unaffected,False,False,False,False,False,False,False,0.16317991631799164,0.008368200836820083,
mmc_c3kf_wr,P10,trial_34_R_unaffected,False,False,False,False,False,False,False,0.0,0.008368200836820083,
mmc_c3kf_wr2,P10,trial_34_R_unaffected,False,False,False,False,False,False,False,0.16317991631799164,0.008368200836820083,
omc,P10,trial_35_R_unaffected,False,False,False,False,False,False,False,0.02697495183044316,0.02697495183044316,
mmc,P10,trial_35_R_unaffected,False,False,False,False,False,False,False,0.08670520231213873,0.007707129094412331,
mmc_c3kf,P10,trial_35_R_unaffected,False,False,False,False,False,False,False,0.08670520231213873,0.007707129094412331,
mmc_c3kf_wr,P10,trial_35_R_unaffected,False,False,False,False,False,False,False,0.0,0.007707129094412331,
mmc_c3kf_wr2,P10,trial_35_R_unaffected,False,False,False,False,False,False,False,0.08670520231213873,0.007707129094412331,
omc,P10,trial_36_R_unaffected,False,False,False,False,False,False,False,0.05565217391304348,0.05565217391304348,
mmc,P10,trial_36_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P10,trial_36_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P10,trial_36_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_36_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_37_R_unaffected,False,False,False,False,False,False,False,0.028517110266159697,0.028517110266159697,
mmc,P10,trial_37_R_unaffected,True,False,False,False,False,False,False,0.0,0.005703422053231939,
mmc_c3kf,P10,trial_37_R_unaffected,True,False,False,False,False,False,False,0.0,0.005703422053231939,
mmc_c3kf_wr,P10,trial_37_R_unaffected,True,False,False,False,False,False,False,0.0,0.005703422053231939,
mmc_c3kf_wr2,P10,trial_37_R_unaffected,True,False,False,False,False,False,False,0.0,0.005703422053231939,
omc,P10,trial_38_R_unaffected,False,False,False,False,False,False,False,0.0499001996007984,0.0499001996007984,
mmc,P10,trial_38_R_unaffected,False,False,False,False,False,False,False,0.15568862275449102,0.007984031936127744,
mmc_c3kf,P10,trial_38_R_unaffected,False,False,False,False,False,False,False,0.15568862275449102,0.007984031936127744,
mmc_c3kf_wr,P10,trial_38_R_unaffected,False,False,False,False,False,False,False,0.0,0.007984031936127744,
mmc_c3kf_wr2,P10,trial_38_R_unaffected,False,False,False,False,False,False,False,0.15568862275449102,0.007984031936127744,
omc,P10,trial_39_R_unaffected,False,False,False,False,False,False,True,0.0038535645472061657,0.0038535645472061657,
mmc,P10,trial_39_R_unaffected,False,False,False,False,False,False,False,0.1676300578034682,0.0019267822736030828,
mmc_c3kf,P10,trial_39_R_unaffected,False,False,False,False,False,False,False,0.1676300578034682,0.0019267822736030828,
mmc_c3kf_wr,P10,trial_39_R_unaffected,False,False,False,False,False,False,False,0.0,0.0019267822736030828,
mmc_c3kf_wr2,P10,trial_39_R_unaffected,False,False,False,False,False,False,False,0.1676300578034682,0.0019267822736030828,
omc,P10,trial_3_R_unaffected,False,False,False,False,False,False,False,0.0038461538461538464,0.0038461538461538464,
mmc,P10,trial_3_R_unaffected,False,False,False,False,False,False,False,0.0,0.0019230769230769232,
mmc_c3kf,P10,trial_3_R_unaffected,False,False,False,False,False,False,False,0.0,0.0019230769230769232,
mmc_c3kf_wr,P10,trial_3_R_unaffected,False,False,False,False,False,False,False,0.0,0.0019230769230769232,
mmc_c3kf_wr2,P10,trial_3_R_unaffected,False,False,False,False,False,False,False,0.0,0.0019230769230769232,
omc,P10,trial_44_L_affected,False,False,False,False,False,False,False,0.0018656716417910447,0.0018656716417910447,
mmc,P10,trial_44_L_affected,True,False,False,False,False,False,False,0.0,0.0018656716417910447,
mmc_c3kf,P10,trial_44_L_affected,True,False,False,False,False,False,False,0.0,0.0018656716417910447,
mmc_c3kf_wr,P10,trial_44_L_affected,True,False,False,False,False,False,False,0.0,0.0018656716417910447,
mmc_c3kf_wr2,P10,trial_44_L_affected,True,False,False,False,False,False,False,0.0,0.0018656716417910447,
omc,P10,trial_45_L_affected,False,False,False,False,False,False,False,0.002336448598130841,0.002336448598130841,
mmc,P10,trial_45_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P10,trial_45_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P10,trial_45_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_45_L_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_46_L_affected,False,False,False,False,False,False,False,0.001941747572815534,0.001941747572815534,
mmc,P10,trial_46_L_affected,False,False,False,False,False,False,False,0.0,0.001941747572815534,
mmc_c3kf,P10,trial_46_L_affected,False,False,False,False,False,False,False,0.0,0.001941747572815534,
mmc_c3kf_wr,P10,trial_46_L_affected,False,False,False,False,False,False,False,0.0,0.001941747572815534,
mmc_c3kf_wr2,P10,trial_46_L_affected,False,False,False,False,False,False,False,0.0,0.001941747572815534,
omc,P10,trial_47_L_affected,False,False,False,False,False,False,False,0.004273504273504274,0.004273504273504274,
mmc,P10,trial_47_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P10,trial_47_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P10,trial_47_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_47_L_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_48_L_affected,False,False,False,False,False,False,False,0.00423728813559322,0.00423728813559322,
mmc,P10,trial_48_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P10,trial_48_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P10,trial_48_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_48_L_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_49_L_affected,False,False,False,False,False,False,False,0.00228310502283105,0.00228310502283105,
mmc,P10,trial_49_L_affected,False,False,False,False,False,False,False,0.0,0.0045662100456621,
mmc_c3kf,P10,trial_49_L_affected,False,False,False,False,False,False,False,0.0,0.0045662100456621,
mmc_c3kf_wr,P10,trial_49_L_affected,False,False,False,False,False,False,False,0.0,0.0045662100456621,
mmc_c3kf_wr2,P10,trial_49_L_affected,False,False,False,False,False,False,False,0.0,0.0045662100456621,
omc,P10,trial_4_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P10,trial_4_R_unaffected,False,False,False,False,False,False,False,0.1274131274131274,0.0,
mmc_c3kf,P10,trial_4_R_unaffected,False,False,False,False,False,False,False,0.1274131274131274,0.0,
mmc_c3kf_wr,P10,trial_4_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_4_R_unaffected,False,False,False,False,False,False,False,0.1274131274131274,0.0,
omc,P10,trial_50_L_affected,False,False,False,False,False,False,False,0.002066115702479339,0.002066115702479339,
mmc,P10,trial_50_L_affected,False,False,False,False,False,False,False,0.0,0.002066115702479339,
mmc_c3kf,P10,trial_50_L_affected,False,False,False,False,False,False,False,0.0,0.002066115702479339,
mmc_c3kf_wr,P10,trial_50_L_affected,False,False,False,False,False,False,False,0.0,0.002066115702479339,
mmc_c3kf_wr2,P10,trial_50_L_affected,False,False,False,False,False,False,False,0.0,0.002066115702479339,
omc,P10,trial_51_L_affected,False,False,False,False,False,False,False,0.003913894324853229,0.003913894324853229,
mmc,P10,trial_51_L_affected,False,False,False,False,False,False,False,0.0,0.0019569471624266144,
mmc_c3kf,P10,trial_51_L_affected,False,False,False,False,False,False,False,0.0,0.0019569471624266144,
mmc_c3kf_wr,P10,trial_51_L_affected,False,False,False,False,False,False,False,0.0,0.0019569471624266144,
mmc_c3kf_wr2,P10,trial_51_L_affected,False,False,False,False,False,False,False,0.0,0.0019569471624266144,
omc,P10,trial_52_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P10,trial_52_L_affected,False,False,False,False,False,False,False,0.0,0.010416666666666666,
mmc_c3kf,P10,trial_52_L_affected,False,False,False,False,False,False,False,0.0,0.010416666666666666,
mmc_c3kf_wr,P10,trial_52_L_affected,False,False,False,False,False,False,False,0.0,0.010416666666666666,
mmc_c3kf_wr2,P10,trial_52_L_affected,False,False,False,False,False,False,False,0.0,0.010416666666666666,
omc,P10,trial_53_L_affected,False,False,False,False,False,False,False,0.006289308176100629,0.006289308176100629,
mmc,P10,trial_53_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P10,trial_53_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P10,trial_53_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_53_L_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_54_L_affected,False,False,False,False,False,False,False,0.003883495145631068,0.003883495145631068,
mmc,P10,trial_54_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P10,trial_54_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P10,trial_54_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_54_L_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_55_L_affected,False,False,False,False,False,False,False,0.001996007984031936,0.001996007984031936,
mmc,P10,trial_55_L_affected,False,False,False,False,False,False,False,0.0,0.001996007984031936,
mmc_c3kf,P10,trial_55_L_affected,False,False,False,False,False,False,False,0.0,0.001996007984031936,
mmc_c3kf_wr,P10,trial_55_L_affected,False,False,False,False,False,False,False,0.0,0.001996007984031936,
mmc_c3kf_wr2,P10,trial_55_L_affected,False,False,False,False,False,False,False,0.0,0.001996007984031936,
omc,P10,trial_56_L_affected,False,False,False,False,False,False,False,0.004158004158004158,0.004158004158004158,
mmc,P10,trial_56_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P10,trial_56_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P10,trial_56_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_56_L_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_57_L_affected,False,False,False,False,False,False,False,0.002044989775051125,0.002044989775051125,
mmc,P10,trial_57_L_affected,False,False,False,False,False,False,False,0.049079754601226995,0.0,
mmc_c3kf,P10,trial_57_L_affected,False,False,False,False,False,False,False,0.049079754601226995,0.0,
mmc_c3kf_wr,P10,trial_57_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_57_L_affected,False,False,False,False,False,False,False,0.049079754601226995,0.0,
omc,P10,trial_58_L_affected,False,False,False,False,False,False,False,0.005928853754940711,0.005928853754940711,
mmc,P10,trial_58_L_affected,True,False,False,False,False,False,False,0.0,0.001976284584980237,
mmc_c3kf,P10,trial_58_L_affected,False,False,False,False,False,False,False,0.0,0.001976284584980237,
mmc_c3kf_wr,P10,trial_58_L_affected,False,False,False,False,False,False,False,0.0,0.001976284584980237,
mmc_c3kf_wr2,P10,trial_58_L_affected,False,False,False,False,False,False,False,0.0,0.001976284584980237,
omc,P10,trial_59_L_affected,False,False,False,False,False,False,False,0.003937007874015748,0.003937007874015748,
mmc,P10,trial_59_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P10,trial_59_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P10,trial_59_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P10,trial_59_L_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P10,trial_5_R_unaffected,False,False,False,False,False,False,False,0.001834862385321101,0.001834862385321101,
mmc,P10,trial_5_R_unaffected,False,False,False,False,False,False,False,0.022018348623853212,0.014678899082568808,
mmc_c3kf,P10,trial_5_R_unaffected,False,False,False,False,False,False,False,0.022018348623853212,0.014678899082568808,
mmc_c3kf_wr,P10,trial_5_R_unaffected,False,False,False,False,False,False,False,0.0,0.014678899082568808,
mmc_c3kf_wr2,P10,trial_5_R_unaffected,False,False,False,False,False,False,False,0.022018348623853212,0.014678899082568808,
omc,P10,trial_60_L_affected,False,False,False,False,False,False,False,0.0021231422505307855,0.0021231422505307855,
