part,trial,mmc_min_drink,omc_min_drink,gap,ncam_drink,ncam_all,seq_mmc_drink onset,seq_omc_drink onset,seq_mmc_drink offset,seq_omc_drink offset,err,bad
P13,trial_57_R_affected,66.24420300983799,107.96449927663515,-41.72029626679716,1.0,1.0,207.0,205,285.0,280,5.0,False
P13,trial_58_R_affected,64.66345678815098,122.5569736384722,-57.89351685032122,1.0,1.0,191.0,193,259.0,265,6.0,False
P13,trial_59_R_affected,60.31014355182252,115.94859825942771,-55.63845470760519,1.0,1.0,211.0,202,286.0,280,9.0,False
P13,trial_5_L_unaffected,77.72639094776572,124.49012124508634,-46.76373029732062,0.0,0.27927927927927926,195.0,166,245.0,263,29.0,False
P13,trial_60_R_affected,62.477579908242966,112.04469599172486,-49.5671160834819,1.0,1.0,200.0,200,280.0,298,18.0,False
P13,trial_61_R_affected,63.030666431856254,118.26132600148726,-55.23065956963101,1.0,1.0,222.0,217,266.0,265,5.0,False
P13,trial_62_R_affected,66.12454405993213,120.87857643686773,-54.7540323769356,1.0,1.0,204.0,199,300.0,307,7.0,False
P13,trial_63_R_affected,60.73661856341418,114.49453801594943,-53.75791945253525,1.0,0.868995633187773,185.0,173,278.0,298,20.0,False
P13,trial_64_R_affected,63.73260199687321,112.55861169982452,-48.82600970295132,1.0,1.0,205.0,206,271.0,293,22.0,False
P13,trial_66_R_affected,61.38837543731963,116.22878017240804,-54.840404735088406,1.0,0.90625,188.0,188,254.0,259,5.0,False
P13,trial_67_R_affected,65.14270719232893,122.17001483259907,-57.02730764027014,1.0,1.0,187.0,183,230.0,241,11.0,False
P13,trial_68_R_affected,60.12686809614604,110.35383273393008,-50.226964637784036,1.0,1.0,204.0,205,286.0,285,1.0,False
P13,trial_69_R_affected,63.85175518821135,112.26178135610557,-48.41002616789422,1.0,0.9612403100775194,187.0,185,229.0,245,16.0,False
P13,trial_6_L_unaffected,79.23625798690803,125.80353092752249,-46.56727294061446,0.0,0.3530751708428246,204.0,197,267.0,285,18.0,False
P13,trial_70_R_affected,63.481578978316186,117.99772387635603,-54.51614489803985,1.0,1.0,201.0,187,271.0,286,15.0,False
P13,trial_71_R_affected,69.08053940017737,115.59330449651611,-46.51276509633874,1.0,0.8364928909952607,191.0,205,256.0,261,14.0,False
P13,trial_73_R_affected,62.23522022541474,110.93416531301052,-48.69894508759578,1.0,0.9501187648456056,185.0,183,261.0,257,4.0,False
P13,trial_74_R_affected,66.36844551481262,113.29858996429962,-46.930144449487,1.0,0.8431818181818181,201.0,201,270.0,271,1.0,False
P13,trial_75_R_affected,68.83465255808096,116.9335153846841,-48.09886282660314,1.0,0.7959183673469388,185.0,186,278.0,287,9.0,False
P13,trial_76_R_affected,64.57422477298145,116.38211227276446,-51.80788749978301,1.0,0.7753623188405797,176.0,175,250.0,253,3.0,False
P13,trial_77_R_affected,63.08485541974543,111.24252485265428,-48.157669432908854,1.0,0.9501187648456056,191.0,190,256.0,252,4.0,False
P13,trial_78_R_affected,67.14897866364079,111.53117612140592,-44.38219745776513,1.0,0.7982062780269058,188.0,192,272.0,276,4.0,False
P13,trial_79_R_affected,64.59847606061709,117.3088589820282,-52.71038292141111,1.0,0.7138964577656676,195.0,195,251.0,261,10.0,False
P13,trial_7_L_unaffected,73.94643338236865,128.55390550792714,-54.60747212555849,0.0,0.2770780856423174,149.0,147,211.0,230,19.0,False
P13,trial_80_R_affected,63.975032924467186,111.0676955159041,-47.09266259143692,1.0,0.8316633266533067,228.0,226,292.0,314,22.0,False
P13,trial_8_L_unaffected,75.44254202489756,128.27156088264184,-52.82901885774427,0.0,0.3074866310160428,153.0,149,208.0,227,19.0,False
P13,trial_9_L_unaffected,78.68540778734715,131.72364226806258,-53.03823448071543,0.0,0.31435643564356436,167.0,161,241.0,248,7.0,False
P14,trial_10_R_unaffected,51.611110980586645,125.4322815312608,-73.82117055067415,1.0,1.0,202.0,177,269.0,286,25.0,False
P14,trial_11_R_unaffected,46.224051810328504,119.47398532795579,-73.24993351762728,1.0,1.0,207.0,193,266.0,292,26.0,False
P14,trial_12_R_unaffected,56.9560548225053,125.03844891174873,-68.08239408924342,1.0,1.0,197.0,188,273.0,272,9.0,False
P14,trial_13_R_unaffected,47.035565160108064,118.86832094780428,-71.83275578769621,1.0,1.0,200.0,197,265.0,277,12.0,False
P14,trial_15_R_unaffected,42.671173671867095,115.68981698015816,-73.01864330829106,1.0,1.0,168.0,161,230.0,234,7.0,False
P14,trial_16_R_unaffected,48.19055928021743,111.8843950550648,-63.69383577484737,1.0,1.0,186.0,176,260.0,263,10.0,False
P14,trial_17_R_unaffected,44.537139156936924,115.23103764977546,-70.69389849283854,1.0,1.0,182.0,173,245.0,241,9.0,False
P14,trial_18_R_unaffected,47.67991699407297,111.15522923310706,-63.475312239034096,1.0,1.0,169.0,155,234.0,231,14.0,False
P14,trial_19_R_unaffected,50.589320521377836,114.64291509350153,-64.0535945721237,1.0,1.0,185.0,185,257.0,266,9.0,False
P14,trial_1_R_unaffected,44.99427226559881,117.39218197851649,-72.39790971291768,1.0,1.0,304.0,290,352.0,373,21.0,False
P14,trial_20_R_unaffected,44.44389876024135,107.42942795223223,-62.98552919199088,1.0,1.0,183.0,176,252.0,245,7.0,False
P14,trial_21_R_unaffected,51.25974896342346,114.31854397492214,-63.058795011498674,1.0,0.994392523364486,189.0,182,261.0,252,9.0,False
P14,trial_22_R_unaffected,47.92525235613766,114.9232397136934,-66.99798735755574,1.0,1.0,190.0,183,265.0,260,7.0,False
P14,trial_23_R_unaffected,45.768966199356434,113.29206172146931,-67.52309552211287,1.0,0.9649122807017544,181.0,176,256.0,252,5.0,False
P14,trial_24_R_unaffected,47.13902184199764,108.97061942351698,-61.83159758151934,1.0,1.0,149.0,142,217.0,204,13.0,False
P14,trial_25_R_unaffected,48.98177341614792,113.74661307918154,-64.76483966303363,1.0,1.0,165.0,147,241.0,238,18.0,False
P14,trial_26_R_unaffected,50.65032937590145,114.93747149576005,-64.2871421198586,1.0,1.0,163.0,153,229.0,234,10.0,False
P14,trial_27_R_unaffected,42.35798772316155,107.88746052973312,-65.52947280657156,1.0,1.0,186.0,180,253.0,248,6.0,False
P14,trial_28_R_unaffected,48.43713819041081,108.19669872666601,-59.7595605362552,1.0,1.0,147.0,147,214.0,206,8.0,False
P14,trial_29_R_unaffected,46.81884217869926,113.69062750394292,-66.87178532524365,1.0,1.0,361.0,355,406.0,412,6.0,False
P14,trial_2_R_unaffected,46.36915536590749,117.61146806365592,-71.24231269774843,1.0,0.9851694915254238,191.0,182,228.0,227,9.0,False
P14,trial_30_R_unaffected,46.143454219176995,107.21423821139732,-61.07078399222032,1.0,1.0,163.0,145,237.0,225,18.0,False
P14,trial_31_R_unaffected,45.04291000731907,109.89753484659688,-64.85462483927782,1.0,0.9800443458980045,160.0,146,233.0,240,14.0,False
P14,trial_32_R_unaffected,43.881987037996616,110.85048927203881,-66.9685022340422,1.0,0.9979757085020243,162.0,154,241.0,234,8.0,False
P14,trial_33_R_unaffected,45.216915871583296,110.87542460391623,-65.65850873233293,1.0,0.9546436285097192,159.0,153,241.0,243,6.0,False
P14,trial_34_R_unaffected,46.98831320854986,107.51520893042161,-60.526895721871746,1.0,1.0,173.0,168,256.0,247,9.0,False
P14,trial_35_R_unaffected,43.539925565797326,100.1528573658338,-56.61293180003647,1.0,0.9833679833679834,159.0,164,226.0,213,13.0,False
P14,trial_36_R_unaffected,41.81756033063571,105.69949978294707,-63.881939452311364,1.0,0.9730215827338129,181.0,174,287.0,295,8.0,False
P14,trial_37_R_unaffected,48.279716820888474,111.51743536546186,-63.23771854457339,1.0,1.0,160.0,156,242.0,257,15.0,False
P14,trial_38_R_unaffected,44.706488066094956,110.17305104629969,-65.46656298020474,1.0,0.9979716024340771,158.0,147,242.0,244,11.0,False
P14,trial_39_R_unaffected,42.41875374636231,108.44510392086106,-66.02635017449875,1.0,1.0,144.0,144,221.0,246,25.0,False
P14,trial_3_R_unaffected,45.972428238584,119.02694887881252,-73.05452064022852,1.0,0.9979959919839679,192.0,179,220.0,240,20.0,False
P14,trial_40_R_unaffected,43.64478091844065,105.18433653174382,-61.53955561330317,1.0,1.0,163.0,159,249.0,248,4.0,False
P14,trial_41_R_unaffected,43.49577153678673,104.00070705877981,-60.50493552199308,1.0,1.0,166.0,162,238.0,234,4.0,False
P14,trial_42_R_unaffected,44.554887654909635,104.2469014818601,-59.69201382695047,1.0,1.0,199.0,188,300.0,300,11.0,False
P14,trial_43_R_unaffected,44.2415377870704,102.42406863284869,-58.18253084577829,1.0,1.0,188.0,192,257.0,257,4.0,False
P14,trial_44_R_unaffected,46.946180905735744,105.71669697134821,-58.77051606561247,1.0,1.0,158.0,153,275.0,273,5.0,False
P14,trial_46_R_unaffected,42.1881300558235,100.50776098435571,-58.31963092853221,1.0,1.0,161.0,163,297.0,296,2.0,False
P14,trial_47_R_unaffected,31.048749432439415,105.2074671406759,-74.15871770823648,1.0,0.9594320486815415,135.0,134,256.0,259,3.0,False
P14,trial_48_L_affected,36.006567822359614,105.5878818589959,-69.58131403663629,1.0,1.0,183.0,179,213.0,221,8.0,False
P14,trial_49_L_affected,37.38672707327834,102.26077940758329,-64.87405233430495,1.0,1.0,215.0,214,259.0,258,1.0,False
P14,trial_4_R_unaffected,49.6182138658792,123.68819789803928,-74.06998403216008,1.0,1.0,292.0,282,353.0,372,19.0,False
P14,trial_50_L_affected,36.65230312997279,106.86768171075664,-70.21537858078385,1.0,0.995,216.0,214,302.0,305,3.0,False
P14,trial_51_L_affected,40.803403501589216,102.61552362169019,-61.81212012010097,1.0,1.0,181.0,178,239.0,239,3.0,False
P14,trial_52_L_affected,35.479782267806655,102.97400473480053,-67.49422246699388,1.0,1.0,197.0,195,236.0,236,2.0,False
P14,trial_53_L_affected,40.265926903003596,104.76794363943574,-64.50201673643215,1.0,1.0,216.0,216,287.0,282,5.0,False
P14,trial_55_L_affected,40.83384469029379,101.09112152601993,-60.257276835726145,1.0,1.0,205.0,208,266.0,283,17.0,False
P14,trial_56_L_affected,41.31534682573119,94.99920571957223,-53.68385889384104,1.0,1.0,206.0,199,273.0,271,7.0,False
P14,trial_58_L_affected,35.42924969478743,92.54852439030185,-57.11927469551442,1.0,1.0,208.0,208,262.0,264,2.0,False
P14,trial_59_L_affected,36.17512508403549,97.17237881128626,-60.99725372725077,1.0,1.0,202.0,198,228.0,232,4.0,False
P14,trial_5_R_unaffected,51.69354642140715,121.55125386031531,-69.85770743890816,1.0,1.0,186.0,175,230.0,250,20.0,False
P14,trial_60_L_affected,44.13386063798305,93.90264664552154,-49.768786007538495,1.0,1.0,206.0,191,274.0,271,15.0,False
P14,trial_61_L_affected,39.26978275540501,96.15970249976301,-56.889919744358004,1.0,1.0,200.0,210,262.0,262,10.0,False
P14,trial_62_L_affected,40.67705888214145,95.05345234474991,-54.37639346260846,1.0,1.0,199.0,198,256.0,253,3.0,False
P14,trial_63_L_affected,38.31244314778601,90.85444883178215,-52.54200568399614,1.0,0.9766081871345029,217.0,209,252.0,254,8.0,False
P14,trial_64_L_affected,40.50695537511211,90.67242999333436,-50.16547461822225,1.0,1.0,215.0,215,282.0,280,2.0,False
P14,trial_65_L_affected,36.76076399372297,91.69527705488936,-54.93451306116639,1.0,1.0,180.0,181,232.0,234,2.0,False
P14,trial_66_L_affected,32.04250323720206,92.21756494282505,-60.17506170562299,1.0,1.0,250.0,238,289.0,290,12.0,False
P14,trial_67_L_affected,32.80339313705835,86.26636111893335,-53.462967981874996,1.0,1.0,223.0,204,269.0,267,19.0,False
P14,trial_68_L_affected,38.669844153365496,92.97140933030107,-54.301565176935576,1.0,1.0,214.0,215,265.0,265,1.0,False
P14,trial_6_R_unaffected,43.145666599179215,120.35327139924408,-77.20760480006487,1.0,1.0,181.0,171,238.0,249,11.0,False
P14,trial_70_L_affected,41.521114730886666,87.8290861026709,-46.307971371784234,1.0,0.9937888198757764,206.0,210,266.0,263,4.0,False
P14,trial_71_L_affected,38.021221257974105,93.07124578013737,-55.05002452216327,1.0,1.0,187.0,187,248.0,246,2.0,False
P14,trial_72_L_affected,37.46685198084328,91.29175415078693,-53.82490216994365,1.0,1.0,172.0,171,211.0,208,3.0,False
P14,trial_73_L_affected,32.519198552051606,80.28544136507075,-47.76624281301915,1.0,1.0,201.0,218,285.0,284,17.0,False
P14,trial_74_L_affected,39.97091238762832,82.96321673782826,-42.992304350199944,1.0,1.0,177.0,205,269.0,265,28.0,False
P14,trial_75_L_affected,32.74316130328767,83.6677862321236,-50.92462492883593,1.0,1.0,183.0,195,233.0,233,12.0,False
P14,trial_76_L_affected,33.392601190820514,77.25892110979207,-43.866319918971556,1.0,1.0,194.0,192,259.0,258,2.0,False
P14,trial_77_L_affected,31.500108392849857,68.2930764706369,-36.79296807778705,1.0,1.0,239.0,268,322.0,325,29.0,False
P14,trial_78_L_affected,30.324553256747738,68.85444241316264,-38.52988915641491,1.0,1.0,202.0,213,273.0,273,11.0,False
P14,trial_79_L_affected,35.89777921809346,63.56031538286916,-27.6625361647757,1.0,1.0,199.0,212,283.0,277,13.0,False
P14,trial_7_R_unaffected,43.6340084199821,122.14881785944053,-78.51480943945842,1.0,1.0,188.0,175,241.0,257,16.0,False
P14,trial_80_L_affected,42.792853189939144,67.32577268367913,-24.53291949373999,1.0,1.0,210.0,223,296.0,287,13.0,False
P14,trial_81_L_affected,46.74176243055412,64.70472958018881,-17.962967149634693,1.0,0.951417004048583,178.0,218,272.0,267,40.0,True
P14,trial_82_L_affected,49.35451245847404,68.03580163331713,-18.681289174843094,1.0,0.9960552268244576,214.0,230,285.0,283,16.0,False
P14,trial_83_L_affected,35.36484617491025,62.48373342814224,-27.11888725323199,1.0,1.0,201.0,228,258.0,259,27.0,False
P14,trial_85_L_affected,36.252957187055614,62.30218540864138,-26.049228221585764,1.0,1.0,183.0,186,244.0,245,3.0,False
P14,trial_86_L_affected,34.70420044303357,62.374155220002486,-27.669954776968915,1.0,0.9583333333333334,188.0,212,266.0,265,24.0,False
P14,trial_87_L_affected,38.38751498481025,56.771601984804185,-18.384086999993933,1.0,0.9957446808510638,172.0,188,238.0,236,16.0,False
P14,trial_88_L_affected,33.247830783695335,54.47835425212142,-21.230523468426085,1.0,1.0,242.0,241,279.0,279,1.0,False
P14,trial_8_R_unaffected,45.88456080387122,123.41830330395933,-77.53374250008812,1.0,0.9982517482517482,193.0,181,261.0,276,15.0,False
P14,trial_90_L_affected,32.26185883354644,73.91839776152759,-41.656538927981146,1.0,0.9550561797752809,200.0,196,287.0,284,4.0,False
P14,trial_9_R_unaffected,48.830249380445125,122.61973573459107,-73.78948635414595,1.0,0.9769673704414588,163.0,152,223.0,240,17.0,False
P15,trial_14_R_unaffected,53.415369940802286,114.47557212768616,-61.06020218688388,1.0,1.0,177.0,168,224.0,235,11.0,False
P15,trial_20_R_unaffected,57.29817643307821,113.29899105483811,-56.0008146217599,1.0,1.0,152.0,156,196.0,208,12.0,False
P15,trial_21_R_unaffected,58.48001267718836,112.60475035260632,-54.124737675417954,1.0,1.0,154.0,142,189.0,204,15.0,False
P15,trial_25_R_unaffected,47.18569451964453,111.02293140399512,-63.83723688435059,1.0,1.0,154.0,145,179.0,187,9.0,False
P15,trial_26_R_unaffected,54.97191912022465,109.15408993441869,-54.182170814194045,1.0,1.0,156.0,156,196.0,196,0.0,False
P15,trial_27_R_unaffected,56.37763523150408,116.5926607935113,-60.21502556200722,1.0,1.0,151.0,141,190.0,205,15.0,False
P15,trial_28_R_unaffected,49.986294290010186,113.85902472144717,-63.872730431436985,1.0,1.0,159.0,144,203.0,215,15.0,False
P15,trial_31_R_unaffected,47.44914485184842,107.10052910726941,-59.651384255420986,1.0,1.0,161.0,140,196.0,206,21.0,False
P15,trial_36_R_unaffected,57.374425668269964,108.62452096795305,-51.25009529968308,1.0,1.0,155.0,148,205.0,224,19.0,False
P15,trial_40_R_unaffected,46.017744052631855,110.42582141463323,-64.40807736200138,1.0,1.0,161.0,152,219.0,240,21.0,False
P15,trial_41_R_unaffected,47.189978017269624,109.61264317046088,-62.42266515319126,1.0,1.0,160.0,153,224.0,245,21.0,False
P15,trial_43_R_unaffected,46.38550450784575,109.22414184474418,-62.83863733689843,1.0,0.9883720930232558,180.0,160,227.0,250,23.0,False
P15,trial_46_L_affected,55.88460525448824,112.04841898602008,-56.16381373153184,1.0,1.0,198.0,160,245.0,236,38.0,True
P15,trial_48_L_affected,55.247654345976805,116.90979538636708,-61.662141040390274,1.0,0.9862068965517241,159.0,170,199.0,205,11.0,False
P15,trial_49_L_affected,56.548196220516445,115.14296826814017,-58.59477204762372,1.0,0.9637681159420289,154.0,153,204.0,211,7.0,False
P15,trial_4_R_unaffected,68.00170038302485,126.61633909154872,-58.61463870852387,1.0,1.0,179.0,168,274.0,289,15.0,False
P15,trial_50_L_affected,58.31054970746159,116.19929549813307,-57.88874579067148,1.0,0.997624703087886,159.0,137,185.0,192,22.0,False
P15,trial_51_L_affected,55.845598083896405,111.05626177683617,-55.21066369293976,1.0,0.9926108374384236,150.0,155,190.0,201,11.0,False
P15,trial_52_L_affected,65.82333753649517,118.61869285422303,-52.795355317727854,1.0,1.0,154.0,163,201.0,209,9.0,False
P15,trial_53_L_affected,53.1948590414344,116.37988649974201,-63.185027458307616,1.0,1.0,175.0,170,214.0,218,5.0,False
P15,trial_54_L_affected,58.54105232161474,117.93057667203263,-59.38952435041789,1.0,1.0,150.0,152,194.0,200,6.0,False
P15,trial_55_L_affected,60.11059252041008,111.48772446168613,-51.37713194127605,1.0,1.0,161.0,161,209.0,213,4.0,False
P15,trial_56_L_affected,59.41923314372876,111.82190298940323,-52.40266984567447,1.0,1.0,176.0,146,196.0,207,30.0,False
P15,trial_57_L_affected,62.67504076837528,112.40032323186574,-49.72528246349046,1.0,0.9953596287703016,177.0,163,200.0,209,14.0,False
P15,trial_58_L_affected,57.35055894507851,114.97336099464613,-57.62280204956762,1.0,1.0,172.0,154,187.0,202,18.0,False
P15,trial_59_L_affected,58.8829063170519,117.48201549572613,-58.59910917867423,1.0,1.0,176.0,162,190.0,197,14.0,False
P15,trial_60_L_affected,60.29000976602117,110.20547896622354,-49.91546920020237,1.0,1.0,167.0,153,195.0,211,16.0,False
P15,trial_61_L_affected,53.390039096303006,116.02646279394884,-62.63642369764583,1.0,0.9926289926289926,161.0,147,215.0,215,14.0,False
P15,trial_62_L_affected,58.72291270371988,110.9576216396009,-52.234708935881024,1.0,0.9771573604060914,149.0,156,190.0,206,16.0,False
P15,trial_63_L_affected,59.53333335736406,113.08775732967217,-53.554423972308115,1.0,1.0,175.0,165,218.0,217,10.0,False
P15,trial_64_L_affected,63.17406154263008,118.48680876056682,-55.31274721793674,1.0,0.9601063829787234,148.0,152,192.0,204,12.0,False
P15,trial_65_L_affected,57.95849671294444,117.3010614092104,-59.34256469626597,1.0,1.0,165.0,158,205.0,223,18.0,False
P15,trial_66_L_affected,63.12624333100827,113.51337498321708,-50.38713165220881,1.0,1.0,161.0,140,208.0,211,21.0,False
P15,trial_67_L_affected,63.39910804267987,113.90275299047833,-50.50364494779846,1.0,1.0,160.0,148,202.0,205,12.0,False
P15,trial_68_L_affected,52.49251835173928,112.77179080490501,-60.27927245316573,1.0,0.9873096446700508,161.0,158,194.0,206,12.0,False
P15,trial_69_L_affected,65.42063991416126,113.36491446266447,-47.944274548503216,1.0,0.9800498753117207,155.0,153,193.0,201,8.0,False
P15,trial_70_L_affected,52.01405792568814,118.79979453996948,-66.78573661428135,1.0,1.0,161.0,154,223.0,217,7.0,False
P15,trial_71_L_affected,54.55333553043748,117.08496922847795,-62.531633698040466,1.0,1.0,157.0,155,213.0,232,19.0,False
P15,trial_72_L_affected,54.990270601854114,114.14114227619824,-59.150871674344124,1.0,0.9977876106194691,155.0,152,211.0,220,9.0,False
P15,trial_73_L_affected,51.55992809502246,117.13988553445407,-65.57995743943161,1.0,1.0,165.0,161,196.0,203,7.0,False
P15,trial_74_L_affected,49.22576748738977,116.51341396592309,-67.28764647853333,1.0,1.0,163.0,160,193.0,198,5.0,False
P15,trial_75_L_affected,54.6824469221452,113.44414855469701,-58.761701632551805,1.0,0.9778869778869779,151.0,149,199.0,202,3.0,False
P15,trial_77_L_affected,61.98862948865925,117.44398276114148,-55.455353272482235,1.0,1.0,176.0,172,225.0,233,8.0,False
P15,trial_78_L_affected,59.88142497267647,120.85373400583723,-60.972309033160755,1.0,0.967654986522911,148.0,149,185.0,188,3.0,False
P15,trial_79_L_affected,60.06063210486423,115.70791492362716,-55.647282818762925,1.0,0.9928571428571429,162.0,160,205.0,207,2.0,False
P15,trial_80_L_affected,63.10339036016127,112.11204024076403,-49.00864988060276,1.0,0.9647577092511013,176.0,165,236.0,241,11.0,False
P15,trial_81_L_affected,65.27165248761236,117.45178363776766,-52.180131150155304,1.0,0.9754299754299754,164.0,160,203.0,207,4.0,False
P15,trial_82_L_affected,54.86940602525144,114.25205701025523,-59.382650985003785,1.0,1.0,158.0,146,190.0,217,27.0,False
P15,trial_83_L_affected,65.45214146207913,116.97599508270883,-51.52385362062971,1.0,1.0,153.0,151,193.0,197,4.0,False
P15,trial_84_L_affected,65.16971299324905,117.23574104164857,-52.06602804839952,1.0,0.967741935483871,172.0,163,214.0,225,11.0,False
P15,trial_85_L_affected,70.44694716633468,118.01256978185808,-47.565622615523395,1.0,1.0,170.0,162,213.0,220,8.0,False
P15,trial_86_L_affected,52.12221937701452,111.77697410609241,-59.654754729077894,1.0,1.0,154.0,141,181.0,220,39.0,True
P15,trial_87_L_affected,70.74552426587138,117.20639750522572,-46.46087323935434,1.0,1.0,148.0,145,195.0,211,16.0,False
P15,trial_88_L_affected,61.97200059228149,117.92368763215295,-55.95168703987146,1.0,0.9931662870159453,151.0,153,200.0,218,18.0,False
P15,trial_89_L_affected,55.37359094973837,115.2776851359956,-59.904094186257225,1.0,0.9904988123515439,151.0,151,200.0,224,24.0,False
P15,trial_90_L_affected,64.41277383635006,111.91662286874647,-47.50384903239642,1.0,0.9714285714285714,151.0,148,221.0,227,6.0,False
P17,trial_10_L_unaffected,64.2807484411881,106.20348871911868,-41.922740277930586,1.0,0.9297423887587822,193.0,179,244.0,247,14.0,False
P17,trial_11_L_unaffected,29.340491799078023,102.37238528667613,-73.03189348759811,0.0,0.6711409395973155,201.0,192,262.0,267,9.0,False
P17,trial_12_L_unaffected,94.3866052848118,121.73506108186105,-27.348455797049255,0.0,0.48623853211009177,180.0,178,239.0,237,2.0,False
P17,trial_13_L_unaffected,724.1127903422545,124.2739634081823,599.8388269340721,0.0,0.20087336244541484,314.0,184,345.0,262,130.0,True
P17,trial_14_L_unaffected,92.68200256312757,123.14711827406342,-30.465115710935848,0.0,0.4680365296803653,165.0,171,244.0,244,6.0,False
P17,trial_18_L_unaffected,87.44869985434234,118.2412107902454,-30.792510935903067,0.0,0.44731182795698926,178.0,182,264.0,263,4.0,False
P17,trial_1_L_unaffected,83.13985818992707,110.92725181472046,-27.787393624793395,0.03015075376884422,0.4088541666666667,216.0,223,445.0,444,7.0,False
P17,trial_20_L_unaffected,75.45827461230401,114.71211276296775,-39.25383815066374,0.0,0.47465437788018433,169.0,172,238.0,250,12.0,False
P17,trial_23_L_unaffected,75.99090541945598,116.38791369577521,-40.39700827631923,0.0,0.545054945054945,185.0,191,244.0,245,6.0,False
P17,trial_30_L_unaffected,78.57115606318975,112.83502481588035,-34.2638687526906,1.0,0.7114967462039046,189.0,184,239.0,255,16.0,False
P17,trial_33_L_unaffected,79.67293977741178,115.62273437941417,-35.949794602002385,1.0,0.7671840354767184,180.0,187,239.0,259,20.0,False
P17,trial_3_L_unaffected,77.34888150080378,113.22579415611709,-35.876912655313305,0.0,0.5328467153284672,171.0,194,252.0,243,23.0,False
P17,trial_43_R_affected,63.418625818565445,93.47296349150672,-30.054337672941273,0.0,0.6578947368421053,154.0,152,206.0,209,3.0,False
P17,trial_44_R_affected,95.65890345090209,99.10994932264697,-3.4510458717448813,0.0,0.48737373737373735,181.0,162,212.0,204,19.0,False
P17,trial_45_R_affected,134.29053133545818,118.0957633056656,16.194768029792584,0.0,0.6796536796536796,182.0,166,215.0,224,16.0,False
P17,trial_46_R_affected,107.07101982879954,119.2121704559027,-12.141150627103158,0.0,0.5,171.0,172,215.0,219,4.0,False
P17,trial_47_R_affected,120.69635351111398,118.97904834700576,1.7173051641082253,0.0,0.6535796766743649,180.0,177,225.0,242,17.0,False
P17,trial_48_R_affected,116.51078053463016,115.3287382822224,1.1820422524077543,0.0,0.41685144124168516,183.0,179,253.0,257,4.0,False
P17,trial_49_R_affected,100.19900510629436,118.38729884989868,-18.18829374360432,0.0,0.6428571428571429,194.0,189,244.0,259,15.0,False
P17,trial_4_L_unaffected,695.5112830815543,110.39556436689392,585.1157187146604,0.0,0.22857142857142856,,187,,236,,False
P17,trial_50_R_affected,112.51200854269867,117.23188852933511,-4.7198799866364425,0.0,0.625,202.0,196,258.0,277,19.0,False
P17,trial_51_R_affected,108.50100339096905,114.34024435152045,-5.8392409605514075,0.0,0.6052631578947368,190.0,180,232.0,246,14.0,False
P17,trial_52_R_affected,111.78316063414879,116.45655416564595,-4.673393531497169,0.0,0.6291666666666667,213.0,207,269.0,286,17.0,False
P17,trial_55_R_affected,106.64491927673409,110.39799519728508,-3.753075920550998,0.0,0.6197802197802198,198.0,194,268.0,273,5.0,False
P17,trial_56_R_affected,105.14528203260232,112.90649834777587,-7.761216315173542,0.0,0.6053169734151329,209.0,202,283.0,294,11.0,False
P17,trial_57_R_affected,121.37483774499161,110.61044663292691,10.7643911120647,0.0,0.5904572564612326,209.0,198,296.0,311,15.0,False
P17,trial_58_R_affected,106.36021383031239,112.35655381947673,-5.9963399891643405,0.0,0.6147368421052631,219.0,202,273.0,290,17.0,False
P17,trial_59_R_affected,98.39051439260056,107.52542392615698,-9.13490953355641,0.0,0.6145610278372591,204.0,202,266.0,283,17.0,False
P17,trial_5_L_unaffected,73.6804484686514,110.55016472688868,-36.869716258237275,0.0,0.4513715710723192,181.0,176,232.0,230,5.0,False
P17,trial_60_R_affected,100.13272990385364,108.53243890721963,-8.399709003365984,0.0,0.6078028747433265,192.0,189,260.0,268,8.0,False
P17,trial_61_R_affected,95.25654766860393,112.78484918240426,-17.52830151380033,0.0,0.5915221579961464,209.0,200,300.0,314,14.0,False
P17,trial_62_R_affected,91.55069353430424,108.88637291608785,-17.335679381783606,0.017857142857142856,0.6989690721649484,188.0,194,270.0,287,17.0,False
P17,trial_63_R_affected,85.86162091215623,104.87293490546877,-19.01131399331254,0.6986301369863014,0.7080459770114943,182.0,176,221.0,217,6.0,False
P17,trial_64_R_affected,120.78845838923493,104.2713719125516,16.517086476683332,0.0,0.1313364055299539,183.0,181,226.0,225,2.0,False
P17,trial_65_R_affected,108.69933109210362,110.22151715431079,-1.5221860622071688,0.0,0.6275862068965518,185.0,180,227.0,245,18.0,False
P17,trial_66_R_affected,83.44103070797117,110.81352808209469,-27.372497374123526,0.0,0.5615212527964206,179.0,179,243.0,260,17.0,False
P17,trial_67_R_affected,89.92808078304017,110.64291613542117,-20.714835352381,0.0,0.5574837310195228,188.0,188,266.0,273,7.0,False
P17,trial_68_R_affected,96.16598754281853,110.82222388337304,-14.656236340554514,0.0,0.6025369978858351,192.0,196,247.0,275,28.0,False
P17,trial_69_R_affected,94.84227496421171,112.5468272989042,-17.704552334692494,0.0,0.6244813278008299,192.0,182,253.0,273,20.0,False
P17,trial_6_L_unaffected,76.54811606371143,109.86398479489752,-33.315868731186086,0.0,0.5496535796766744,184.0,172,222.0,212,12.0,False
P17,trial_70_R_affected,90.200425760353,112.26865867300532,-22.06823291265232,0.0,0.45336225596529284,189.0,181,247.0,261,14.0,False
