part,trial,mmc_min_drink,omc_min_drink,gap,ncam_drink,ncam_all,seq_mmc_drink onset,seq_omc_drink onset,seq_mmc_drink offset,seq_omc_drink offset,err,bad
P17,trial_71_R_affected,88.1012409956578,114.99864022714851,-26.89739923149071,0.0,0.6121739130434782,228.0,212,313.0,340,27.0,False
P17,trial_72_R_affected,92.36377316994655,112.43662428078349,-20.072851110836936,0.0,0.6503067484662577,192.0,189,248.0,272,24.0,False
P17,trial_73_R_affected,108.46559668119916,110.3941605440581,-1.9285638628589368,0.0,0.45489443378119004,222.0,215,324.0,339,15.0,False
P17,trial_74_R_affected,95.25075289096918,107.88904997837238,-12.638297087403203,0.0,0.32603938730853393,184.0,178,275.0,278,6.0,False
P17,trial_75_R_affected,103.43518714833483,110.00876985772314,-6.573582709388305,0.0,0.6446469248291572,208.0,185,244.0,253,23.0,False
P17,trial_76_R_affected,96.3379826578592,106.23023566250936,-9.892253004650158,0.0,0.556989247311828,227.0,199,268.0,282,28.0,False
P17,trial_77_R_affected,97.3686361566724,111.7569075237563,-14.388271367083902,0.0,0.4695121951219512,234.0,199,276.0,291,35.0,True
P17,trial_79_R_affected,86.48979613693268,112.49199917889756,-26.002203041964876,0.0,0.6346604215456675,200.0,178,229.0,250,22.0,False
P17,trial_7_L_unaffected,65.41081978716274,109.93859334939049,-44.52777356222775,1.0,0.9334862385321101,177.0,177,230.0,255,25.0,False
P17,trial_80_R_affected,96.2520979750992,110.58962322518515,-14.337525250085946,0.0,0.618510158013544,201.0,185,245.0,261,16.0,False
P17,trial_82_R_affected,85.70814775690727,112.65999814811823,-26.951850391210968,0.0,0.579520697167756,225.0,199,280.0,298,26.0,False
P17,trial_83_R_affected,86.68103123957023,110.03107568923997,-23.35004444966974,0.0,0.48552338530066813,218.0,185,253.0,262,33.0,True
P17,trial_8_L_unaffected,73.34067563569285,113.1617737120664,-39.82109807637356,0.0,0.543859649122807,165.0,176,277.0,276,11.0,False
P17,trial_9_L_unaffected,58.23363135306198,109.519906702466,-51.28627534940402,0.0,0.4584323040380047,167.0,168,236.0,234,2.0,False
P19,trial_47_R_affected,175.79633629733488,51.57533108850375,124.22100520883112,0.0,0.8935251798561151,504.0,506,509.0,511,2.0,False
P19,trial_48_R_affected,190.81154791193347,42.85040125759695,147.96114665433652,0.0,0.8466666666666667,189.0,194,222.0,217,5.0,False
P19,trial_49_R_affected,522.9924135445133,51.79760185219335,471.19481169231994,0.0,0.375,269.0,210,357.0,231,126.0,True
P19,trial_50_R_affected,174.8142694201493,55.96474463157556,118.84952478857372,0.0,0.8636363636363636,176.0,179,192.0,185,7.0,False
P19,trial_51_R_affected,182.77603220414775,67.26713763244166,115.5088945717061,0.0,0.78239608801956,162.0,164,193.0,196,3.0,False
P19,trial_52_R_affected,161.08218124154388,37.506876737000695,123.57530450454318,0.0,0.8,175.0,192,211.0,211,17.0,False
P19,trial_53_R_affected,179.72454783470553,81.81258162316175,97.91196621154378,0.0,0.6740196078431373,166.0,172,203.0,194,9.0,False
P19,trial_54_R_affected,183.78510242305933,57.45035260803839,126.33474981502093,0.0,0.5736434108527132,169.0,169,175.0,174,1.0,False
P19,trial_57_R_affected,184.45919763946327,41.85225657243993,142.60694106702334,0.0,0.8521303258145363,146.0,147,161.0,160,1.0,False
P19,trial_58_R_affected,,51.86219602188085,,0.0,0.8719376391982183,,674,,696,,False
P19,trial_59_R_affected,151.08048418470347,33.290949644902426,117.78953453980104,0.0,0.6077481840193705,175.0,173,200.0,193,7.0,False
P19,trial_60_R_affected,173.6805642392628,34.45168874056075,139.22887549870205,0.0,0.6699507389162561,160.0,164,201.0,183,18.0,False
P19,trial_61_R_affected,169.05381316034652,31.70781168644598,137.34600147390054,0.0,0.8036529680365296,185.0,186,217.0,207,10.0,False
P19,trial_62_R_affected,178.81101523103473,36.96329137705558,141.84772385397915,0.0,0.8660714285714286,173.0,166,189.0,178,11.0,False
P19,trial_63_R_affected,162.43200798421665,39.77003981797725,122.6619681662394,0.0,0.8344988344988346,175.0,175,201.0,186,15.0,False
P19,trial_64_R_affected,191.52367201758747,57.09220658913537,134.4314654284521,0.0,0.8865131578947368,383.0,386,412.0,407,5.0,False
P19,trial_67_R_affected,181.29011209193956,72.31501530669131,108.97509678524825,0.0,0.8441860465116279,210.0,216,241.0,233,8.0,False
P19,trial_70_R_affected,169.77998377837784,69.84278364232398,99.93720013605386,0.0,0.8688524590163934,329.0,317,335.0,334,12.0,False
P19,trial_74_R_affected,167.63813221124454,60.41577987535717,107.22235233588736,0.140625,0.8221709006928406,176.0,170,219.0,210,9.0,False
P19,trial_77_R_affected,164.33924288164124,83.2855853922735,81.05365748936774,0.025,0.8546365914786967,156.0,154,180.0,181,2.0,False
P19,trial_78_R_affected,187.21208894877745,90.54163857901156,96.67045036976589,0.0,0.8393285371702638,163.0,160,191.0,190,3.0,False
P19,trial_80_R_affected,147.40464437335945,64.41979908162926,82.98484529173018,0.3125,0.9357601713062098,281.0,280,286.0,285,1.0,False
P19,trial_82_R_affected,162.90062408344988,69.60067888222592,93.29994520122396,0.0,0.868766404199475,182.0,183,190.0,189,1.0,False
P19,trial_83_R_affected,183.32219584145625,79.23181383133007,104.09038201012618,0.0,0.8475452196382429,156.0,156,177.0,172,5.0,False
P19,trial_84_R_affected,182.46099079358513,74.79988869467446,107.66110209891066,0.0,0.8046875,158.0,158,185.0,179,6.0,False
P19,trial_85_R_affected,162.63195759254015,67.00156141071679,95.63039618182336,0.02857142857142857,0.8723404255319149,418.0,483,489.0,489,65.0,True
P19,trial_87_R_affected,172.55016029867338,77.22179814064549,95.32836215802789,0.0,0.8597883597883598,184.0,180,191.0,192,4.0,False
P19,trial_88_R_affected,168.30144242463555,107.24115377239394,61.06028865224161,0.4117647058823529,0.8934010152284264,153.0,152,175.0,173,2.0,False
P19,trial_90_R_affected,,65.81638530817939,,0.6944444444444444,0.978,,841,,857,,False
P19,trial_93_R_affected,158.16078052844995,72.15296719772738,86.00781333072257,0.325,0.9266547406082289,323.0,332,348.0,341,9.0,False
P251,trial_10_R_unaffected,58.27240457776474,117.00468593416478,-58.732281356400044,1.0,1.0,211.0,207,305.0,320,15.0,False
P251,trial_11_R_unaffected,63.952947981154594,117.54177946287625,-53.588831481721655,1.0,1.0,230.0,228,320.0,328,8.0,False
P251,trial_12_R_unaffected,61.7535256392995,115.20509646940069,-53.45157083010119,1.0,1.0,229.0,275,383.0,408,46.0,True
P251,trial_13_R_unaffected,64.88773254663876,113.36374546636961,-48.47601291973085,1.0,1.0,219.0,183,334.0,359,36.0,True
P251,trial_14_R_unaffected,60.730064103315186,120.23570541165368,-59.5056413083385,1.0,1.0,232.0,237,367.0,367,5.0,False
P251,trial_15_R_unaffected,61.871278837932955,118.54055143184692,-56.669272593913966,1.0,1.0,204.0,180,331.0,338,24.0,False
P251,trial_16_R_unaffected,60.76940553264806,117.0565007016806,-56.28709516903255,1.0,1.0,205.0,192,325.0,334,13.0,False
P251,trial_17_R_unaffected,60.21126817203082,116.95854001138734,-56.74727183935652,1.0,1.0,200.0,206,324.0,342,18.0,False
P251,trial_18_R_unaffected,59.860003037420896,118.84048943021098,-58.980486392790084,1.0,1.0,221.0,215,344.0,353,9.0,False
P251,trial_19_R_unaffected,63.56170496009723,118.04784905215598,-54.48614409205875,1.0,1.0,215.0,195,327.0,340,20.0,False
P251,trial_20_R_unaffected,64.02828876339713,118.36052661567348,-54.33223785227635,1.0,1.0,211.0,207,321.0,331,10.0,False
P251,trial_21_R_unaffected,61.43486647336288,118.35039626860086,-56.91552979523798,1.0,1.0,225.0,266,372.0,388,41.0,True
P251,trial_23_L_affected,56.07970526128718,118.9342812710496,-62.85457600976242,1.0,1.0,211.0,238,307.0,320,27.0,False
P251,trial_24_L_affected,54.630491675379815,119.90644009344324,-65.27594841806342,1.0,1.0,215.0,198,307.0,303,17.0,False
P251,trial_25_L_affected,54.287877160433986,117.21863697837563,-62.93075981794164,1.0,1.0,212.0,204,275.0,298,23.0,False
P251,trial_26_L_affected,56.33573653938516,118.82116031242748,-62.48542377304232,1.0,1.0,196.0,196,265.0,286,21.0,False
P251,trial_27_L_affected,59.569325157713635,117.83877157564362,-58.269446417929984,1.0,1.0,250.0,280,328.0,355,30.0,False
P251,trial_28_L_affected,57.36707089332985,122.96437739733618,-65.59730650400633,1.0,1.0,195.0,198,267.0,291,24.0,False
P251,trial_29_L_affected,55.32838091101884,122.1288775440289,-66.80049663301006,1.0,1.0,212.0,230,306.0,314,18.0,False
P251,trial_2_R_unaffected,67.838850216135,127.97527815671543,-60.13642794058043,1.0,1.0,300.0,293,405.0,410,7.0,False
P251,trial_30_L_affected,53.36793037768541,123.59026018877476,-70.22232981108935,1.0,1.0,196.0,192,284.0,300,16.0,False
P251,trial_31_L_affected,55.092344752637,117.52774124088242,-62.43539648824542,1.0,1.0,203.0,206,290.0,306,16.0,False
P251,trial_32_L_affected,58.87845877541603,120.63741327245536,-61.75895449703933,1.0,1.0,202.0,193,301.0,295,9.0,False
P251,trial_33_L_affected,51.52657151428869,117.990706058778,-66.46413454448931,1.0,1.0,207.0,189,275.0,297,22.0,False
P251,trial_34_L_affected,54.785027359217494,117.11362910032513,-62.32860174110763,1.0,1.0,194.0,208,287.0,296,14.0,False
P251,trial_35_L_affected,54.24372109512044,118.18069844726593,-63.93697735214548,1.0,1.0,205.0,196,301.0,302,9.0,False
P251,trial_36_L_affected,53.72941531996283,119.22884025354931,-65.49942493358648,1.0,1.0,200.0,209,315.0,317,9.0,False
P251,trial_37_L_affected,53.338459382209194,116.33881965176671,-63.00036026955752,1.0,1.0,208.0,202,298.0,321,23.0,False
P251,trial_38_L_affected,51.225118761307186,117.92010003910654,-66.69498127779936,1.0,1.0,221.0,225,326.0,335,9.0,False
P251,trial_39_L_affected,55.728680226827926,113.35416974173775,-57.62548951490982,1.0,1.0,214.0,207,322.0,331,9.0,False
P251,trial_3_R_unaffected,65.27880405665272,127.23038342638773,-61.951579369735015,1.0,1.0,255.0,246,374.0,381,9.0,False
P251,trial_40_L_affected,51.830175457439275,114.66007325256301,-62.829897795123735,1.0,1.0,201.0,197,303.0,308,5.0,False
P251,trial_41_L_affected,53.398001724124235,112.20917268655663,-58.81117096243239,1.0,1.0,204.0,188,292.0,298,16.0,False
P251,trial_4_R_unaffected,65.11580634074392,125.96255268471666,-60.84674634397274,1.0,1.0,248.0,242,361.0,372,11.0,False
P251,trial_5_R_unaffected,65.90055221816846,127.28897296414355,-61.3884207459751,1.0,1.0,234.0,228,353.0,357,6.0,False
P251,trial_6_R_unaffected,61.817389397394344,122.54931048596475,-60.73192108857041,1.0,1.0,249.0,243,366.0,371,6.0,False
P251,trial_7_R_unaffected,63.31410343888673,123.5449668789664,-60.23086344007967,1.0,1.0,246.0,240,325.0,337,12.0,False
P251,trial_8_R_unaffected,64.50581805330236,122.00030539007548,-57.49448733677312,1.0,1.0,233.0,229,304.0,315,11.0,False
P251,trial_9_R_unaffected,56.70985794441909,117.72724224135523,-61.017384296936136,1.0,1.0,242.0,231,369.0,388,19.0,False
P252,trial_43_R_unaffected,70.6880534557705,116.53250747386481,-45.84445401809431,1.0,1.0,212.0,188,287.0,317,30.0,False
P252,trial_44_R_unaffected,68.46211581472824,122.92470032016213,-54.462584505433895,1.0,1.0,207.0,207,294.0,305,11.0,False
P252,trial_46_R_unaffected,71.18306085511104,126.27364973362238,-55.09058887851134,1.0,1.0,209.0,197,295.0,307,12.0,False
P252,trial_47_R_unaffected,70.43920710584327,125.97650059254954,-55.537293486706275,1.0,1.0,216.0,202,264.0,280,16.0,False
P252,trial_48_R_unaffected,68.822813407251,122.77689477211378,-53.95408136486277,1.0,1.0,228.0,208,293.0,306,20.0,False
P252,trial_49_R_unaffected,70.27592575335123,123.82594121294748,-53.55001545959625,1.0,1.0,217.0,209,290.0,302,12.0,False
P252,trial_50_R_unaffected,63.65119494267309,122.72727260810215,-59.07607766542907,1.0,1.0,195.0,181,275.0,284,14.0,False
P252,trial_51_R_unaffected,64.84877318650649,121.5308164367749,-56.68204325026841,1.0,1.0,209.0,197,294.0,306,12.0,False
P252,trial_52_R_unaffected,68.08962239033659,123.46991766452338,-55.38029527418679,1.0,1.0,210.0,199,286.0,301,15.0,False
P252,trial_53_R_unaffected,68.3612685186567,124.53508162489382,-56.17381310623712,1.0,1.0,190.0,184,259.0,271,12.0,False
P252,trial_54_R_unaffected,70.86543008672166,126.90050435600264,-56.03507426928098,1.0,1.0,187.0,182,251.0,263,12.0,False
P252,trial_55_R_unaffected,65.01053372914973,125.60056397555284,-60.59003024640312,1.0,1.0,181.0,173,259.0,266,8.0,False
P252,trial_56_R_unaffected,69.02468588004557,125.16291935745481,-56.138233477409244,1.0,1.0,212.0,180,272.0,284,32.0,True
P252,trial_57_R_unaffected,70.06155699273235,124.70861853720078,-54.64706154446843,1.0,1.0,190.0,183,273.0,286,13.0,False
P252,trial_58_R_unaffected,68.53203548259991,124.86616683059358,-56.334131347993676,1.0,1.0,216.0,191,306.0,319,25.0,False
P252,trial_59_R_unaffected,70.98934746194847,127.55691796216908,-56.56757050022061,1.0,1.0,199.0,176,266.0,287,23.0,False
P252,trial_60_R_unaffected,69.09518168464712,124.21711195425532,-55.1219302696082,1.0,1.0,219.0,208,298.0,311,13.0,False
P252,trial_61_R_unaffected,71.20254788244091,123.28626685207287,-52.08371896963196,1.0,1.0,188.0,185,283.0,298,15.0,False
P252,trial_62_R_unaffected,65.61322240113869,124.20432288066871,-58.59110047953003,1.0,1.0,193.0,182,260.0,267,11.0,False
P252,trial_63_L_affected,63.5758457512458,118.20543134263828,-54.62958559139248,1.0,1.0,211.0,203,262.0,272,10.0,False
P252,trial_64_L_affected,60.43464935768386,119.18850459397375,-58.75385523628989,1.0,1.0,216.0,210,271.0,279,8.0,False
P252,trial_65_L_affected,63.531690126080605,124.54554199457696,-61.01385186849636,1.0,1.0,196.0,192,265.0,280,15.0,False
P252,trial_66_L_affected,61.1984909791947,120.65756325973028,-59.45907228053558,1.0,1.0,227.0,216,289.0,291,11.0,False
P252,trial_67_L_affected,61.92792211116393,117.94856552488933,-56.0206434137254,1.0,1.0,206.0,204,271.0,288,17.0,False
P252,trial_68_L_affected,59.873530862583465,122.36756398613316,-62.4940331235497,1.0,1.0,196.0,190,270.0,278,8.0,False
P252,trial_69_L_affected,62.325038745410396,117.55748086744549,-55.232442122035096,1.0,1.0,200.0,196,261.0,270,9.0,False
P252,trial_70_L_affected,60.58622690607824,118.65140590356773,-58.0651789974895,1.0,0.9938398357289527,202.0,199,251.0,254,3.0,False
P252,trial_71_L_affected,61.7375918385451,116.51697316082421,-54.77938132227911,1.0,1.0,215.0,202,266.0,278,13.0,False
P252,trial_72_L_affected,59.71160564301899,118.03767942765438,-58.32607378463539,1.0,1.0,219.0,222,285.0,299,14.0,False
P252,trial_73_L_affected,63.79850448137945,117.40288781803217,-53.60438333665272,1.0,1.0,186.0,179,265.0,274,9.0,False
P252,trial_74_L_affected,61.54871817845092,117.34974228360274,-55.80102410515182,1.0,1.0,197.0,193,306.0,311,5.0,False
P252,trial_75_L_affected,60.24203960625962,118.77066028212971,-58.528620675870094,1.0,1.0,193.0,193,283.0,292,9.0,False
P252,trial_76_L_affected,62.06312618467069,119.91260503490568,-57.84947885023499,1.0,0.9878542510121457,184.0,176,257.0,252,8.0,False
P252,trial_77_L_affected,65.48835402257993,116.33800599742483,-50.8496519748449,1.0,1.0,202.0,193,266.0,279,13.0,False
P252,trial_78_L_affected,63.87097692526742,121.09075046695088,-57.21977354168346,1.0,1.0,201.0,194,261.0,262,7.0,False
P252,trial_79_L_affected,60.93247459522226,118.64205632793771,-57.70958173271545,1.0,1.0,206.0,204,257.0,276,19.0,False
P252,trial_80_L_affected,62.810490488469036,118.91144080865838,-56.10095032018935,1.0,1.0,215.0,195,298.0,304,20.0,False
P252,trial_81_L_affected,63.60282849094452,122.06580814358115,-58.46297965263663,1.0,1.0,193.0,184,281.0,287,9.0,False
P252,trial_82_L_affected,61.939372928245334,123.40858903880037,-61.46921611055504,1.0,1.0,193.0,180,276.0,288,13.0,False
P252,trial_83_L_affected,64.40561014892322,120.9920243620463,-56.58641421312308,1.0,1.0,206.0,191,295.0,308,15.0,False
