part,k,subset,cov,err_wr,err_el,err_sh
P07,2,14,80.72357177734375,22.68337181285852,53.08426710432748,50.37996434962919
P07,2,23,10.890088081359863,30.42438329799508,66.13017203493884,46.918468135561895
P07,2,24,42.33165740966797,22.211758875852016,53.94943497949238,52.08326128197808
P07,2,34,35.06327438354492,25.109437106884357,47.4262754107742,50.99036631255549
P07,3,12,40.72708511352539,26.34806772256958,57.39096030010624,31.77567299628449
P07,3,13,45.72364807128906,20.890531777438017,45.90145578832919,31.55917765044565
P07,3,14,80.72357177734375,18.928885268867436,52.20360174603683,43.173980967770056
P07,3,23,10.890088081359863,22.947727922792083,48.69589501719848,29.272283564145603
P07,3,24,42.33165740966797,20.181269115237257,50.571050039886906,37.79643840657861
P07,3,34,35.06327438354492,22.784853637562478,40.863493127971054,36.60521693224422
P07,3,123,32.44694137573242,20.775255300017587,48.89295803302209,38.264897713472365
P07,3,124,54.5941047668457,20.030817146762526,52.31329511831594,46.916614724112925
P07,3,134,53.83683395385742,21.79214693071631,46.52113510923421,43.6992087143374
P07,3,234,29.4283390045166,22.353195457468907,50.05950876054503,50.44511381824921
P07,4,123,32.44694137573242,20.18967624429558,49.482335310484046,31.628805084749143
P07,4,124,54.5941047668457,18.359981877426115,52.24663214485393,38.64713135960055
P07,4,134,53.83683395385742,19.763378392225047,45.46339122166057,37.527882405706656
P07,4,234,29.4283390045166,20.496083508615108,46.99053692421416,36.76426220081172
P07,4,1234,42.57655715942383,20.377884199352263,48.76406487493343,44.38922665686776
P07,5,1234,42.57655715942383,18.712385817928872,48.27434790745342,37.28978654795005
P07,2,1,,33.558481877748626,63.85705948144329,31.432717220154963
P07,2,2,,28.721087936277936,51.52434265262727,26.411527394527837
P07,2,3,,29.36878732057445,39.54442929023863,29.83637087253036
P07,2,4,,31.9672929212426,44.15484048398395,80.86674128438831
P07,2,12,40.72708511352539,24.68197352547766,51.13807981359768,36.72473312081495
P07,2,13,45.72364807128906,25.83385951078144,43.59429196494961,37.9196027396897
P07,2,14,80.72357177734375,24.05411120190626,51.05934943848022,50.97125172575492
