part,cond,fstd,r_raw,pert_std,r_shrink
P12,affected,9.28429524088027,0.9715307025471137,0.0012946801538479857,0.879682516273579
P12,affected,9.635512517445639,0.9774876526950492,0.0012554457841463741,0.8911058679011701
P12,affected,9.428465923717738,0.9872926692819859,0.0008585618716450468,0.8965265830675739
P12,affected,10.185212960688855,0.9809585473156358,0.000918535653752817,0.9026479259396458
P12,affected,6.5166856901151196,0.08935996906636844,0.007327333585647071,0.07373370922299637
P12,affected,9.566181379008743,0.9755454065596786,0.0011431716203296617,0.8881934103512426
P12,affected,9.702326422325392,0.9897107182293909,0.0006875559655487895,0.9033444551270701
P12,affected,10.000437025813943,0.9827197531449124,0.00096270916054215,0.9015842614318674
P12,affected,9.999270986002307,0.9852239502589469,0.0008026990400899519,0.9038643011254394
P12,affected,8.867044688890694,0.9892302467387483,0.000826423812473832,0.8876253976516065
P12,affected,9.066819105486037,0.984143344168877,0.0010372517306057078,0.8870316111756165
P12,affected,8.75098820562901,0.9916830688369612,0.0008034896994372642,0.8873927084329662
P12,affected,9.233986087507754,0.9930083165065513,0.000630370756726281,0.8982018376697362
P12,affected,9.1741076580267,0.9914915508788371,0.0007636306050345237,0.8957099197126348
P12,affected,8.679364092717654,0.9870389410766861,0.0010744673099058856,0.881700305975013
P12,affected,9.80837697118315,0.9615727103083809,0.0013289034115023359,0.8793122154314512
P12,affected,8.54478771555065,0.9876938668672977,0.0009028357246795827,0.8793061507658381
P12,affected,9.592457737075664,0.9814609066957591,0.001102787337431393,0.8940171934028006
P12,affected,9.645168736004235,0.991025710851712,0.0007547181779098916,0.9036073599392429
P12,affected,8.891198797992814,0.9851819242106752,0.0008465638755182401,0.8844858045813397
P12,affected,9.434600634013456,0.9882827932124265,0.0008305114878909546,0.8975329528773627
P12,affected,9.320242850922511,0.9822918214111812,0.001073585298948973,0.8900741329154574
P12,affected,9.164875997571155,0.9866958038416211,0.0010621306911811751,0.8912039299416458
P12,affected,8.8587585724548,0.9856255236740183,0.0011554595955964,0.8842209428016214
P12,affected,8.694136195140942,0.9834790404258082,0.00115581188904755,0.8788387731719242
P12,affected,8.76724561635628,0.9876966200682106,0.001036818223265448,0.884170020910523
P12,affected,8.220262444566979,0.9864758623418189,0.0009581262109091593,0.8705300871295774
P12,affected,8.721314333913789,0.9943650147882798,0.0005006703604432211,0.8891552115231965
P12,affected,9.051257689165299,0.9891261150884932,0.000834098914214174,0.8912200494662333
P12,affected,8.816650621995011,0.9865053385954697,0.0009360641943722516,0.8841392904729256
P12,affected,9.124685323054537,0.9903924071944283,0.000776127295798209,0.8937791073735797
P13,unaffected,9.557516797969791,0.9737635111510042,0.001279340678599794,0.8864270903805126
P13,unaffected,10.041604696271754,0.9762212276350216,0.0009981759303419398,0.8962277369355997
P13,unaffected,8.573471524283958,0.9910659926210186,0.0008833564199143948,0.8829554867273681
P13,unaffected,9.466553537638228,0.9925520733625958,0.0005274519787999525,0.9019683785918652
P13,unaffected,8.422517150537264,0.9899690720932384,0.0008271923085467121,0.8785122802814698
P13,unaffected,9.685984173572784,0.9776641230502334,0.0011495647737505817,0.8920861859158679
P13,unaffected,11.270107681885456,0.9788953762445876,0.0010196119275738913,0.9141228350165399
P13,unaffected,10.239595260130855,0.9894948222323712,0.0007176467420027711,0.9112734143491897
P13,unaffected,8.700334376751803,0.9546075071099049,0.0016572193193254033,0.8531684072847451
P13,unaffected,11.249054598462791,0.9886586075215282,0.0005493877803584894,0.9230112210417036
P13,unaffected,10.544564679977993,0.9848627041286693,0.0008248306727394219,0.91111344612756
P13,unaffected,10.284754544190534,0.9835613886621992,0.000803766138059053,0.9064369121042901
P13,unaffected,9.723379806675597,0.9928906865580983,0.0005784982795655681,0.9065891503415292
P13,unaffected,9.935307634296146,0.9872569421549673,0.000778245126494838,0.9047642802446999
P13,unaffected,10.469108496443273,0.9879070755379483,0.0007511576878634056,0.9129408335317022
P13,unaffected,10.256785047286515,0.990570692015527,0.000626927305171089,0.9125058212598616
P13,unaffected,10.516108548181935,0.989584422460115,0.0006585417193090088,0.9151102305615616
P13,unaffected,10.992655481043062,0.9860585054729039,0.0006853332369955482,0.9177079908682841
P13,unaffected,10.772624274273527,0.9883024232754417,0.0006868040724432149,0.9171727784429077
P13,unaffected,10.908912100115161,0.9899489475200943,0.000639229895610077,0.9203455347582916
P13,unaffected,10.805727531107129,0.9893423361237128,0.000728770161847649,0.9185422748677826
P13,unaffected,10.91938130187012,0.9886100164545137,0.0005816217862344992,0.9192246170786057
P13,unaffected,11.941349868352464,0.9883091213467639,0.0005844765998385213,0.9296348049076492
P13,unaffected,10.503537450585057,0.9897507778170677,0.0007520931495461789,0.9150991177879818
P13,unaffected,10.454492602253858,0.9855468193252266,0.000883099938647609,0.9105663448015935
P13,unaffected,10.168947724163306,0.9880036430189312,0.0008038917738669426,0.9088983078778078
P13,unaffected,10.272386971077617,0.9852397127181348,0.000924755454437147,0.9078121222271032
P13,unaffected,12.37147907238627,0.9870774972958631,0.0005629309983555375,0.9322579606580115
P13,unaffected,11.270579246165669,0.991765311529902,0.0005215819174784459,0.9261463074034705
