part,trial,cond,measure,mmc,automq
P07,trial_17_L_unaffected,miscal4,number_of_movement_units,1.8,4.0
P07,trial_17_L_unaffected,miscal4,max_shoulder_flexion,60.96338045909001,65.61415771994267
P07,trial_18_L_unaffected,full,max_shoulder_flexion,51.26473946223125,56.00642849727984
P07,trial_18_L_unaffected,full,max_shoulder_abduction,20.36842235911902,26.532488857109215
P07,trial_18_L_unaffected,full,max_elbow_angle,152.73246712090966,150.21277394575887
P07,trial_18_L_unaffected,full,peak_elbow_angular_velocity,99.48484969764621,97.27602058292035
P07,trial_18_L_unaffected,full,interjoint_coordination,0.9655248530594028,0.9366289402220712
P07,trial_18_L_unaffected,full,max_trunk_displacement,40.79948721922419,26.786514282226562
P07,trial_18_L_unaffected,full,peak_velocity,620.9583129882812,549.3274945032722
P07,trial_18_L_unaffected,full,total_movement_time,6.65,6.65
P07,trial_18_L_unaffected,full,time_to_peak_velocity,0.8666666666666667,0.92
P07,trial_18_L_unaffected,full,time_to_first_peak_velocity,0.9333333333333333,0.92
P07,trial_18_L_unaffected,full,number_of_movement_units,3.0,3.0
P07,trial_18_L_unaffected,drop1,max_trunk_displacement,40.96997195036039,26.786514282226562
P07,trial_18_L_unaffected,drop1,peak_elbow_angular_velocity,101.26212670636285,97.27602058292035
P07,trial_18_L_unaffected,drop1,total_movement_time,6.65,6.65
P07,trial_18_L_unaffected,drop1,time_to_first_peak_velocity,0.9533333333333335,0.92
P07,trial_18_L_unaffected,drop1,time_to_peak_velocity,0.9400000000000001,0.92
P07,trial_18_L_unaffected,drop1,max_elbow_angle,152.75610778935143,150.21277394575887
P07,trial_18_L_unaffected,drop1,peak_velocity,634.5924438476562,549.3274945032722
P07,trial_18_L_unaffected,drop1,interjoint_coordination,0.9652587183638708,0.9366289402220712
P07,trial_18_L_unaffected,drop1,max_shoulder_abduction,21.626002603794127,26.532488857109215
P07,trial_18_L_unaffected,drop1,number_of_movement_units,1.4,3.0
P07,trial_18_L_unaffected,drop1,max_shoulder_flexion,50.71598131203446,56.00642849727984
P07,trial_18_L_unaffected,min2,max_trunk_displacement,44.505719320094556,26.786514282226562
P07,trial_18_L_unaffected,min2,peak_elbow_angular_velocity,137.74265695629364,97.27602058292035
P07,trial_18_L_unaffected,min2,total_movement_time,6.65,6.65
P07,trial_18_L_unaffected,min2,time_to_first_peak_velocity,1.03,0.92
P07,trial_18_L_unaffected,min2,time_to_peak_velocity,0.9783333333333333,0.92
P07,trial_18_L_unaffected,min2,max_elbow_angle,153.6456887071792,150.21277394575887
P07,trial_18_L_unaffected,min2,peak_velocity,810.4196960449219,549.3274945032722
P07,trial_18_L_unaffected,min2,interjoint_coordination,0.8976835256590798,0.9366289402220712
P07,trial_18_L_unaffected,min2,max_shoulder_abduction,24.61170821888706,26.532488857109215
P07,trial_18_L_unaffected,min2,number_of_movement_units,2.4,3.0
P07,trial_18_L_unaffected,min2,max_shoulder_flexion,47.41780295657306,56.00642849727984
P07,trial_18_L_unaffected,miscal2,max_trunk_displacement,40.805986295204534,26.786514282226562
P07,trial_18_L_unaffected,miscal2,peak_elbow_angular_velocity,99.78735246789665,97.27602058292035
P07,trial_18_L_unaffected,miscal2,total_movement_time,6.65,6.65
P07,trial_18_L_unaffected,miscal2,time_to_first_peak_velocity,0.9366666666666668,0.92
P07,trial_18_L_unaffected,miscal2,time_to_peak_velocity,0.8666666666666668,0.92
P07,trial_18_L_unaffected,miscal2,max_elbow_angle,152.75500943195857,150.21277394575887
P07,trial_18_L_unaffected,miscal2,peak_velocity,621.9100952148438,549.3274945032722
P07,trial_18_L_unaffected,miscal2,interjoint_coordination,0.965657955743475,0.9366289402220712
P07,trial_18_L_unaffected,miscal2,max_shoulder_abduction,20.269153247652365,26.532488857109215
P07,trial_18_L_unaffected,miscal2,number_of_movement_units,3.0,3.0
P07,trial_18_L_unaffected,miscal2,max_shoulder_flexion,51.419170213624525,56.00642849727984
P07,trial_18_L_unaffected,miscal4,max_trunk_displacement,40.800491005444606,26.786514282226562
P07,trial_18_L_unaffected,miscal4,peak_elbow_angular_velocity,100.06784422583374,97.27602058292035
P07,trial_18_L_unaffected,miscal4,total_movement_time,6.65,6.65
P07,trial_18_L_unaffected,miscal4,time_to_first_peak_velocity,0.9416666666666667,0.92
P07,trial_18_L_unaffected,miscal4,time_to_peak_velocity,0.8850000000000001,0.92
