part,trial,side,mmc_abd,omc_world,omc_body
P12,71,R,30.05539920771766,41.66718719096444,26.414538899176364
P12,72,R,27.87966815069219,40.03383218053156,26.489054774336676
P12,73,R,29.265968597199343,43.14033365041335,26.841551262268688
P12,74,R,30.269241466686115,40.7075309992458,27.08954748826806
P12,75,R,30.879937719559695,43.377668347582,26.012640609461823
P12,77,R,29.177646069557532,41.025604831035544,26.198607596794055
P12,78,R,25.680079689148073,37.28220001349699,25.38336511724782
P12,7,L,29.644740881543637,33.749667590763714,30.08689902195925
P12,80,R,28.553601161200536,40.06212034816965,25.258801618047872
P12,81,R,31.192112452881158,45.71659873761806,25.305425853924934
P12,82,R,28.343630443123995,42.71926679120441,26.14119009309128
P12,8,L,30.799069117737407,40.531016585248445,32.40855325987742
P12,9,L,31.92472373593351,36.94963417635026,31.33394363984108
P13,11,L,28.741959938859623,39.196714638905604,32.5994058090923
P13,13,L,27.652315810784096,43.92133210894568,31.916273160547597
P13,15,L,25.363298992286822,39.816862452159704,31.58449357968233
P13,16,L,23.393469125295113,37.75649867606638,31.02543670809613
P13,17,L,30.563562377928033,46.5878251801867,36.01312073458192
P13,18,L,27.915802711014134,43.01755113736151,33.30803870063823
P13,19,L,28.41918553355999,38.019732810849376,32.3591285218101
P13,1,L,33.19052754002053,45.550839838870914,36.327632217848354
P13,20,L,28.217670197300414,41.9715802696742,32.94355093504995
P13,21,L,28.498574394012426,41.89882463791152,33.674548789170075
P13,22,L,22.920256499123923,38.99279464277995,32.18892336073448
P13,23,L,31.11263770274605,41.366714132226576,33.92351207887979
P13,24,L,36.19610712590634,49.404601247104345,38.68024228621335
P13,25,L,23.21217898500021,42.360165280652936,34.80795664513779
P13,26,L,29.78293014806917,40.47891815413258,32.20591742480464
P13,27,L,27.36162388717241,44.49186135134388,35.042412796625
P13,28,L,28.562875750002917,35.06219025338419,32.104365311604255
P13,29,L,30.30879080618664,39.272530865166495,33.81080949448277
P13,2,L,27.39985091680605,40.08736740696279,32.07354454630367
P13,30,L,30.528649352674524,38.48989830022146,32.125654579423426
P13,32,L,28.85208582166899,34.12246303872676,31.617681126735814
P13,33,L,29.944442788817266,35.11955383482268,31.488703363713544
P13,34,L,31.568566808483002,32.69929370986371,31.651131260079264
P13,35,L,33.09680509729891,35.47836835524244,32.53793636430235
P13,37,L,29.52525971763299,34.9951185383683,31.682631068861692
P13,38,L,30.632854464713148,36.76327504062871,32.86089894789703
P13,39,L,25.881603762006385,39.13671119277359,33.04752532492449
P13,3,L,28.674071882472155,40.053538966795074,31.001807654760132
P13,40,L,29.40840947684124,34.829612818122285,31.86743666180003
P13,41,R,30.41648314146786,47.648066562421775,30.978211895358914
P13,42,R,31.136200599989117,46.90435325771425,31.616223588308166
P13,43,R,30.175242534402493,48.466607080010355,30.78101513159412
P13,44,R,31.907203611337092,49.58465900070099,31.4500861110248
P13,45,R,27.92114087670729,40.988585868478346,28.37338443159674
P13,46,R,29.73221546471299,40.25084774423045,29.289858539930673
P13,47,R,27.527918404927593,37.43416822028934,29.20788966292286
P13,48,R,30.80955426838495,40.41314765746427,29.40371543704592
P13,49,R,29.239401391892052,44.01346911773497,28.43861951185865
P13,4,L,27.76106237521654,39.74208682702631,32.432340114577734
P13,50,R,27.425003420671263,40.05709692257617,26.946468605658247
P13,51,R,27.9418857887356,40.82024390279668,30.73383224898979
P13,53,R,28.835835089841275,38.3103659910929,27.912460195072565
P13,54,R,29.817380734258393,37.97240006661537,28.751123051751932
P13,56,R,27.894138572851652,35.14773124929267,27.535616782197533
P13,57,R,26.839137947538372,40.759125211239265,28.61936279810779
P13,58,R,29.848198191027933,38.40895333650853,29.398059002291188
P13,59,R,25.797215735147887,41.12077139205226,27.14067706576853
P13,5,L,27.037728965569674,35.489869543930375,30.95771807191826
P13,60,R,26.123289847746285,40.00586588245658,29.04786857328407
P13,61,R,25.40783144203124,41.582051659302834,28.113575759631903
P13,62,R,28.137778554909154,41.81272720999588,26.668276750743043
P13,63,R,27.684359777138667,44.808975612801675,28.551762554603624
P13,64,R,28.283171889705816,42.224637751099436,28.759603796694897
P13,66,R,26.49840536468528,44.25962549328654,27.958657163880783
P13,67,R,29.069426577323444,49.113770602865735,30.134427881367287
P13,68,R,35.26712745572515,46.6796211546126,33.30289019071131
P13,69,R,30.38054802877275,39.94114293371777,28.25313808672172
P13,6,L,28.375384703246873,43.003280521377036,32.555178788751434
P13,70,R,29.509607917776464,41.36418178917614,28.804944594481192
P13,71,R,28.80121839875361,39.14622243202103,27.9665654456775
P13,73,R,26.969623579105505,37.5923135698446,27.589543569736357
P13,74,R,27.986618472841165,42.09063634680819,28.257500450573723
P13,75,R,28.057883361210607,41.850683573059996,27.941256763746505
P13,76,R,28.906597048364112,45.41467969434189,28.770778790977687
P13,77,R,32.17132714728648,41.58495723248685,30.854645363525915
P13,78,R,30.7192574837082,44.457213960200676,28.924677238486886
P13,79,R,28.122801189611014,41.94192643382054,27.50108593671517
P13,7,L,31.76213705289772,41.532274181681444,31.874857830215102
P13,80,R,26.887687407445796,41.375281436118364,26.656299382006285
P13,8,L,26.248826420097636,35.84681890689171,29.928109694578595
P13,9,L,28.48248513252651,47.869876802489664,37.12695475599754
P14,10,R,34.020411319483465,38.23428542452671,34.228582378433735
P14,11,R,30.47028781926654,35.80108796690285,31.01869556580958
P14,12,R,30.837369921152202,37.494961524244715,32.680360907254695
P14,13,R,31.7826056372905,39.459348479439,33.84355606556429
P14,15,R,32.13157593287272,38.34608787767885,33.46150361668959
P14,16,R,31.82664036606778,38.17474210001219,34.15987509902948
P14,17,R,27.39100119710107,32.69866368755413,28.48999876998702
P14,18,R,32.090948297546845,38.19995638710088,32.3044492091319
P14,19,R,28.33859015048738,38.187649319719355,31.211514539435456
P14,1,R,36.872324844849025,40.86514882675797,34.70031901494292
P14,20,R,29.298587462492844,34.45216750611587,30.171853973968847
P14,21,R,30.92857642785337,37.805794258737436,31.634706820618653
P14,22,R,30.75054636121785,37.75126217302674,32.60563391194365
P14,23,R,32.10825129239479,38.673261249570054,33.52674675617286
P14,24,R,29.449763872738373,35.42052288020915,29.589587888054034
P14,25,R,28.50024309691159,36.168127529077466,29.71691718137662
P14,26,R,32.46389324690377,39.1063246258719,31.772771492904862
P14,27,R,30.90042491003907,36.95363646076366,31.327937739908894
P14,28,R,29.805283374352282,36.118550278760665,31.08388070596706
P14,29,R,30.871937507581148,36.31588231752312,30.613095469576525
P14,2,R,25.507647362812754,31.46977924038399,26.168553046700264
P14,30,R,27.722538390315286,34.83030136686127,27.46635406104141
P14,31,R,33.41307012061256,40.325648523805754,32.74436937836799
P14,32,R,32.09721727404156,39.652345927830474,32.88799103155779
P14,33,R,30.94567666317636,38.20208972965071,31.50900415229782
P14,34,R,31.44115599770394,37.834226250058784,32.75938873102464
P14,35,R,31.618615250059428,42.22280132275982,31.232250157842177
P14,36,R,32.01902262954325,41.47654630330518,33.41958689583493
P14,37,R,31.438040508694527,40.03786630035329,31.884957581015787
P14,38,R,31.130737865314043,38.07092101118391,31.554894093903354
P14,39,R,29.133563332480264,40.04960861297011,29.932971299685935
P14,3,R,30.822156623860522,35.77108103207591,30.333981914550986
P14,40,R,31.80089266241788,40.03931405912792,32.491204433107576
P14,41,R,31.05683079216008,42.71963601726124,30.60708681826297
P14,42,R,31.09294999656604,38.53434887532015,31.002676009824835
P14,43,R,28.49253380438237,40.36272181448482,28.88341699626397
P14,44,R,31.32395107958409,41.02478957034248,31.738378209557602
P14,46,R,32.15367055902159,44.669815434575796,30.019860265122535
P14,47,R,33.017178093853914,52.943853855453895,29.93354421174258
P14,48,L,40.12802357756244,43.53912021690576,39.34929188014032
P14,49,L,38.85515830721724,41.798905413075005,39.42565891053197
P14,4,R,31.48292906986394,35.83835152536898,31.142056169613998
P14,50,L,34.03216501473866,41.35382779762541,37.20544698803934
P14,51,L,34.772364392547324,38.711505366137196,34.249534725958206
P14,52,L,36.13158623381387,38.61088096265495,34.45735905804006
P14,53,L,35.8044889565896,38.9581496281894,33.92379816554947
P14,55,L,31.6484746172825,39.614756312894436,34.09420748899899
P14,56,L,34.166389547861684,39.87079036087907,35.69845616899203
P14,58,L,35.54030331752477,41.646626505101956,37.2176627512698
P14,59,L,35.95638598001395,38.63801806771993,32.64739454954365
P14,5,R,30.35713242261805,35.52899373032439,30.262808822375174
P14,60,L,37.35754192004956,40.48165791415151,36.180832423745834
P14,61,L,35.79136774711299,38.37836596296734,34.31281285579342
P14,62,L,33.73258569129204,40.13430199106935,35.03580604553695
P14,63,L,39.07671342895504,40.697670699211514,35.91781392513924
P14,64,L,45.19536536350235,45.94889009677007,41.86727218060729
P14,65,L,37.582143478919406,43.13217640837336,37.82501529919151
P14,66,L,37.34035976891143,40.14550517614107,35.463581232153466
P14,67,L,35.44215896367941,42.18471522084456,37.173386727027186
P14,68,L,43.71569819671946,46.92876536583455,41.56259382526501
P14,6,R,30.798798994270257,35.548387519061635,30.565084463223492
P14,70,L,34.52471734425135,42.87129134940208,37.541361118452514
P14,71,L,37.742795186464335,39.51990051622939,34.05676348852119
P14,72,L,35.778818155085034,40.88305123778346,36.02056465191809
P14,73,L,38.64940030992353,41.76494452852051,36.43160046528351
P14,74,L,35.416618326872765,40.686094239699976,35.687764128571644
P14,75,L,38.20954332746532,40.74744780146819,35.46027550602204
P14,76,L,39.83125807803201,43.4205285071537,38.37599025201393
P14,77,L,40.30544614692642,44.02727522097509,39.2700522861512
P14,78,L,41.869086322513795,45.363706701187034,39.06198121129721
P14,79,L,39.55332042160198,41.96134629909424,37.56688120241984
P14,7,R,30.326377286157694,34.86550786451121,31.520058921219025
P14,80,L,35.525492966622,39.490611396416405,33.605948019165
P14,81,L,36.78967067959631,42.144206727331124,36.997059461309156
P14,82,L,39.94737529765153,42.97297874684573,38.13157330412508
P14,83,L,40.978725018763505,45.62597435804923,39.45135349565484
P14,85,L,42.22740802090168,43.58693156660721,39.46397223303913
P14,86,L,40.39376815733306,42.810446429889566,38.17585660143768
P14,87,L,39.593629028974426,43.97006189038609,38.602101978126186
P14,88,L,39.667654931169054,42.314926184959496,38.414006453995626
P14,8,R,32.86406121397615,35.151152073002805,32.459881705814176
P14,90,L,39.91065639436129,42.97291796710368,38.277554539384205
P14,9,R,32.511513471222614,35.951649922773704,32.41723205281683
P15,14,R,21.6448426162909,32.99467328476233,26.32726875426868
P15,20,R,19.703469233123453,33.40852257454606,25.921819784143487
P15,21,R,17.66600868570163,36.193256332741505,26.44482628364712
P15,25,R,19.40852011152259,34.262010275280716,22.903307477392467
P15,26,R,19.781533858529873,33.93126042033279,23.239469720442784
P15,27,R,15.766009666057032,34.21554151663388,22.61095096638292
P15,28,R,17.362547746426994,35.24184626460853,23.185711898069197
