part,trial,side,mmc_abd,omc_world,omc_body
P15,31,R,16.452333680175332,33.33771880401459,24.643077778408426
P15,36,R,14.95202615139118,31.636140872502498,21.239195163075838
P15,40,R,18.889841115124156,36.02091996280378,25.597760047017285
P15,41,R,22.270502519606904,33.56665599279793,24.843758974972125
P15,43,R,15.514168016673688,32.53928969580159,22.436649860519758
P15,46,L,31.49514259800468,39.95540248952196,28.799953474992407
P15,48,L,25.812721231063147,42.609555775484885,25.883269897757888
P15,49,L,26.74091650111939,44.42329760295515,27.099869974823534
P15,4,R,25.699070285234246,37.28725447000702,31.529754842441562
P15,50,L,21.812289397584525,37.35219667215434,22.545487040214805
P15,51,L,28.00934988113049,43.974961126427026,26.539644489693742
P15,52,L,25.45195612578785,41.51976390411494,25.274633468995503
P15,53,L,20.732432673532145,36.11406562843254,20.431647237638337
P15,54,L,21.7597412370405,37.56221310819653,21.16276453987902
P15,55,L,23.680957767032847,37.084666095416495,23.39062615419808
P15,56,L,29.031301967457424,41.12717572119514,25.897615273340868
P15,57,L,23.92563198527212,37.250691667899666,23.127277890912048
P15,58,L,28.348354556204097,41.054468779674636,25.977200885702675
P15,59,L,27.775391001764422,42.1604778206801,25.90414265277422
P15,60,L,30.181010154729957,45.11866774061987,27.644390079605603
P15,61,L,29.50510404570884,43.49323419867826,26.987939297045816
P15,62,L,29.20774973698223,42.24309804655676,26.421066206108836
P15,63,L,25.926067095556572,40.512347361699604,25.189395783115128
P15,64,L,32.23286562580444,49.65512317902675,28.673191317374684
P15,65,L,30.246557053384443,46.65289966132252,27.41841981677585
P15,66,L,26.54554399530161,41.37988430392385,23.867994610627683
P15,67,L,24.767068473934145,40.4542202875917,23.15518892495767
P15,68,L,26.434597965551276,40.045650375796434,23.205695973837667
P15,69,L,26.591453576237313,42.53107655307992,23.766411807337473
P15,70,L,26.148169862458328,43.62708053185599,23.584319698463915
P15,71,L,27.94292043526578,43.21885605046549,24.605721138973273
P15,72,L,18.67271762048497,36.51362476006959,19.777614922361952
P15,73,L,21.675578827596063,40.045071038190905,22.826885898286044
P15,74,L,21.30058941730769,38.53147202845954,22.04005774688626
P15,75,L,25.34347893917298,41.716003103960475,23.908317372479473
P15,77,L,20.7430147011008,39.71438383553549,21.29284214731469
P15,78,L,23.27293094651157,41.63242434715823,22.398427911254096
P15,79,L,31.11263548682262,53.672711318208904,28.624848855477993
P15,80,L,22.370528432858073,40.241514811903976,22.28061654303578
P15,81,L,19.914460603257094,40.09746952103172,21.08011578026984
P15,82,L,23.59420494622971,42.93373249155136,23.20523242918982
P15,83,L,24.57099210598631,41.858776414505535,23.149320879720037
P15,84,L,25.04576329971442,43.201493805903986,23.813344673740357
P15,85,L,25.69714702461003,44.88468854398666,24.729092933684512
P15,86,L,26.22463794845635,44.96350461965487,24.909024572017422
P15,87,L,25.188754314103086,43.56651546383102,23.95443802947019
P15,88,L,26.168505483192966,47.672702404741024,24.195707612440437
P15,89,L,24.220592235347894,42.43200914943332,22.892228083413727
P15,90,L,24.998062736443824,42.82070965745714,23.206478935088278
P17,10,L,31.232352831190124,59.802034161159824,38.433520520430214
P17,11,L,32.02136253121213,71.20994055372776,40.74479905077441
P17,12,L,26.063075104337916,41.79049576728517,32.419509769222095
P17,13,L,21.601976902196476,38.500097970224076,29.370848784580296
P17,14,L,24.243476689937342,40.83138229789701,31.56962287530692
P17,18,L,21.303765060874042,40.714723151064746,29.614084763866636
P17,1,L,19.90205745228735,36.6736166979107,29.284580384881934
P17,20,L,19.94013636316608,36.87789929420347,29.857250144909553
P17,23,L,26.150504240789452,44.19187332335838,34.32130669664532
P17,30,L,28.327614877956066,48.71389835636428,35.800233408076096
P17,33,L,22.572933724662416,44.51754008168139,30.178173801056634
P17,3,L,18.689689369185277,37.784455332521425,29.795603160356638
P17,43,R,22.538870450236566,68.41533301705175,26.409108710140856
P17,44,R,20.832841221416352,64.49162268923287,27.021036541539864
P17,45,R,22.61411120023621,43.1940342821857,27.016942236053925
P17,46,R,26.816767277791104,47.9923171024811,30.18742578338415
P17,47,R,24.20037659904452,42.7310136812693,27.775673186290074
P17,48,R,19.46574479136847,37.73032871517623,26.2808817591658
P17,49,R,20.207774587882817,38.36008576727786,25.85454917384187
P17,4,L,20.84667740336539,38.681511506056665,30.398497760338884
P17,50,R,19.29909765129714,34.508533687755836,25.392794586302713
P17,51,R,20.410634911328472,40.28736501176558,25.169070451763965
P17,52,R,22.01113557029496,43.03546279073906,25.89701501397152
P17,55,R,19.92576279932231,32.845520494327836,26.88293088627739
P17,56,R,20.406071954366997,34.85308647351518,27.047859368003806
P17,57,R,19.65335881855295,31.187772036739897,26.15465217583582
P17,58,R,17.623372994113595,32.54342829094829,25.28506597702467
P17,59,R,19.38366555793938,35.29432549304104,24.619648196940776
P17,5,L,19.244114882719114,38.255008985129514,30.34242671873115
P17,60,R,20.332722347407213,36.90627744179584,25.57382090118267
P17,61,R,22.122125421034873,39.9963984544849,27.312690585867134
P17,62,R,20.39426054120814,39.07455736216292,26.177957928945656
P17,63,R,24.54975159172506,41.40931354125629,28.626999064396788
P17,64,R,19.809119418564325,36.3147708739801,24.772236792884865
P17,65,R,19.198714417240208,34.193118372341445,24.989899480718208
P17,66,R,22.0768260945908,38.886015137490915,26.398979247441314
P17,67,R,21.021075907051006,34.295797792268665,25.72243736803218
P17,68,R,19.780237430930857,37.28162266404431,26.120169366222658
P17,69,R,22.52709874479865,38.574570639341616,26.911725162778385
P17,6,L,23.11655475068011,43.608105766681746,31.843818096584304
P17,70,R,20.836259524913686,39.25771897441813,26.169954800153114
P17,71,R,22.523127744344904,40.09261622568649,26.211767265546758
P17,72,R,23.791877848363765,42.55147417974977,27.455837521044916
P17,73,R,18.578256477171333,34.65243891875574,25.45992832820356
P17,74,R,17.996427765592586,35.37811553337416,25.0439810177604
P17,75,R,20.146837899607227,37.53653421037649,24.81319624054878
P17,76,R,20.410429957049566,36.76338991297564,25.808469802432523
P17,77,R,23.562778798885013,43.42373007009207,26.85258241509075
P17,79,R,25.270376420432648,46.74861021896115,29.445153502941945
P17,7,L,30.47357937432899,49.84710168222423,36.4175572237232
P17,80,R,22.716628660960744,42.62002453515587,27.583422830808324
P17,82,R,24.07076367375777,45.059201917828425,29.690960320853772
P17,83,R,21.90300866088609,43.361717592890095,26.751365883006706
P17,8,L,31.073959267303966,51.57758316971894,36.68785315289043
P17,9,L,29.322839956300207,51.66712968280033,35.737917381102314
P19,17,L,23.225632410229604,22.291658333794498,25.32998582369398
P251,10,R,23.672385909337684,34.420721282702445,28.88464695950719
P251,11,R,30.059373159818726,36.77839427729437,32.53858526772589
P251,12,R,22.347833152230706,36.46498351074936,28.3859550233415
P251,13,R,22.870522872730803,35.86514587730009,27.18140612012145
P251,14,R,20.634902040892634,37.299746989980086,26.942567936639197
P251,15,R,20.46372997456712,35.17386363607665,26.15069667111138
P251,16,R,21.486124898855998,34.75479821546999,25.55234560133157
P251,17,R,19.215294781380145,32.86586900112241,25.635104389897666
P251,18,R,18.657212054997625,34.53388513893834,25.028861207424804
P251,19,R,20.27040384397724,33.330132991483,25.0730312414608
P251,20,R,19.90723586188242,33.53482031953716,25.661376251417323
P251,21,R,21.23049639383987,32.50496473050479,24.999092756857156
P251,23,L,26.298052063509612,35.8386299528583,27.981609828919886
P251,24,L,30.436873021873218,35.79320454968916,28.52805324107481
P251,25,L,30.409107236531426,36.417972695081,28.476269610141312
P251,26,L,32.2011968962602,36.00641629671305,28.148528421350544
P251,27,L,26.384098647197888,36.204004105627234,28.637762946970124
P251,28,L,30.50240053433268,34.2534529414554,28.226428724789642
P251,29,L,26.27821295177224,34.91664339622121,28.30055238580068
P251,2,R,20.78826233965205,34.266169894937896,26.80124986377898
P251,30,L,30.80068752703656,35.000558097270044,28.4617840334275
P251,31,L,30.866193916989175,33.537262928026706,27.57624279744262
P251,32,L,31.77198247705519,34.572036469524804,28.373922403285725
P251,33,L,31.47552396309189,34.5108065300398,28.964696433348813
P251,34,L,32.70920169042401,33.619733673576526,28.631988668471518
P251,35,L,32.9230839248993,37.12394663363707,28.969009985205183
P251,36,L,30.879355132222937,35.21427955814899,29.087283237188316
P251,37,L,31.885148885477502,34.52321576071682,28.166012899966844
P251,38,L,25.313050673588116,35.82828431028829,28.557168519446556
P251,39,L,31.38208577466771,34.698858371652584,28.753513948524752
P251,3,R,20.00834534670595,33.686848641100624,27.186697351978495
P251,40,L,31.186559314264365,34.46071020949311,28.0522598179413
P251,41,L,32.22956121769427,35.137958236904545,27.913279125820793
P251,4,R,20.18136289693544,34.19306229196378,27.339242009699205
P251,5,R,21.955059813364677,35.01499020484741,27.95686300423942
P251,6,R,21.991641605324048,36.160843646399044,27.903834395523038
P251,7,R,20.044391344136116,32.59170504357717,27.748339682073418
P251,8,R,19.76241414429403,33.56708638806365,27.02460481720765
P251,9,R,19.38240831805232,33.8397683507405,27.24332230574219
P252,43,R,21.01358179425009,31.935326618004886,27.343949363498897
P252,44,R,21.675269529951866,31.468123527705046,27.03056776007055
P252,46,R,20.17069349527144,31.589773681086363,27.091027893866666
P252,47,R,19.40988159023854,30.95653891967896,28.534418829072507
P252,48,R,20.228911308422788,29.367919033760998,28.043866766433535
P252,49,R,19.588420242902625,29.393412501175142,28.108242469542798
P252,50,R,18.851746821530988,30.11434616744264,27.590391292683485
P252,51,R,20.12320761539323,29.902825758700562,28.34106184032145
P252,52,R,19.63427007556124,30.02173279309964,27.948519371470347
P252,53,R,19.374191274949027,30.523161700052675,25.444375294240523
P252,54,R,19.014116916366273,28.190604907929252,27.220954162578593
P252,55,R,18.292730807045164,28.096509212738837,26.32044643247995
P252,56,R,19.82168134082545,29.088641474434258,27.926736876771717
P252,57,R,17.856444757003253,28.770421513424477,26.150519151263396
P252,58,R,17.43239008770596,27.587041663981303,25.95917735494873
P252,59,R,18.83784505684034,29.89473572400012,26.347522457853824
P252,60,R,18.30456400880538,28.503383295287627,25.776929902230055
P252,61,R,17.49710278872412,28.715195468619907,26.351868972838236
P252,62,R,17.670177650065757,27.912425955391285,25.96323860254845
P252,63,L,25.581233935720213,33.67344228819272,25.810370003792382
P252,64,L,22.994864424582936,31.338785335230128,26.02163020999901
P252,65,L,26.537712418324098,34.65418525896755,26.41107170541016
P252,66,L,22.40138002697061,29.734113326053773,25.641955412455044
P252,67,L,23.065440768278023,30.73434083331994,25.53108870530027
P252,68,L,23.91182253486507,30.280757403444568,25.927133870656096
P252,69,L,24.35252512355502,30.125720128831784,25.604114345971343
P252,70,L,24.145666115826277,29.965017393948308,25.430522720405808
P252,71,L,27.89931235466172,31.2773997331907,25.537807811392067
P252,73,L,23.667027440802368,31.16691917635768,25.479701298220885
P252,74,L,26.183269627050112,30.091269241953995,24.54983429309233
P252,75,L,27.144320468581114,29.56655725188876,24.535134734114056
P252,76,L,27.96199105218934,30.868383853312306,25.464245982776802
P252,77,L,28.135974919858878,33.262880852333176,25.0475938873165
P252,78,L,26.47738544571353,29.79347539134835,24.733690474416466
P252,79,L,25.500824645104665,29.281947434261767,24.91774791116448
P252,80,L,23.671253774075044,30.022531699163714,26.880329828612215
P252,81,L,24.745003752088486,29.96124262851423,24.04785036807856
P252,82,L,26.846289220412444,30.743565483921994,26.36627646618812
P252,83,L,27.328747327344594,31.75748050645343,26.21328777523484
