part,hip_vis,tilt,flex_mmc,flex_omc,gt
P12,0.9778393351800554,7.860326469176905,56.24462634573008,63.63310879837944,56.1416791882134
P12,0.9491978609625669,8.040834416505483,53.625477061754644,61.05784663836333,55.444454443243416
P12,1.0,8.575563147916938,48.60275063128104,56.211630505592474,49.52389517390906
P12,0.9846547314578005,8.510892106720346,56.86839518096403,65.09225616401507,59.73973333260956
P12,0.9971428571428571,8.080377155610586,53.3219073063305,60.95377561189282,56.25556050465631
P12,0.9712643678160919,7.785599839538129,53.07303457784246,60.510209715514385,55.55124243191438
P12,0.9928400954653938,7.859694457217214,53.603885116331384,61.03451921619526,56.489421694967724
P12,0.9924050632911392,7.646792981400364,56.97408236775923,64.08842751919589,56.826269748178554
P12,0.9697802197802198,7.8796715854684605,57.32494349467485,64.74450768637304,59.35456162596255
P12,0.9717514124293786,8.341745191779667,58.082810760982824,65.80306310918918,60.08452154080328
P12,0.9639423076923077,7.483362354449181,61.384976942177424,68.32832810980221,62.96839281587079
P12,0.9945945945945946,7.876536116458632,60.74409505221137,67.94193631567217,62.648676770443245
P12,0.9790575916230366,7.952524152862483,62.33719067372496,69.87503620579457,64.71287760875202
P12,1.0,7.762782718108968,52.26412659122244,59.3772729529939,54.15781465165658
P12,1.0,8.321385100518288,60.584704617102695,68.52498638793415,63.157979224153024
P12,0.9862258953168044,8.180968563559317,61.154213558851374,68.8272546038874,64.62284992600217
P12,0.9820971867007673,8.541433357341791,61.76111295550937,69.72636841183966,65.24676949146571
P12,0.9533169533169533,8.849237973442072,62.29781274483323,70.75666502848456,63.74429799369846
P12,0.9943502824858758,7.933624000250641,46.20907926848505,53.518037552471654,50.1306974288298
P12,0.9896103896103896,6.788574122420173,49.02542760041236,55.27447601549079,50.30473684789308
P12,0.9304123711340206,8.10877804449753,54.11136325459951,61.639976703030136,57.80550730030063
P12,0.9916434540389972,7.5690003185720975,50.572145441175664,57.73876380180365,55.02830207755538
P12,0.9974358974358974,8.126941751320906,47.630184032308456,55.234917990810644,52.300531832646406
P12,0.8964497041420119,8.108829391209726,51.789089076379874,59.55512017775401,56.38165489717947
P12,0.9615384615384616,8.349863165479634,51.1522585365651,58.78073496029127,55.03957731631289
P12,0.9100418410041841,8.540656834279542,44.2766191411513,47.48968928231305,54.766327177722324
P12,0.9323770491803278,9.370905385592332,47.73284379656145,51.7459807151107,56.655338643973
P12,0.952914798206278,9.381758598760669,48.20193142294379,52.868787190664555,58.77640310544873
P12,0.9038901601830663,9.530841640331616,45.825053739148004,50.99974912298466,57.99857425785556
P12,0.9868131868131869,8.656516201297602,46.01726996289464,50.4796909832804,58.613999161687396
P12,0.8773584905660378,9.100934084058819,42.67258169774663,48.018368255331524,55.995834949426445
P12,0.8167053364269141,9.360359069269748,39.930580359817334,45.310049003436674,54.89796777770796
P12,0.8656036446469249,9.144451640565094,42.714069593474434,47.73888723545927,55.89657432590217
P12,0.9004524886877828,8.216028285530653,40.640038379602686,44.865984820838264,55.19377872286056
P12,0.9819587628865979,8.063026075315753,54.49351711881779,62.05342061822444,55.86101671771017
P12,0.8726114649681529,9.189242714731433,42.55360264325176,47.48157065584234,55.276866760478214
P12,0.9349112426035503,8.68497377812182,45.89466637446176,50.75360524701512,58.14883658163218
P12,0.9692982456140351,7.795891858737909,48.31045584355102,52.531554851775276,60.61258341739174
